"Operation","Speed","Speed_MIN","Speed_Max","Surf_Disturbance","Depth","Depth_MIN","Depth_MAX","TILLAGE_TYPE","TILLAGE_TYPE_Modifier","STIR_original","Diesel_use","Burial_Coefficient","Source","Description"
"Disk, tandem, shallow, no kill crop",8.045,4.827,9.654,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,19.5,3.7016,0.73,"USDA_MOSES_2023-02-24","Disk, tandem, shallow, to be used in perennial crops to control weeds and incorporate residue.   The crop is not killed using this tool.   02-22-2016  LOS"
"Do all",6.436,4.827,12.872,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,53.625,13.881,0.6,"USDA_MOSES_2023-02-24","Do all  Seedbed finisher consisting of a single disk gang, field cultivator, coiled tine harrow and a rolling basket incorporator  120606 DTL"
"Do all, on beds",8.045,4.827,9.654,50,5.08,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,26,12.30782,0.57,"USDA_MOSES_2023-02-24","Do all on beds.  Same as Bed shaper high disturbance.  Beds are lightly tilled with a disk hiller or rotary cultivator and reshaped with a bed shaper in preparation for planting.  Rev120806 DTL"
"Dozer track walking",3.218,1.609,4.827,100,5.08,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,0.975,5.5524,0.05,"USDA_MOSES_2023-02-24","Represents ridges left by running bulldozer up and down a slope to create cleat marks laterally across the slope.  101009 DTL"
"Drill or air seeder single disk openers 7-10 in spac.",8.045,5.6315,10.4585,15,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,2.4375,3.2389,0.0525,"USDA_MOSES_2023-02-24","Drill or Air seeder with single disk no-till openers  JD 750 or similar openers. (No-till air drill)  Based on Drill, no-till single disk 7-10"" spacing. 102403 DTL Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill or air seeder single disk openers, + fert. opnrs 7-10 in spac.",8.045,5.6315,10.4585,35,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,5.6875,4.44192,0.1225,"USDA_MOSES_2023-02-24","Drill or Air seeder with single disk no-till openers  JD 750 or similar openers plus fert. openers. (No-till air drill)  Based on Drill, no-till single disk 7-10"" spacing. 102403 DTL Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill or air seeder tee slot openers 7-10 in spac.",8.045,5.6315,10.4585,15,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,1.95,3.7016,0.0525,"USDA_MOSES_2023-02-24","Drill or Air seeder with tee slot or cross slot  or similar openers.102403DTL, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, combo field cult, dd openers",6.436,4.827,12.872,100,10.16,5.08,15.24,"TILLAGE_TYPE_MIX_INV",0.8,28.795,12.0302,0.4,"USDA_MOSES_2023-02-24","Combination Seedbed finisher and double disk opener drill consisting of a field cultivator, a rolling basket incorporator and double disk opener drill.  Example: JD 730 Air disk drill.  05-11-11 DTL, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, combo single disk-hoe openers, 10 in spac",9.654,6.436,11.263,70,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,16.38,6.84796,0.85,"USDA_MOSES_2023-02-24","Drill or Airseeder, single disk openers with fertilizer in the row  using a combo single disk/hoe opener. 092409 DTL, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, hoe opener in hvy residue",8.045,5.6315,10.4585,65,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,16.9,6.84796,0.325,"USDA_MOSES_2023-02-24","Airseeder, hoe opener on 10 to 15 ""row spacing and 3""wide presswheels operated in sod or more than 4000# residue mass.  Based on Drill, hoe opener. 01-10-02 DTL, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, hoe opener in hvy residue w/ fert openers",8.045,5.6315,10.4585,25,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,20.15,12.40036,0.2,"USDA_MOSES_2023-02-24","Airseeder, hoe opener on 10 to 15 ""row spacing and 3""wide presswheels operated in sod or more than 4000# residue mass.  Based on Drill, hoe opener. 01-10-02 DTL with fertilizer openers 09-16-11  GGF rev order of processes of combination tool 121311 LOS, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, hoe/chisel openers 12-15 in spac.",8.045,5.6315,10.4585,80,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,20.8,6.84796,0.4,"USDA_MOSES_2023-02-24","Drill or Airseeder, hoe or chisel openers 12-15 inch spacing and 3""wide presswheels.   060403 DTL, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, hoe/chisel openers 12-15 in spac. w/ fert openers",8.045,5.6315,10.4585,25,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,24.05,12.0302,0.2,"USDA_MOSES_2023-02-24","Drill or Airseeder, hoe or chisel openers 12-15 inch spacing and 3""wide presswheels.   060403 DTL with fertilizer openers 09-16-11  GGF rev order of processes for combination tool 121311 LOS, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, hoe/chisel openers 6-12 in spac.",8.045,5.6315,10.4585,90,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,23.4,6.84796,0.45,"USDA_MOSES_2023-02-24","Drill or Airseeder, hoe or chisel openers and 3""wide presswheels.   10/11/01 DTL, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, hoe/chisel openers 6-12 in spac. w/fert openers",8.045,5.6315,10.4585,25,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,26.65,12.40036,0.2,"USDA_MOSES_2023-02-24","Drill or Airseeder, hoe or chisel openers and 3""wide presswheels.   10/11/01 DTL with fertilizer openers 09-16-11  GGF rev order of processes of combination tool 121311 LOS, deleted kill process 11/16/2012 DTL"
"Drill or air seeder, paired, opposing single disk openers 6x9 in spac.",12.872,9.654,19.308,80,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,16.64,6.84796,0.2975,"USDA_MOSES_2023-02-24","Drill or Air seeder with twin single disk no-till openers angled to pull soil toward each other.  Seed is dropped  behind each disk and covered by a presswheel running in the middle that pushes soil laterally against the undisturbed cutslope to form a pair of rows 6 inches apart with a 9 inch undisturbed area between  the next pair of twin rows.  Rev 121806 DTL, deleted kill process 11/16/2012 DTL"
"Drill or airseeder, dble disk opnr w/ fluted coult 5x10 paired row",8.045,5.6315,10.4585,75,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,12.1875,6.84796,0.2625,"USDA_MOSES_2023-02-24","Drill or airseeder with double disk openers and fluted coulters on 5x10 inch paired row spacing.  060403 DTL, deleted kill process 11/16/2012 DTL"
"Drill or airseeder, double disk",8.045,5.6315,10.4585,65,3.81,2.54,5.08,"TILLAGE_TYPE_MIX_INV",0.8,6.3375,3.33144,0.2275,"USDA_MOSES_2023-02-24","Drill or air seeder with double disk openers on 7 to 10 inch spacings.  Rev102403 DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill or airseeder, double disk opener, w/ fert openers",8.045,5.6315,10.4585,85,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,13.8125,3.97922,0.2975,"USDA_MOSES_2023-02-24","Drill or airseeder with double disk openers with fertilizer knives or openers on 7 -12 inch spacings.. ie., Ripper-shooter drill in the NWRR. High disturbance.  4-18-02. DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill or airseeder, double disk, w/ fluted coulters",8.045,5.6315,10.4585,55,5.08,3.81,6.35,"TILLAGE_TYPE_MIX_INV",0.8,7.15,3.97922,0.1925,"USDA_MOSES_2023-02-24","Drill or airseeder with double disk openers and fluted coulters on 7 to 10 inch spacing.  REVISED102403 DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill or airseeder, offset double disk openers",8.045,5.6315,10.4585,25,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,4.0625,2.96128,0.0875,"USDA_MOSES_2023-02-24","No-till drill or airseeder with narrow offset double disk openers 01-10-02  DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill, air seeder, 4 inch stealth openers on 12 in spac",8.045,5.6315,10.4585,60,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,9.75,3.97922,0.3,"USDA_MOSES_2023-02-24","Airseeder with  Anderson openers or similar openers seeding 3-4"" bands of seed  on 12"" row spacing leaving  a similar bare inter-row area  as a conventional 7"" double disk opener drill.  10/28/01 DTL, deleted kill process 11/16/2012 DTL"
"Drill, air seeder, 6 inch stealth openers on 12 in spac",8.045,5.6315,10.4585,80,5.08,3.81,15.24,"TILLAGE_TYPE_MIX_INV",0.8,10.4,3.97922,0.3,"USDA_MOSES_2023-02-24","Airseeder with  6 inch stealth openers or similar openers seeding 3-4"" bands of seed  on 12"" row spacing.  122807 DTL, deleted kill process 11/16/2012 DTL"
"Drill, air seeder, sweep or band opener",8.045,5.6315,10.4585,60,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,9.75,3.97922,0.3,"USDA_MOSES_2023-02-24","Airseeder with  Anderson openers or similar openers seeding 3-4"" bands of seed  on 12"" row spacing leaving  a similar bare inter-row area  as a conventional 7"" double disk opener drill.  10/28/01 DTL, deleted kill process 11/16/2012 DTL"
"Drill, deep furrow  12 to 18 in spacing",8.045,5.6315,10.4585,90,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,23.4,5.5524,0.45,"USDA_MOSES_2023-02-24","Deep furrow drills on 12 to 18 inch spacing 04-18-02  DTL, deleted kill process 11/16/2012 DTL"
"Drill, deep furrow  7 to 10 in spacing",8.045,5.6315,10.4585,95,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,24.7,6.84796,0.6,"USDA_MOSES_2023-02-24","Deep furrow drills on 7 to 10 inch spacing 031405  DTL, deleted kill process 11/16/2012 DTL"
"Drill, double disk, 7-8 in packer C",8.045,5.6315,10.4585,85,5.08,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,11.05,3.33144,0.3,"USDA_MOSES_2023-02-24","Drill or air seeder with double disk openers on 7 to 10 inch spacings.  060701  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill, double disk, orchard vineyard cover",8.045,5.6315,10.4585,100,15.24,2.54,60.96,"TILLAGE_TYPE_MIX_INV",0.8,39,3.33144,0.5,"USDA_MOSES_2023-02-24","Drill used for orchard and vineyard managements that include vine and cover crop growth in the vegetation record.  Operation starts growth of vegetation record.  It does not kill vegetation.   tmg 1/17/07
Based on Drill or air seeder with double disk openers on 7 to 10 inch spacings.  Rev102403 DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill, heavy, direct seed, dbl disk opnr",8.045,6.436,9.654,85,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,16.575,10.1794,0.425,"USDA_MOSES_2023-02-24","Very Heavy direct seeding drill used for one pass seeding.   Surface disturbance is 85% and greater.  This drill is typified by the ""Yielder"" drills used in the Palouse area of the Pacific Nothwest.  REV. 04-17-02 DTL , deleted kill process 11/16/2012 DTL

"
"Drill, heavy, direct seed, dbl disk opnr w/row cleaners",8.045,6.436,9.654,90,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,17.55,12.0302,0.45,"USDA_MOSES_2023-02-24","Very Heavy direct seeding drill used for one pass seeding. Also equipped with disk or residue manager row cleaners ahead of the units.  Surface disturbance is 90% and greater.  This drill is typified by the ""Yielder"" drills used in the Palouse area of the Pacific Nothwest.  REV. 04-17-02 DTL , deleted kill process 11/16/2012 DTL
"
"Drill, range",6.436,4.827,12.872,60,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,6.24,4.44192,0.3,"USDA_MOSES_2023-02-24","Drill for seeding on rangeland.
from RUSLE1.06. 062403 gaw.  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL"
"Drill, semi-deep furrow  12 to 18 in spacing",8.045,5.6315,10.4585,85,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,22.1,5.0897,0.425,"USDA_MOSES_2023-02-24","6/7/01 DTL, deleted kill process 11/16/2012 DTL"
"Drip tape extractor",8.045,4.827,9.654,20,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,2.6,3.51652,0.73,"USDA_MOSES_2023-02-24","Drip Tape extractor (similar to Sundance Tape extractor) rev 112707 DTL
"
"Drip tape injection shank",8.045,4.827,9.654,20,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,2.6,7.4032,0.1,"USDA_MOSES_2023-02-24","Drip tape injection shank.  112707 DTL"
"Drip tape injection shank on beds",8.045,4.827,9.654,20,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,2.6,7.4032,0.1,"USDA_MOSES_2023-02-24","Drip tape injection shank on lister beds.  112707 DTL"
"Drip tape injector bed shaper",8.045,4.827,9.654,100,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,26,4.1643,0.95,"USDA_MOSES_2023-02-24","Drip Tape injector bed shaper (similar to Sundance Tape Injector) 112707 DTL
"
"Fert applic. anhyd knife 12 in",8.045,5.6315,10.4585,50,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,6.5,8.3286,0.25,"USDA_MOSES_2023-02-24","6/7/01 DTL
"
"Fert applic. anhyd knife 12 in, coil tine har",8.045,5.6315,10.4585,50,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,19.5,10.1794,0.25,"USDA_MOSES_2023-02-24","Fert applic. anhyd knife 12 in, 6/7/01, with coiled tine harrow. 09/16/11 GGF
"
"Fert applic. coulter, high press. inject  12 in",8.045,5.6315,10.4585,10,15.24,10.16,20.32,"TILLAGE_TYPE_LIFT",0.4,1.95,1.48064,0.05,"USDA_MOSES_2023-02-24","6/7/01 DTL  
12 inch spacing"
"Fert applic. deep plcmt hvy shnk",8.045,5.6315,10.4585,50,20.32,12.7,25.4,"TILLAGE_TYPE_LIFT",0.4,13,8.3286,0.25,"USDA_MOSES_2023-02-24","6/7/01 DTL"
"Fert applic. shank low disturbance, 12 in",8.045,5.6315,10.4585,25,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,3.25,8.3286,0.2,"USDA_MOSES_2023-02-24","Minimum disturbance fertilizer injector shank.012904 DTL
"
"Fert applic. shank low disturbance, 12 in, coil tine har",8.045,5.6315,10.4585,25,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,16.25,10.1794,0.2,"USDA_MOSES_2023-02-24","Minimum disturbance fertilizer injector shank.012904 DTL with coiled tine harrow.  091611 ggf
"
"Fert applic. shank low disturbance, 15 in spacing",8.045,5.6315,10.4585,20,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,2.6,8.3286,0.165,"USDA_MOSES_2023-02-24","Minimum disturbance fertilizer injector shank.on 15 inch spacing.  Each injector typically has depth guage wheels that control the amount of disturbance and lateral soil splash.  About 3 inch wide disturbed area per shank.  122106 DTL
"
"Fert. applic. anhyd knife 15 in spacing",8.045,5.6315,10.4585,40,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,5.2,8.3286,0.2,"USDA_MOSES_2023-02-24","Anhydrous knife applicator on 15inch spacing.  About 6 inch wide disturbed area per shank.  122106 DTL"
"Fert. applic. anhyd knife 15 in spacing high disturbance",8.045,5.6315,10.4585,90,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,35.1,8.3286,0.45,"USDA_MOSES_2023-02-24","Double shot liquid fertilizer knife applicator on 15inch spacing.  90 to 100 percent disturbance 112307 DTL"
"Fert. applic. anhyd knife 15 in spacing high disturbance, coil tine har",8.045,5.6315,10.4585,90,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,48.1,10.1794,0.45,"USDA_MOSES_2023-02-24","Fert. applic. anhyd knife 15 in spacing high disturbance  112307 DTL with coil tined harrow.  rev 091611 ggf"
"Fert. applic. anhyd knife 15 in spacing, coil tine har",8.045,5.6315,10.4585,40,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,18.2,10.1794,0.2,"USDA_MOSES_2023-02-24","Anhydrous knife applicator on 15inch spacing.  About 6 inch wide disturbed area per shank.  122106 DTL combined with coiled tine harrow rev 091611 ggf"
"Fert. applic. anhyd knife 30 in",8.045,5.6315,10.4585,20,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,2.6,7.4032,0.1,"USDA_MOSES_2023-02-24","6/7/01 DTL"
"Fert. applic. anhyd knife 30 in, bedded",8.045,5.6315,10.4585,20,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,2.6,7.4032,0.1,"USDA_MOSES_2023-02-24","04/01/10 DTL"
"Fert. applic. anhyd, liq, dry, minimal dist. precision placmnt, 30 in",9.654,6.436,12.872,7,12.7,10.16,15.24,"TILLAGE_TYPE_COMPRESSION",0.15,0.511875,7.4032,0.03,"USDA_MOSES_2023-02-24","High speed precision fertilizer applicator using a single disk opener, low disturbance placement knife and paired rubber track sealing system for applying anhydrous, liquid and dry fertilizer in No-till systems with very low disturbance and no lateral soil splash or residue movement.  03152012 dtl"
"Fert. applic. anhyd, low dist. single disk opener, 30 in",8.045,5.6315,10.4585,15,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,1.95,7.4032,0.1,"USDA_MOSES_2023-02-24","Fertilizer applicator, Single disk opener 30 inch spacing low disturbance Similar to John Deere 2510H 02152012 DTL"
"Fert. applic. double shot knife 15 in spacing high disturbance",8.045,5.6315,10.4585,90,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,35.1,8.3286,0.45,"USDA_MOSES_2023-02-24","Double shot liquid fertilizer knife applicator on 15inch spacing.  90 to 100 percent disturbance 112307 DTL"
"Fert. applic. shallow anhyd knife 38 in",8.045,5.6315,10.4585,15,5.08,3.81,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.95,7.4032,0.1,"USDA_MOSES_2023-02-24","Anhydrous knife or applicator on 38 inch spacing used to  apply side-dress fertilizer at a shallow depth into row crop.   Crop is not killed.  Created from Fert. applic. anhydrous knife 30 in.  110311 DTL"
"Fert. applic. single disk opener, low disturbance, 30 inch spac",8.045,5.6315,10.4585,15,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,1.95,7.4032,0.1,"USDA_MOSES_2023-02-24","Fertilizer applicator, Single disk opener 30 inch spacing low disturbance Similar to John Deere 2510H 02152012 DTL"
"Fert. applic. sugarcane",8.045,5.6315,10.4585,12,10.16,7.62,15.24,"TILLAGE_TYPE_LIFT",0.4,1.56,6.4778,0.035,"USDA_MOSES_2023-02-24","Fertilizer applicator, sugarcane.  This applicator is similar to an anhydrous applicator except pairs of shanks are spaced 24 inches apart to run in the furrows between 48 inch wide sugarcane beds.   013106 DTL"
"Fert. applic., strip-till 30 in",8.045,5.6315,10.4585,33,12.7,10.16,25.4,"TILLAGE_TYPE_LIFT",0.4,5.3625,8.3286,0.165,"USDA_MOSES_2023-02-24","Used to mark rows or apply fertilizer for strip till systems.  12-07-01 DTL"
"Furrow diker",6.436,4.827,12.872,35,10.16,7.62,12.7,"TILLAGE_TYPE_MIX_INV",0.8,7.28,3.2389,0.175,"USDA_MOSES_2023-02-24","Furrow Diker  creates dams in furrows between lister ridges or beds.  11/08/01 DTL"
"Furrow shaper, torpedo",8.045,5.6315,10.4585,60,7.62,5.08,10.16,"TILLAGE_TYPE_COMPRESSION",0.15,2.19375,3.2389,0.3,"USDA_MOSES_2023-02-24","Furrow shaping operation on existing beds.  Torpedo shaped device used to shape the furrows for furrow irrigation.  11/17/01 DTL"
"Graze, continuous",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.4875,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Continuous Grazing system. Long duration grazing periods 12-20-01 DTL"
"Graze, continuous overgrazing",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.4875,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Continuous Grazing system. Represents overgrazing.  Long duration grazing periods Rev 070904 DTL"
"Graze, continuous, heavy hoof traffic",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIXING",0.7,2.275,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Graze continuous heavy hoof traffic.  Represents dairy night pastures or holding lots with daily heavy hoof traffic and overgrazing.  101506 DTL"
"Graze, continuous, light hoof traffic",1.609,1.609,1.609,50,5.08,2.54,7.62,"TILLAGE_TYPE_MIXING",0.7,1.1375,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Continuous Grazing system. Long duration grazing periods 12-20-01 DTL"
"Graze, continuous, moderate hoof traffic",1.609,1.609,1.609,80,5.08,2.54,7.62,"TILLAGE_TYPE_MIXING",0.7,1.82,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Continuous Grazing system. Long duration grazing periods 12-20-01 DTL"
"Graze, intensive rotational",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.4875,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Intensive Rotatioal Grazing system with 85% of growth removed with each grazing cycle.12-20-01 DTL"
"Graze, rotational",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.4875,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Rotational Grazing system with 50% of growth removed with each grazing cycle.12-20-01 DTL"
"Graze, stubble or residue",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.4875,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Grazing of crop residue such as corn stalks or cotton.  10/26/01 DTL
About 15% of the residue affected and 7.5% of the residue removed.  
Flat cover removed by op., % value changed from 10% to 7.5 %. Stand. res.  removed by op., % value changed from 5% to 7.5%. 04112022 GGF"
"Graze, stubble or residue 25 pct",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.4875,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Moderate grazing of crop residue such as corn stalks or cotton.  112003 DTL
About 25% of the residue affected and 12.5% of the residue removed.  
Flat cover removed by op., % value changed from 20% to 12.5 %. Stand. res. removed by op., % value changed from 5% to 12.5%. 04112022 GGF"
"Graze, stubble or residue 50 pct",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.4875,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Heavy grazing of crop residue such as corn stalks or cotton.  112003 DTL
Reviewed 04112022GGF.  No change with this record but changed the ""75"", ""25"" and root record to match this one's effect."
"Graze, stubble or residue 75 pct",1.609,1.609,1.609,100,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.4875,9.254e-08,0.2,"USDA_MOSES_2023-02-24","Very heavy grazing of crop residue such as corn stalks or cotton.  112003 DTL
About 75% of the residue affected and 37.5% of the residue removed.  
Flat cover removed by op., % value changed from 25% to 37.5 %. Stand. res. removed by op., % value changed from 50% to 37.5%. 04112022 GGF
"
"Harrow, coiled tine",9.654,4.827,11.263,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,15.6,4.07176,0.25,"USDA_MOSES_2023-02-24","6/7/01 DTL"
"Harrow, coiled tine weeder",9.654,4.827,11.263,100,2.54,2.54,5.08,"TILLAGE_TYPE_MIX_INV",0.8,7.8,4.07176,0.1,"USDA_MOSES_2023-02-24","Coiled Tine harrow used as a tine weeder in young growing crops.  021109 DTL"
"Harrow, disk chain",12.0675,9.654,14.481,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,19.5,3.7016,0.6,"USDA_MOSES_2023-02-24","Disk chain harrow (represented by Kelly disk mulch chain)   with two gangs of heavy concave disk blades linked with heavy chain on a heavy folding tool bar.  Gangs are pulled on an angle across the surface. Breaks crusts, lifts and redeposits residue, levels surface, lightly incorporates seed, fertilizer or chemicals.  06072012 DTL"
"Harrow, heavy",6.436,4.827,12.872,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,15.6,4.07176,0.35,"USDA_MOSES_2023-02-24","Heavy Harrow. adapted from spring tooth harrow.  10/11/01 DTL"
"Harrow, heavy on heavy resdue",9.654,8.045,12.872,10,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.14625,3.2389,0.035,"USDA_MOSES_2023-02-24","This record represents none to very slight ground disturbance. Heavy harrow used to flatten standing stubble and redistribute and size flat residue.  Typically used on small grain stubble resulting from yields greater than 60 bu/ac.   This implement is set so the large coil tines do not dig into the soil, but rather accumulate a ball or bunch of straw between the ranks of tines.  09/19/03DTL"
"Harrow, rolling",6.436,4.827,16.09,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,17.225,5.27478,0.25,"USDA_MOSES_2023-02-24","Rolling Harrow similar to Unverferth single basket reel.  Built from a combination of coil tine harrow and rolling basket. 09-16-11 GGF"
"Harrow, rotary",9.654,4.827,16.09,100,3.81,2.54,6.35,"TILLAGE_TYPE_MIXING",0.7,10.2375,4.07176,0.3,"USDA_MOSES_2023-02-24","Rotary harrow (Phoenix or Phillips)  with clusters of spike tines mounted on a rotating cable pulled on an angle across the surface. Breaks crusts, lifts and redeposits residue, levels surface, lightly incorporates seed, fertilizer or chemicals.  Rev 091405  DTL Rev 110107 DTL"
"Harrow, rotary paddle wheel and spike gangs",17.699,12.872,24.135,100,3.81,1.27,5.08,"TILLAGE_TYPE_MIX_INV",0.8,21.45,6.75542,0.73,"USDA_MOSES_2023-02-24","Rotary Harrow with ground driven with single rotor gang and rotary spike tine gang covering the full width of the machine.  Typified by the  ""To the Max Harrow"" machine.This record represents operation on unridged ground where the weight of the machine is distriibuted across 100% of the working width. 020811 DTL"
"Harrow, rotary, light, fluff fragile residue",9.654,4.827,16.09,65,2.54,2.54,2.54,"TILLAGE_TYPE_MIXING",0.7,4.43625,4.07176,0.2,"USDA_MOSES_2023-02-24","Rotary Harrow on fragile residue such as soybean or vegetable crop residues.  Used preplant in No-till to ""fluff"" fragile residue.  Rotary harrow set to low angle of aggression of 25% or less.  Rev 091405DTL"
"Harrow, rotary, light, fluff residue",9.654,4.827,16.09,50,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,0.73125,4.07176,0.05,"USDA_MOSES_2023-02-24","Rotary harrow used preplant in No-till to ""fluff"" residue.  Rotary harrow set to low angle of aggression of 25 degrees or less to lift residue with minimal soil mixing.  Rev 091405 DTL"
"Harrow, spike tooth",9.654,4.827,11.263,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,15.6,3.14636,0.3,"USDA_MOSES_2023-02-24","6/7/01 DTL"
"Harrow, spike tooth, cover seed",9.654,4.827,11.263,100,5.08,2.54,7.62,"TILLAGE_TYPE_MIX_INV",0.8,15.6,3.14636,0.3,"USDA_MOSES_2023-02-24","Revised to represent harrowing to smooth and cover after seeding or planting crops such as, peas, potatoes, grass/alfalfa,etc. 8/24/05, tmg DTL 082405"
