_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs
3563,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TKN,0.675,0.007,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,0.675,,0,0.007,,TKN,-0.35104563796411886,-0.37439587399673996,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
4673,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrate,8.18,8.072,,91015.8,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,8.18,0.2,0,8.072,0.2,NO3,0.5208311442125234,0.6164842538261425,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
4674,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrate,8.15,8.072,,91015.8,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,8.15,0.2,0,8.072,0.2,NO3,0.5122542723780945,0.6164842538261425,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
5784,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrite,,,,91015.8,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,0.15,0,,0.15,NO2,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
5785,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrite,,,,91015.8,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,0.15,0,,0.15,NO2,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
6895,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NitrateNitrite,,,,91015.8,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,,0,,,NOx,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
6896,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NitrateNitrite,,,,91015.8,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,,0,,,NOx,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
8006,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TotalN,8.48,8.367,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,8.48,,0,8.367,,TN,0.5568460985813942,0.7689640815307272,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
8007,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TotalN,8.43,8.367,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,8.43,,0,8.367,,TN,0.5434454296561336,0.7689640815307272,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
9117,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Ammonium(NH4),0.13,0.134,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,0.13,,0,0.134,,NH4,0.2755703595351837,0.8401825573132686,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
9118,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Ammonium(NH4),0.13,0.134,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,0.13,,0,0.134,,NH4,0.2755703595351837,0.8401825573132686,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
10228,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TSP,,0.0,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,,1,,,TSP,,-0.5295500735749928,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
10229,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TSP,0.0,0.0,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,1,,,1,,,TSP,-0.4769391592669081,-0.5295500735749928,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
11339,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Selenium,,,,91015.8,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,0.0015,0,,0.0015,Se,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
11340,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Selenium,,,,91015.8,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,0.0015,0,,0.0015,Se,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
12450,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NPOC,,,,91015.8,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,,0,,,NPOC,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
12451,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NPOC,,,,91015.8,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,,0,,,NPOC,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
13561,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TDS,,,,91015.8,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,,0,,,TDS,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
13562,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TDS,,,,91015.8,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,,,0,,,TDS,,,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
14672,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,False,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TSS,2666.667,26.0,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,2666.667,,0,26.0,,TSS,0.5850187220759151,0.006852043804377854,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
14673,2015-07-31,2015,3,2,CT,OUT,CT2-03-OT,False,TRUE,True,,False,20056.72,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TSS,2130.0,26.0,,91015.8,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,3.0,0.035526316,2,0,2130.0,,0,26.0,,TSS,0.3537243459280184,0.006852043804377854,1.4613075158247448,-0.09495782874804497,-0.5721092567166648,-0.3232990944538781,-0.3857260978166501,0.03,1
235,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,OrthoP,,,,119825.33,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,0.75,0,,0.75,OP,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
1346,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TotalP,1.336,0.0,,119825.33,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,1.336,0.05,1,,0.05,TP,0.06782711270240048,-0.4332220146554506,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
2457,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,ICP,,,,119825.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,,0,,,ICP,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
3568,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TKN,0.858,0.003,,119825.33,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,0.858,,0,0.003,,TKN,-0.30612318860358895,-0.37830576996617965,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
4679,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrate,,,,119825.33,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,0.2,0,,0.2,NO3,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
5790,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrite,,,,119825.33,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,0.15,0,,0.15,NO2,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
6901,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NitrateNitrite,,,,119825.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,,0,,,NOx,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
8012,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TotalN,,,,119825.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,,0,,,TN,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
9123,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Ammonium(NH4),,,,119825.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,,0,,,NH4,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
10234,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TSP,,,,119825.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,,0,,,TSP,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
11345,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Selenium,,,,119825.33,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,0.0015,0,,0.0015,Se,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
12456,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NPOC,,,,119825.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,,0,,,NPOC,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
13567,2015-08-06,2015,4,1,CT,OUT,CT1-04-OT,False,TRUE,False,,False,43459.37,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TDS,,,,119825.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,1097.33,218.39999999999984,2014-12-02,False,30.7125,4.0,0.052894736500000004,2,0,,,0,,,TDS,,,1.4613075158247448,-0.09495782874804497,0.4837822766195551,0.17262524468911514,0.44799465495820684,0.04,1
