Year,Treatment,Rep,Analyte,n_expected_physical_events,ExpectedIrrigationLabels,n_observed_event_loads,ObservedIncompleteSubtotal_kg,MissingIrrigationLabels,PlotComplete,ObservedReplicateAnnualLoad_kg,n_complete_plots,ObservedAnnualLoad_kg,ObservedSampleSD_kg,ObservedSE_kg,ObservedMinimum_kg,ObservedMaximum_kg,ObservedAnnualLoadRangeLow_kg,ObservedAnnualLoadRangeHigh_kg,IntervalType,CompletenessDefinition,observed_event_fraction,ObservedAnnualLoadComplete,ObservedIntervalType
2014,ST,1,TP,5,1;2;3;4;5,3,0.0939419286,2;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2014,ST,1,TSS,5,1;2;3;4;5,3,80.07449143720999,2;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2014,ST,2,NH4,5,1;2;3;4;5,0,,1;2;3;4;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2014,ST,2,NO2,5,1;2;3;4;5,0,,1;2;3;4;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2014,ST,2,NO3,5,1;2;3;4;5,3,0.221120541065,2;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2014,ST,2,OP,5,1;2;3;4;5,3,0.00230166481,2;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2014,ST,2,Se,5,1;2;3;4;5,0,,1;2;3;4;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2014,ST,2,TDS,5,1;2;3;4;5,0,,1;2;3;4;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2014,ST,2,TKN,5,1;2;3;4;5,3,0.1233888375,2;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2014,ST,2,TN,5,1;2;3;4;5,3,0.1296966904699999,2;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2014,ST,2,TP,5,1;2;3;4;5,3,0.017386919434999898,2;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2014,ST,2,TSS,5,1;2;3;4;5,3,14.663384735219998,2;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2015,CT,1,NH4,6,1;2;3;4;5;6,5,0.0100934702049999,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,CT,1,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,CT,1,NO3,6,1;2;3;4;5;6,5,0.95969654341,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,CT,1,OP,6,1;2;3;4;5;6,5,0.0084006285149999,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,CT,1,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,CT,1,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,CT,1,TKN,6,1;2;3;4;5;6,6,0.20091683236,,True,0.20091683236,2.0,0.15806396294499986,0.06060310911329641,0.04285286941500015,0.1152110935299997,0.20091683236,0.1152110935299997,0.20091683236,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,CT,1,TN,6,1;2;3;4;5;6,5,1.0620336632649998,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,CT,1,TP,6,1;2;3;4;5;6,6,0.2269471951799999,,True,0.2269471951799999,2.0,0.17081132840999996,0.07938810412170308,0.056135866769999945,0.11467546164,0.2269471951799999,0.11467546164,0.2269471951799999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,CT,1,TSS,6,1;2;3;4;5;6,6,278.915555463595,,True,278.915555463595,2.0,216.05250070698253,88.9017846090039,62.86305475661249,153.18944595037001,278.915555463595,153.18944595037001,278.915555463595,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,CT,2,NH4,6,1;2;3;4;5;6,5,0.007236730175,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,CT,2,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,CT,2,NO3,6,1;2;3;4;5;6,5,0.7967745336549998,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,CT,2,OP,6,1;2;3;4;5;6,5,0.0045495007549998,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,CT,2,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,CT,2,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,CT,2,TKN,6,1;2;3;4;5;6,6,0.1152110935299997,,True,0.1152110935299997,2.0,0.15806396294499986,0.06060310911329641,0.04285286941500015,0.1152110935299997,0.20091683236,0.1152110935299997,0.20091683236,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,CT,2,TN,6,1;2;3;4;5;6,5,0.8824077290150001,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,CT,2,TP,6,1;2;3;4;5;6,6,0.11467546164,,True,0.11467546164,2.0,0.17081132840999996,0.07938810412170308,0.056135866769999945,0.11467546164,0.2269471951799999,0.11467546164,0.2269471951799999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,CT,2,TSS,6,1;2;3;4;5;6,6,153.18944595037001,,True,153.18944595037001,2.0,216.05250070698253,88.9017846090039,62.86305475661249,153.18944595037001,278.915555463595,153.18944595037001,278.915555463595,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,MT,1,NH4,6,1;2;3;4;5;6,5,0.00317509352,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,MT,1,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,MT,1,NO3,6,1;2;3;4;5;6,5,0.2611281937449998,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,MT,1,OP,6,1;2;3;4;5;6,5,0.001306345,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,MT,1,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,MT,1,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,MT,1,TKN,6,1;2;3;4;5;6,6,0.019471610219999998,,True,0.019471610219999998,2.0,0.033180053710000004,0.01938666670258317,0.013708443490000003,0.019471610219999998,0.046888497200000004,0.019471610219999998,0.046888497200000004,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,MT,1,TN,6,1;2;3;4;5;6,5,0.2889515120299998,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,MT,1,TP,6,1;2;3;4;5;6,6,0.0210914768499998,,True,0.0210914768499998,2.0,0.024284862559999752,0.004516129380970364,0.0031933857099999494,0.0210914768499998,0.0274782482699997,0.0210914768499998,0.0274782482699997,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,MT,1,TSS,6,1;2;3;4;5;6,6,16.249978598865,,True,16.249978598865,2.0,19.18365296293,4.148842073246991,2.933674364065002,16.249978598865,22.117327326995003,16.249978598865,22.117327326995003,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,MT,2,NH4,6,1;2;3;4;5;6,5,0.006348311285,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,MT,2,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,MT,2,NO3,6,1;2;3;4;5;6,5,0.5053210544599998,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,MT,2,OP,6,1;2;3;4;5;6,5,0.0030131634099999,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,MT,2,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,MT,2,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,MT,2,TKN,6,1;2;3;4;5;6,6,0.046888497200000004,,True,0.046888497200000004,2.0,0.033180053710000004,0.01938666670258317,0.013708443490000003,0.019471610219999998,0.046888497200000004,0.019471610219999998,0.046888497200000004,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,MT,2,TN,6,1;2;3;4;5;6,5,0.5627677636849997,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,MT,2,TP,6,1;2;3;4;5;6,6,0.0274782482699997,,True,0.0274782482699997,2.0,0.024284862559999752,0.004516129380970364,0.0031933857099999494,0.0210914768499998,0.0274782482699997,0.0210914768499998,0.0274782482699997,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,MT,2,TSS,6,1;2;3;4;5;6,6,22.117327326995003,,True,22.117327326995003,2.0,19.18365296293,4.148842073246991,2.933674364065002,16.249978598865,22.117327326995003,16.249978598865,22.117327326995003,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,ST,1,NH4,6,1;2;3;4;5;6,5,0.0039695187500000005,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,ST,1,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,ST,1,NO3,6,1;2;3;4;5;6,5,0.3989436613899997,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,ST,1,OP,6,1;2;3;4;5;6,5,0.0034421663700000002,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,ST,1,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,ST,1,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,ST,1,TKN,6,1;2;3;4;5;6,6,0.0252231435399997,,True,0.0252231435399997,2.0,0.0238347764549997,0.0019634475611594016,0.0013883670850000013,0.022446409369999698,0.0252231435399997,0.022446409369999698,0.0252231435399997,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,ST,1,TN,6,1;2;3;4;5;6,5,0.4400965637249998,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,ST,1,TP,6,1;2;3;4;5;6,6,0.0164841505199998,,True,0.0164841505199998,2.0,0.0138762689599999,0.003688101471214563,0.0026078815599999,0.0112683874,0.0164841505199998,0.0112683874,0.0164841505199998,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,ST,1,TSS,6,1;2;3;4;5;6,6,8.021525407385,,True,8.021525407385,2.0,6.258081031842501,2.493886952382758,1.7634443755425004,4.4946366563,8.021525407385,4.4946366563,8.021525407385,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,ST,2,NH4,6,1;2;3;4;5;6,5,0.0027859133949999,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,ST,2,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,ST,2,NO3,6,1;2;3;4;5;6,5,0.2366066387149997,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,ST,2,OP,6,1;2;3;4;5;6,5,0.001573142695,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,ST,2,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,ST,2,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2015,ST,2,TKN,6,1;2;3;4;5;6,6,0.022446409369999698,,True,0.022446409369999698,2.0,0.0238347764549997,0.0019634475611594016,0.0013883670850000013,0.022446409369999698,0.0252231435399997,0.022446409369999698,0.0252231435399997,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,ST,2,TN,6,1;2;3;4;5;6,5,0.2690036887349999,4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,False,none
2015,ST,2,TP,6,1;2;3;4;5;6,6,0.0112683874,,True,0.0112683874,2.0,0.0138762689599999,0.003688101471214563,0.0026078815599999,0.0112683874,0.0164841505199998,0.0112683874,0.0164841505199998,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2015,ST,2,TSS,6,1;2;3;4;5;6,6,4.4946366563,,True,4.4946366563,2.0,6.258081031842501,2.493886952382758,1.7634443755425004,4.4946366563,8.021525407385,4.4946366563,8.021525407385,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,1,NH4,2,1;2,2,0.00572517773,,True,0.00572517773,2.0,0.01239485795999995,0.009432352237957633,0.006669680229999949,0.00572517773,0.0190645381899999,0.00572517773,0.0190645381899999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,1,NO2,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,CT,1,NO3,2,1;2,2,0.453281786985,,True,0.453281786985,2.0,0.3808875214525,0.1023809521541006,0.0723942655325,0.30849325592,0.453281786985,0.30849325592,0.453281786985,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,1,OP,2,1;2,2,0.0057927691099998995,,True,0.0057927691099998995,2.0,0.0045932995799999,0.0016963060769792815,0.0011994695299999995,0.0033938300499999,0.0057927691099998995,0.0033938300499999,0.0057927691099998995,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,1,Se,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,CT,1,TDS,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,CT,1,TKN,2,1;2,2,0.014532231135,,True,0.014532231135,2.0,0.00853502783749995,0.008481326239633219,0.00599720329750005,0.0025378245399999,0.014532231135,0.0025378245399999,0.014532231135,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,1,TN,2,1;2,2,0.42198668167499986,,True,0.42198668167499986,2.0,0.36108405293749996,0.08612932354474578,0.06090262873749991,0.30018142420000005,0.42198668167499986,0.30018142420000005,0.42198668167499986,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,1,TP,2,1;2,2,0.0008626182400000001,,True,0.0008626182400000001,2.0,0.00112698563999995,0.0003738719625292422,0.00026436739999994994,0.0008626182400000001,0.0013913530399999,0.0008626182400000001,0.0013913530399999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,1,TSS,2,1;2,2,123.32177902894998,,True,123.32177902894998,2.0,82.95691160259499,57.08454295774319,40.364867426354984,42.59204417624,123.32177902894998,42.59204417624,123.32177902894998,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,2,NH4,2,1;2,2,0.0190645381899999,,True,0.0190645381899999,2.0,0.01239485795999995,0.009432352237957633,0.006669680229999949,0.00572517773,0.0190645381899999,0.00572517773,0.0190645381899999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,2,NO2,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,CT,2,NO3,2,1;2,2,0.30849325592,,True,0.30849325592,2.0,0.3808875214525,0.1023809521541006,0.0723942655325,0.30849325592,0.453281786985,0.30849325592,0.453281786985,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,2,OP,2,1;2,2,0.0033938300499999,,True,0.0033938300499999,2.0,0.0045932995799999,0.0016963060769792815,0.0011994695299999995,0.0033938300499999,0.0057927691099998995,0.0033938300499999,0.0057927691099998995,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,2,Se,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,CT,2,TDS,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,CT,2,TKN,2,1;2,2,0.0025378245399999,,True,0.0025378245399999,2.0,0.00853502783749995,0.008481326239633219,0.00599720329750005,0.0025378245399999,0.014532231135,0.0025378245399999,0.014532231135,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,2,TN,2,1;2,2,0.30018142420000005,,True,0.30018142420000005,2.0,0.36108405293749996,0.08612932354474578,0.06090262873749991,0.30018142420000005,0.42198668167499986,0.30018142420000005,0.42198668167499986,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,2,TP,2,1;2,2,0.0013913530399999,,True,0.0013913530399999,2.0,0.00112698563999995,0.0003738719625292422,0.00026436739999994994,0.0008626182400000001,0.0013913530399999,0.0008626182400000001,0.0013913530399999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,CT,2,TSS,2,1;2,2,42.59204417624,,True,42.59204417624,2.0,82.95691160259499,57.08454295774319,40.364867426354984,42.59204417624,123.32177902894998,42.59204417624,123.32177902894998,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,1,NH4,2,1;2,2,0.00123976917,,True,0.00123976917,2.0,0.0008836050749999999,0.0005036920935793394,0.00035616409499999996,0.00052744098,0.00123976917,0.00052744098,0.00123976917,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,1,NO2,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,MT,1,NO3,2,1;2,2,0.0647322436299998,,True,0.0647322436299998,2.0,0.051649666274999895,0.01850155832623599,0.013082577354999899,0.03856708892,0.0647322436299998,0.03856708892,0.0647322436299998,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,1,OP,2,1;2,2,0.0004266132499999999,,True,0.0004266132499999999,2.0,0.0003336142975,0.0001315203799119912,9.299895249999995e-05,0.000240615345,0.0004266132499999999,0.000240615345,0.0004266132499999999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,1,Se,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,MT,1,TDS,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,MT,1,TKN,2,1;2,2,0.0016898078499999,,True,0.0016898078499999,2.0,0.00117784853249995,0.0007240198101917027,0.0005119593174999499,0.000665889215,0.0016898078499999,0.000665889215,0.0016898078499999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,1,TN,2,1;2,2,0.0617705473299999,,True,0.0617705473299999,2.0,0.04931923183999995,0.017608819235344127,0.012451315489999948,0.03686791635,0.0617705473299999,0.03686791635,0.0617705473299999,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,1,TP,2,1;2,2,0.0001425976,,True,0.0001425976,2.0,0.00057426982,0.0006104767080237024,0.00043167221999999996,0.0001425976,0.00100594204,0.0001425976,0.00100594204,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,1,TSS,2,1;2,2,2.6221399863499997,,True,2.6221399863499997,2.0,2.5024198047875,0.16930990445545652,0.11972018156249975,2.382699623225,2.6221399863499997,2.382699623225,2.6221399863499997,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,2,NH4,2,1;2,2,0.00052744098,,True,0.00052744098,2.0,0.0008836050749999999,0.0005036920935793394,0.00035616409499999996,0.00052744098,0.00123976917,0.00052744098,0.00123976917,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
2016,MT,2,NO2,2,1;2,0,,1;2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2016,MT,2,NO3,2,1;2,2,0.03856708892,,True,0.03856708892,2.0,0.051649666274999895,0.01850155832623599,0.013082577354999899,0.03856708892,0.0647322436299998,0.03856708892,0.0647322436299998,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,descriptive replicate minimum-to-maximum range
