Year,analyte,treatment,n_complete_plots,load_mean,load_low,load_high,load_sample_sd,load_se,load_minimum,load_maximum,n_events,n_complete_volume_plots,volume_mean,volume_low,volume_high,volume_sample_sd,volume_se,volume_minimum,volume_maximum,conc_mean,conc_low,conc_high,interval_type,volume_interval_type,completeness_definition,prob_ci
2013,TSS,ST,0,NA,NA,NA,NA,NA,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,ICP,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,ICP,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,ICP,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NH4,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NH4,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NH4,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NO2,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NO2,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NO2,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NO3,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NO3,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NO3,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NOx,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NOx,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NOx,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NPOC,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NPOC,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,NPOC,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,OP,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,OP,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,OP,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,Se,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,Se,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,Se,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TDS,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TDS,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TDS,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TKN,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TKN,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TKN,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TN,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TN,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TN,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TP,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TP,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TP,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TSP,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TSP,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TSP,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TSS,CT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TSS,MT,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2014,TSS,ST,0,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,ICP,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,ICP,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,ICP,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NH4,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NH4,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NH4,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NO2,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NO2,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NO2,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NO3,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NO3,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NO3,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NOx,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NOx,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NOx,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NPOC,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NPOC,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,NPOC,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,OP,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,OP,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,OP,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,Se,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,Se,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,Se,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TDS,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TDS,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TDS,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TKN,CT,2,158.06396294500001,115.21109353,200.91683236,60.6031091132962,42.852869414999994,115.21109353,200.91683236,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,1.1940987567663082,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TKN,MT,2,33.18005371,19.47161022,46.8884972,19.386666702583167,13.70844349,19.47161022,46.8884972,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,0.5057993229952571,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TKN,ST,2,23.834776454999997,22.446409369999998,25.22314354,1.9634475611594004,1.3883670850000005,22.446409369999998,25.22314354,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,0.413840700047583,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TN,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TN,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TN,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TP,CT,2,170.81132841,114.67546164000001,226.94719518,79.38810412170314,56.135866769999986,114.67546164000001,226.94719518,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,1.2903990960099774,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TP,MT,2,24.28486256,21.09147685,27.478248269999998,4.516129380970435,3.1933857099999994,21.09147685,27.478248269999998,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,0.37020033629960225,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TP,ST,2,13.87626896,11.2683874,16.48415052,3.688101471214704,2.6078815599999996,11.2683874,16.48415052,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,0.24093218878292802,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TSP,CT,0,NA,NA,NA,NA,NA,NA,NA,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TSP,MT,0,NA,NA,NA,NA,NA,NA,NA,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TSP,ST,0,NA,NA,NA,NA,NA,NA,NA,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TSS,CT,2,216052.5007069825,153189.44595037,278915.555463595,88901.78460900392,62863.05475661251,153189.44595037,278915.555463595,12,2,132370.93,102982.3,161759.56,41561.79912556481,29388.629999999994,102982.3,161759.56,1632.1748340589772,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TSS,MT,2,19183.65296293,16249.978598865,22117.327326995,4148.842073246988,2933.6743640649997,16249.978598865,22117.327326995,12,2,65599.245,44151.04,87047.45,30332.342399558427,21448.204999999998,44151.04,87047.45,292.4370998923844,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2015,TSS,ST,2,6258.0810318425,4494.6366563,8021.525407385,2493.886952382757,1763.4443755425,4494.6366563,8021.525407385,12,2,57594.08499999999,42705.409999999996,72482.76,21055.76611076524,14888.674999999997,42705.409999999996,72482.76,108.65839837272354,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,ICP,CT,0,NA,NA,NA,NA,NA,NA,NA,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,ICP,MT,0,NA,NA,NA,NA,NA,NA,NA,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,ICP,ST,0,NA,NA,NA,NA,NA,NA,NA,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NH4,CT,2,12.39485796,5.7251777299999995,19.06453819,9.432352237957705,6.66968023,5.7251777299999995,19.06453819,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,0.16178542620963077,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NH4,MT,2,0.883605075,0.5274409800000001,1.23976917,0.5036920935793394,0.35616409499999996,0.5274409800000001,1.23976917,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,0.08561442482377733,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NH4,ST,2,2.82118089,1.88668077,3.75568101,1.3215827437432848,0.9345001199999999,1.88668077,3.75568101,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,0.07215331455574849,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NO2,CT,0,NA,NA,NA,NA,NA,NA,NA,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NO2,MT,0,NA,NA,NA,NA,NA,NA,NA,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NO2,ST,0,NA,NA,NA,NA,NA,NA,NA,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NO3,CT,2,380.8875214525,308.49325592,453.281786985,102.38095215410057,72.39426553249997,308.49325592,453.281786985,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,4.971581779717514,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NO3,MT,2,51.649666274999994,38.56708892,64.73224362999999,18.501558326236122,13.08257735499999,38.56708892,64.73224362999999,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,5.0044489281302225,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NO3,ST,2,197.51675631749998,138.821849265,256.21166337,83.00713359587373,58.69490705249999,138.821849265,256.21166337,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,5.0516039928966405,NA,NA,descriptive replicate minimum-to-maximum range,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NOx,CT,0,NA,NA,NA,NA,NA,NA,NA,4,2,76612.94499999999,63901.02,89324.87,17977.376738869603,12711.924999999997,63901.02,89324.87,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NOx,MT,0,NA,NA,NA,NA,NA,NA,NA,4,2,10320.75,7762.280000000001,12879.22,3618.2229729246915,2558.469999999999,7762.280000000001,12879.22,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
2016,NOx,ST,0,NA,NA,NA,NA,NA,NA,NA,4,2,39099.81,27131.64,51067.979999999996,16925.5483307868,11968.169999999996,27131.64,51067.979999999996,NA,NA,NA,none,descriptive replicate minimum-to-maximum range,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",NA
