_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
5636,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrite,,,,96715.37,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,0.15,0,,0.15,NO2,,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_0bb1de272b46ce4f48e1,,,0.2995340201005018,0.0,1.8792561593032908,13665.602872624704,92.4719253373183,1998203.6310055433,0.2995340201005018,0.0,1.8792561593032908,0.7955262286348486,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,0.2995340201005018,13665.602872624704
6747,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NitrateNitrite,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,NOx,,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_f44e54476c2af2e95b8b,,,3.799710409140828,1.166318874809075,9.634270088075175,13665.602872624704,92.4719253373183,1998203.6310055433,3.799710409140828,1.166318874809075,9.634270088075175,0.7955262286348486,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,3.799710409140828,13665.602872624704
7858,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalN,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,TN,,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_b76d7a9a5151c7896e91,,,1.9188157030070836,0.31738896944101863,5.46694735248591,13665.602872624704,92.4719253373183,1998203.6310055433,1.9188157030070836,0.31738896944101863,5.46694735248591,0.7955262286348486,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,1.9188157030070836,13665.602872624704
8969,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Ammonium(NH4),,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,NH4,,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_e2aabeaac667528d2d6c,,,0.1785570392521388,0.0,1.611218761394595,13665.602872624704,92.4719253373183,1998203.6310055433,0.1785570392521388,0.0,1.611218761394595,0.7955262286348486,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,0.1785570392521388,13665.602872624704
10080,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,TSP,,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_2ab4e55c7fdf332c78e4,,,0.18062833370928175,0.0,1.615807935076249,13665.602872624704,92.4719253373183,1998203.6310055433,0.18062833370928175,0.0,1.615807935076249,0.7955262286348486,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,0.18062833370928175,13665.602872624704
11191,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Selenium,,,,96715.37,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,0.0015,0,,0.0015,Se,,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_b563e9e2dc517ecaa057,,,0.15560463262152996,0.0,1.5603652576464566,13665.602872624704,92.4719253373183,1998203.6310055433,0.15560463262152996,0.0,1.5603652576464566,0.7955262286348486,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,0.15560463262152996,13665.602872624704
12302,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NPOC,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,NPOC,,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_2bdd41c2da280aaaf871,,,3.9755997479601204,1.245705413179445,10.023971669040378,13665.602872624704,92.4719253373183,1998203.6310055433,3.9755997479601204,1.245705413179445,10.023971669040378,0.7955262286348486,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,3.9755997479601204,13665.602872624704
13413,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TDS,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,TDS,,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_dbc74e3a5f6fa5936464,,,8.482119320001269,3.279694461772234,20.0086462016985,13665.602872624704,92.4719253373183,1998203.6310055433,8.482119320001269,3.279694461772234,20.0086462016985,0.7955262286348486,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,8.482119320001269,13665.602872624704
14524,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSS,2152.29,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,2152.29,,0,,,TSS,0.3633309579319922,,2.6365528842461967,-0.8413165738012539,,2.1563226012610883,-0.2207858925827228,,1,222,98,84,Siphon,PE_db2af1bf2a4b6c5209ee,CO_4d9a0346766d2c9380a4,7.674752184067041,,1153.822808710069,520.2219559755631,2557.6330434237075,13665.602872624704,92.4719253373183,1998203.6310055433,,,,,13665.602872624704,92.4719253373183,1998203.6310055433,4.985049261716259,2152.29,13665.602872624704
84,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,OrthoP,,,,113946.0,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,0.75,0,,0.75,OP,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_44c8031cb036a7350d8b,,8.46779284112111,0.22492129064213287,0.0,1.713943703043912,5221.298644719099,34.71760396917233,763555.344881745,0.22492129064213287,0.0,1.713943703043912,0.7955262286348486,,,,,0.22492129064213287,4758.0
1195,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalP,,,,113946.0,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,0.05,0,,0.05,TP,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_32396038fca01cb69d2c,,8.46779284112111,0.5711510280995091,0.0,2.481052596454041,5221.298644719099,34.71760396917233,763555.344881745,0.5711510280995091,0.0,2.481052596454041,0.7955262286348486,,,,,0.5711510280995091,4758.0
2306,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,ICP,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,,0,,,ICP,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_b4c8ac20a87e493a3dd3,,8.46779284112111,0.10884132144578414,0.0,1.4567561564997473,5221.298644719099,34.71760396917233,763555.344881745,0.10884132144578414,0.0,1.4567561564997473,0.7955262286348486,,,,,0.10884132144578414,4758.0
3417,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TKN,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,,0,,,TKN,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_0bb96d87216f5159d997,,8.46779284112111,2.481289162730974,0.5712578007893545,6.713167265396997,5221.298644719099,34.71760396917233,763555.344881745,2.481289162730974,0.5712578007893545,6.713167265396997,0.7955262286348486,,,,,2.481289162730974,4758.0
4528,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrate,,,,113946.0,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,0.2,0,,0.2,NO3,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_dd996502691de578103f,,8.46779284112111,3.1744984807277374,0.8841334332254227,8.249046409503016,5221.298644719099,34.71760396917233,763555.344881745,3.1744984807277374,0.8841334332254227,8.249046409503016,0.7955262286348486,,,,,3.1744984807277374,4758.0
5639,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrite,,,,113946.0,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,0.15,0,,0.15,NO2,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_84fb124302f44af1b4aa,,8.46779284112111,0.20402915612813016,0.0,1.6676549518069241,5221.298644719099,34.71760396917233,763555.344881745,0.20402915612813016,0.0,1.6676549518069241,0.7955262286348486,,,,,0.20402915612813016,4758.0
6750,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NitrateNitrite,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,,0,,,NOx,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_f638ef983d7f5b286a5c,,8.46779284112111,3.7113632480270144,1.1264439435440217,9.438527534314069,5221.298644719099,34.71760396917233,763555.344881745,3.7113632480270144,1.1264439435440217,9.438527534314069,0.7955262286348486,,,,,3.7113632480270144,4758.0
7861,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalN,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,,0,,,TN,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_f6cdb47f84d8f5a30db2,,8.46779284112111,1.895710524248738,0.30696059343843357,5.4157553658023865,5221.298644719099,34.71760396917233,763555.344881745,1.895710524248738,0.30696059343843357,5.4157553658023865,0.7955262286348486,,,,,1.895710524248738,4758.0
8972,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Ammonium(NH4),,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,,0,,,NH4,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_3fa7c8121f5ff069aebe,,8.46779284112111,0.1089277938527434,0.0,1.4569477453358197,5221.298644719099,34.71760396917233,763555.344881745,0.1089277938527434,0.0,1.4569477453358197,0.7955262286348486,,,,,0.1089277938527434,4758.0
10083,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,,0,,,TSP,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_4ecdb4def4e2983b1870,,8.46779284112111,0.10837020262509085,0.0,1.4557123425285363,5221.298644719099,34.71760396917233,763555.344881745,0.10837020262509085,0.0,1.4557123425285363,0.7955262286348486,,,,,0.10837020262509085,4758.0
11194,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Selenium,,,,113946.0,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,0.0015,0,,0.0015,Se,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_44db0d33b77776d8f406,,8.46779284112111,0.05381362587542022,0.0,1.3348364306960447,5221.298644719099,34.71760396917233,763555.344881745,0.05381362587542022,0.0,1.3348364306960447,0.7955262286348486,,,,,0.05381362587542022,4758.0
12305,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NPOC,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,,0,,,NPOC,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_da4b4dff45f1e3f19bb6,,8.46779284112111,3.7434034753286376,1.1409050970803878,9.509516073572582,5221.298644719099,34.71760396917233,763555.344881745,3.7434034753286376,1.1409050970803878,9.509516073572582,0.7955262286348486,,,,,3.7434034753286376,4758.0
13416,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TDS,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,,,0,,,TDS,,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_41490e6ce8de1e094e21,,8.46779284112111,8.017688148088109,3.070076395680351,18.979649429301574,5221.298644719099,34.71760396917233,763555.344881745,8.017688148088109,3.070076395680351,18.979649429301574,0.7955262286348486,,,,,8.017688148088109,4758.0
14527,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSS,795.06,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.0355209043333333,0,0,795.06,,0,,,TSS,-0.2216121560273342,,2.6365528842461967,-0.8413165738012539,-1.2623639466291958,2.6522469404040816,0.2778523640769672,,1,232,108,74,Siphon,PE_0deb19753fbaad61c1e5,CO_3e33fe66643a0e39715b,6.67967455988811,8.46779284112111,825.3386827137886,371.96272748842506,1829.84144398947,5221.298644719099,34.71760396917233,763555.344881745,,,,,,,,,795.06,4758.0
87,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,OrthoP,,,,89521.56,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,0.75,0,,0.75,OP,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_bdd2d3af3a5a1213497d,,9.802893437300426,0.2049090905331063,0.0,1.6696045402871968,13348.54242389021,90.30340907415162,1951845.9762997779,0.2049090905331063,0.0,1.6696045402871968,0.7955262286348486,,,,,0.2049090905331063,18085.0
1198,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalP,,,,89521.56,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,0.05,0,,0.05,TP,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_c18a8ad752fb7e649161,,9.802893437300426,0.6308057149077524,0.0,2.613223914609036,13348.54242389021,90.30340907415162,1951845.9762997779,0.6308057149077524,0.0,2.613223914609036,0.7955262286348486,,,,,0.6308057149077524,18085.0
2309,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,ICP,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,ICP,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_e0b08ad65f5b6f6b75d1,,9.802893437300426,0.17464300645314496,0.0,1.6025468044701072,13348.54242389021,90.30340907415162,1951845.9762997779,0.17464300645314496,0.0,1.6025468044701072,0.7955262286348486,,,,,0.17464300645314496,18085.0
3420,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TKN,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,TKN,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_7c6cb0b8e3dce46864d5,,9.802893437300426,2.4825784240827202,0.57183970072972,6.716023761364436,13348.54242389021,90.30340907415162,1951845.9762997779,2.4825784240827202,0.57183970072972,6.716023761364436,0.7955262286348486,,,,,2.4825784240827202,18085.0
4531,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrate,,,,89521.56,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,0.2,0,,0.2,NO3,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_4aff907ef4a6d2c2d2d4,,9.802893437300426,2.6037671476673707,0.6265374630812703,6.984530297878365,13348.54242389021,90.30340907415162,1951845.9762997779,2.6037671476673707,0.6265374630812703,6.984530297878365,0.7955262286348486,,,,,2.6037671476673707,18085.0
5642,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrite,,,,89521.56,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,0.15,0,,0.15,NO2,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_0c98f95c5d88709f4e52,,9.802893437300426,0.19346819850322686,0.0,1.6442560243303719,13348.54242389021,90.30340907415162,1951845.9762997779,0.19346819850322686,0.0,1.6442560243303719,0.7955262286348486,,,,,0.19346819850322686,18085.0
6753,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NitrateNitrite,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,NOx,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_7a84a9b5bf05133e958a,,9.802893437300426,3.691220531830133,1.1173526562438285,9.393899199250948,13348.54242389021,90.30340907415162,1951845.9762997779,3.691220531830133,1.1173526562438285,9.393899199250948,0.7955262286348486,,,,,3.691220531830133,18085.0
7864,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalN,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,TN,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_63ccce1a850e0d54e51c,,9.802893437300426,1.682214143151528,0.21060035487205986,4.942731373544327,13348.54242389021,90.30340907415162,1951845.9762997779,1.682214143151528,0.21060035487205986,4.942731373544327,0.7955262286348486,,,,,1.682214143151528,18085.0
8975,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Ammonium(NH4),,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,NH4,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_5c29bb6d691728a1addd,,9.802893437300426,0.17404542021962405,0.0,1.6012227884636259,13348.54242389021,90.30340907415162,1951845.9762997779,0.17404542021962405,0.0,1.6012227884636259,0.7955262286348486,,,,,0.17404542021962405,18085.0
10086,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005,,0.1550003101666666,0,0,,,0,,,TSP,,,2.6365528842461967,-0.8413165738012539,-0.6610702271242764,2.6522469404040816,-0.4289680006740138,,1,233,109,73,Siphon,PE_108e6c24fd5b69e0d847,CO_9646f275f10ae73f70fa,,9.802893437300426,0.17086047762628473,0.0,1.5941662086149582,13348.54242389021,90.30340907415162,1951845.9762997779,0.17086047762628473,0.0,1.5941662086149582,0.7955262286348486,,,,,0.17086047762628473,18085.0
