PhysicalEventID,Year,Treatment,Analyte,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_distinct_concentration_MeasureMethod,concentration_MeasureMethod_values,n_distinct_concentration_Lab,concentration_Lab_values,n_distinct_concentration_Duplicate,concentration_Duplicate_values,n_volume_prediction_rows,n_volume_observation_ids,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,n_distinct_volume_FlumeMethod,volume_FlumeMethod_values,n_volume_source_rows_before_copy_deduplication,concentration_resolution,volume_resolution
PE_3800aa60d13a7d3acbc5,2025,ST,NPOC,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3800aa60d13a7d3acbc5,2025,ST,OP,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3800aa60d13a7d3acbc5,2025,ST,Se,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3800aa60d13a7d3acbc5,2025,ST,TDS,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3800aa60d13a7d3acbc5,2025,ST,TKN,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3800aa60d13a7d3acbc5,2025,ST,TN,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3800aa60d13a7d3acbc5,2025,ST,TP,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3800aa60d13a7d3acbc5,2025,ST,TSP,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3800aa60d13a7d3acbc5,2025,ST,TSS,1,1,1,LC,1,Etape,1,TSS in house,1,False,1,1,1,Etape,1,60 V Trap,14,median,median
PE_3871148968b5addb2670,2011,ST,ICP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,NH4,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,NO2,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,NO3,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,NOx,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,NPOC,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,OP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,Se,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,TDS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,TKN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,TN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,TP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,TSP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_3871148968b5addb2670,2011,ST,TSS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,median,median
PE_38b89c5882c878930ee8,2025,ST,ICP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,NH4,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,NO2,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,NO3,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,NOx,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,NPOC,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,OP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,Se,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,TDS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,TKN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,TN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,TP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,TSP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38b89c5882c878930ee8,2025,ST,TSS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,median,median
PE_38c079a893cd582a2a48,2011,ST,ICP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,NH4,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,NO2,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,NO3,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,NOx,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,NPOC,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,OP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,Se,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,TDS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,TKN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,TN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,TP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,TSP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38c079a893cd582a2a48,2011,ST,TSS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Transducer,1,Weir,14,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,ICP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,NH4,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,NO2,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,NO3,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,NOx,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,NPOC,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,OP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,Se,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,TDS,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,TKN,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,TN,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,TP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,TSP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_38d8ae4eb7754ca84f4a,2018,CT,TSS,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,median,median
PE_39fdbee40316d5f171ae,2021,CT,ICP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,NH4,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,NO2,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,NO3,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,NOx,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,NPOC,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,OP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,Se,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,TDS,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,TKN,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,TN,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,TP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,TSP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_39fdbee40316d5f171ae,2021,CT,TSS,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,median,median
PE_3a0f2d4708b4db427d06,2022,ST,ICP,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,NH4,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,NO2,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,NO3,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,NOx,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,NPOC,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,OP,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,Se,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,TDS,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,TKN,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,TN,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,TP,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,TSP,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a0f2d4708b4db427d06,2022,ST,TSS,3,3,2,GB | LC,1,Etape,1,"ALS Houston, US",1,False,1,0,0,,0,,0,median,median
PE_3a1b2aead714782c97f0,2015,CT,ICP,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,NH4,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,NO2,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,NO3,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,NOx,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,NPOC,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,OP,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,Se,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,TDS,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,TKN,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,TN,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,TP,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,TSP,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3a1b2aead714782c97f0,2015,CT,TSS,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d00427ca445f880a6d9,2012,CT,ICP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing)",1,False,1,1,1,Transducer,1,7 V,5,median,median
PE_3d00427ca445f880a6d9,2012,CT,NO3,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing)",1,False,1,1,1,Transducer,1,7 V,5,median,median
PE_3d00427ca445f880a6d9,2012,CT,TN,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing)",1,False,1,1,1,Transducer,1,7 V,5,median,median
PE_3d00427ca445f880a6d9,2012,CT,TP,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing)",1,False,1,1,1,Transducer,1,7 V,5,median,median
PE_3d00427ca445f880a6d9,2012,CT,TSS,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing)",1,False,1,1,1,Transducer,1,7 V,5,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,ICP,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,NH4,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,NO2,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,NO3,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,NOx,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,NPOC,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,OP,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,Se,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,TDS,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,TKN,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,TN,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,TP,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,TSP,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3d18dfd8ec5f7b058614,2017,CT,TSS,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,7 V,28,median,median
PE_3fd488581bed18061421,2014,ST,ICP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,NH4,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,NO2,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,NO3,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,NOx,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,NPOC,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,OP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,Se,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,TDS,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,TKN,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,TN,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,TP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,TSP,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_3fd488581bed18061421,2014,ST,TSS,1,1,1,ISC,1,Transducer,0,,1,False,1,1,1,Transducer,1,7 V,14,median,median
PE_40c463bb559396c44390,2020,ST,ICP,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_40c463bb559396c44390,2020,ST,NH4,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0,median,median
PE_40c463bb559396c44390,2020,ST,NO2,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0,median,median
