_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,PlantCalendarYear,ResidueAssignmentEligible,ResidueMeasurementDate,ResidueModelDate,ResidueModelDateSource,Residue_STIR_toMeasurement,Residue_STIR_LeftCensored,Residue_STIR_StartDate,Residue_STIR_BoundaryDayCarryover,ResidueYear,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,ObservationDate,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,EventDate,y_logC,y_logV,event_weight
14331,2025-07-31,2025,3,2,CT,OUT,K-CT2-03-OT-ISC,False,TRUE,False,H,False,48378.31,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TDS,678.0,624.0,H,90860.75,True,5.0,10.0,mg/L,EPA 160.1,5.0,10.0,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,678.0,10.0,0,624.0,10.0,TDS,-0.7783886479980353,-0.9884925230469512,1.3177762864406168,2.143504315027007,0.7057172753905857,-0.3232990944538781,-0.3902130992608855,0.0266666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_79ea2eb78bef48e2d163,CO_6ff1082f01b2ffb7a627,2025-07-31,6.520621127558696,10.78682752197054,0.25
14332,2025-07-31,2025,3,2,CT,OUT,K-CT2-03-OT-ISC-D,False,TRUE,True,H,False,48378.31,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TDS,674.0,624.0,H,90860.75,True,5.0,10.0,mg/L,EPA 160.1,5.0,10.0,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,674.0,10.0,0,624.0,10.0,TDS,-0.7909122909082235,-0.9884925230469512,1.3177762864406168,2.143504315027007,0.7057172753905857,-0.3232990944538781,-0.3902130992608855,0.0266666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_79ea2eb78bef48e2d163,CO_a911b94c45c75c9742f9,2025-07-31,6.51471269087253,10.78682752197054,0.25
15428,2025-07-31,2025,3,1,CT,OUT,K-CT1-03-OT-LC,False,TRUE,False,H,False,63508.94,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TSS,1456.667,16.667,H,92486.37,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,0,1456.667,2.5,0,16.667,2.5,TSS,0.0635292413756763,-0.6644878156803604,1.3177762864406168,2.143504315027007,1.3883880033228075,-0.3232990944538781,-0.3431691825386808,0.0466666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_85771b5590cb80ee80b1,CO_4ef28a59bc17399bcb5e,2025-07-31,7.284592491420751,11.05895170806346,0.25
15429,2025-07-31,2025,3,1,CT,OUT,K-CT1-03-OT-LC-D,False,TRUE,True,H,False,63508.94,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TSS,1550.0,16.667,H,92486.37,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,0,1550.0,2.5,0,16.667,2.5,TSS,0.1037541816254246,-0.6644878156803604,1.3177762864406168,2.143504315027007,1.3883880033228075,-0.3232990944538781,-0.3431691825386808,0.0466666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_85771b5590cb80ee80b1,CO_dd0730264fc237a25a3c,2025-07-31,7.346655163176539,11.05895170806346,0.25
15430,2025-07-31,2025,3,1,CT,OUT,K-CT1-03-OT-ISC,False,TRUE,False,H,False,48014.28,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TSS,3773.333,16.667,H,92486.37,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,0,3773.333,2.5,0,16.667,2.5,TSS,1.0619730011243536,-0.6644878156803604,1.3177762864406168,2.143504315027007,0.6892928023125205,-0.3232990944538781,-0.3431691825386808,0.0466666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_85771b5590cb80ee80b1,CO_71ed733383a6a95eed60,2025-07-31,8.235978957330108,10.779274572566056,0.25
15431,2025-07-31,2025,3,1,CT,OUT,K-CT1-03-OT-ISC-D,False,TRUE,True,H,False,48014.28,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TSS,2306.667,16.667,H,92486.37,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,0,2306.667,2.5,0,16.667,2.5,TSS,0.4298648269915465,-0.6644878156803604,1.3177762864406168,2.143504315027007,0.6892928023125205,-0.3232990944538781,-0.3431691825386808,0.0466666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_85771b5590cb80ee80b1,CO_210ed2952737b0951846,2025-07-31,7.743992336455955,10.779274572566056,0.25
15440,2025-07-31,2025,3,2,CT,OUT,K-CT2-03-OT-LC,False,TRUE,False,H,False,51762.19,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TSS,1103.333,16.667,H,90860.75,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,1103.333,2.5,0,16.667,2.5,TSS,-0.0887517207513799,-0.6644878156803604,1.3177762864406168,2.143504315027007,0.8583927305986827,-0.3232990944538781,-0.3902130992608855,0.0266666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_79ea2eb78bef48e2d163,CO_c8f27edb2058dcee8b68,2025-07-31,7.0069968117905095,10.854434557878477,0.25
15441,2025-07-31,2025,3,2,CT,OUT,K-CT2-03-OT-LC-D,False,TRUE,True,H,False,51762.19,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TSS,1180.0,16.667,H,90860.75,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,1180.0,2.5,0,16.667,2.5,TSS,-0.0557095438779541,-0.6644878156803604,1.3177762864406168,2.143504315027007,0.8583927305986827,-0.3232990944538781,-0.3902130992608855,0.0266666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_79ea2eb78bef48e2d163,CO_fc9bef954b14709a0264,2025-07-31,7.074116816197362,10.854434557878477,0.25
15442,2025-07-31,2025,3,2,CT,OUT,K-CT2-03-OT-ISC,False,TRUE,False,H,False,48378.31,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TSS,1713.333,16.667,H,90860.75,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,1713.333,2.5,0,16.667,2.5,TSS,0.1741479348082445,-0.6644878156803604,1.3177762864406168,2.143504315027007,0.7057172753905857,-0.3232990944538781,-0.3902130992608855,0.0266666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_79ea2eb78bef48e2d163,CO_5cd39777f10446165943,2025-07-31,7.446779362667744,10.78682752197054,0.25
15443,2025-07-31,2025,3,2,CT,OUT,K-CT2-03-OT-ISC-D,False,TRUE,True,H,False,48378.31,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,"Nitrate, Nitrite, H flag.",TSS,1570.0,16.667,H,90860.75,True,2.5,2.5,mg/L,EPA 160.2,2.5,2.5,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,1570.0,2.5,0,16.667,2.5,TSS,0.112373842463445,-0.6644878156803604,1.3177762864406168,2.143504315027007,0.7057172753905857,-0.3232990944538781,-0.3902130992608855,0.0266666666666666,1,2025-07-31,212,98,99,Gated Pipe,PE_79ea2eb78bef48e2d163,CO_973cf5b9ab5ec19d3825,2025-07-31,7.359467638255621,10.78682752197054,0.25
1009,2025-08-11,2025,4,1,CT,OUT,K-CT1-04-OT-LC,False,TRUE,False,,False,44112.36,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,OrthoP,0.0,0.0,,93182.2,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.5132441799661084,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_bd4a80359ce1de5f5729,CO_6ad4a6b1e5ea5569795e,2025-08-11,0.0,10.69451796340131,0.25
1010,2025-08-11,2025,4,1,CT,OUT,K-CT1-04-OT-LC-D,False,TRUE,True,,False,44112.36,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,OrthoP,0.0,0.0,,93182.2,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.5132441799661084,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_bd4a80359ce1de5f5729,CO_7a5df5ffa0dec2228d90,2025-08-11,0.0,10.69451796340131,0.25
1011,2025-08-11,2025,4,1,CT,OUT,K-CT1-04-OT-ISC,False,TRUE,False,,False,36259.61,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,OrthoP,0.0,0.0,,93182.2,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.1589401913833624,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_bd4a80359ce1de5f5729,CO_3dd9c0995d54c0abd51a,2025-08-11,0.0,10.498487307112732,0.25
1012,2025-08-11,2025,4,1,CT,OUT,K-CT1-04-OT-ISC-D,False,TRUE,True,,False,36259.61,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,OrthoP,0.27,0.0,,93182.2,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,0,0.27,0.05,1,,0.05,OP,0.5634205183003964,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.1589401913833624,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_bd4a80359ce1de5f5729,CO_165940940a02a187e446,2025-08-11,0.23901690047049992,10.498487307112732,0.25
1021,2025-08-11,2025,4,2,CT,OUT,K-CT2-04-OT-LC,False,TRUE,False,,False,38777.88,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,OrthoP,0.0,0.0,,90517.24,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.2725606562304887,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_72b83136bc50254a55a6,CO_cdad86ca9450d1c14367,2025-08-11,0.0,10.565631047513156,0.25
1022,2025-08-11,2025,4,2,CT,OUT,K-CT2-04-OT-LC-D,False,TRUE,True,,False,38777.88,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,OrthoP,0.0,0.0,,90517.24,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.2725606562304887,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_72b83136bc50254a55a6,CO_f00f2e7bca65e9f8409f,2025-08-11,0.0,10.565631047513156,0.25
1023,2025-08-11,2025,4,2,CT,OUT,K-CT2-04-OT-ISC,False,TRUE,False,,False,39097.92,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,OrthoP,0.0,0.0,,90517.24,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.2870003682429712,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_72b83136bc50254a55a6,CO_6629ddae3736e894e89c,2025-08-11,0.0,10.573850124108601,0.25
1024,2025-08-11,2025,4,2,CT,OUT,K-CT2-04-OT-ISC-D,False,TRUE,True,,False,39097.92,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,OrthoP,0.0,0.0,,90517.24,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,1,,0.05,1,,0.05,OP,-0.6630529325275879,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.2870003682429712,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_72b83136bc50254a55a6,CO_e39eef82f61b21e2e7f7,2025-08-11,0.0,10.573850124108601,0.25
2120,2025-08-11,2025,4,1,CT,OUT,K-CT1-04-OT-LC,False,TRUE,False,,False,44112.36,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalP,0.635,0.071,,93182.2,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,0,0.635,0.05,0,0.071,0.05,TP,-0.194143188092434,0.4968139409921397,1.3177762864406168,2.143504315027007,0.5132441799661084,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_bd4a80359ce1de5f5729,CO_016562d2d357325c642f,2025-08-11,0.4916428043492167,10.69451796340131,0.25
2121,2025-08-11,2025,4,1,CT,OUT,K-CT1-04-OT-LC-D,False,TRUE,True,,False,44112.36,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalP,0.0,0.071,,93182.2,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,1,,0.05,0,0.071,0.05,TP,-0.431448667414431,0.4968139409921397,1.3177762864406168,2.143504315027007,0.5132441799661084,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_bd4a80359ce1de5f5729,CO_b8dc2c143be8994682b0,2025-08-11,0.0,10.69451796340131,0.25
2122,2025-08-11,2025,4,1,CT,OUT,K-CT1-04-OT-ISC,False,TRUE,False,,False,36259.61,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalP,8.81,0.071,,93182.2,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,0,8.81,0.05,0,0.071,0.05,TP,2.8609312897931183,0.4968139409921397,1.3177762864406168,2.143504315027007,0.1589401913833624,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_bd4a80359ce1de5f5729,CO_589f5ed0ac1c85dfee59,2025-08-11,2.2834022735772717,10.498487307112732,0.25
2123,2025-08-11,2025,4,1,CT,OUT,K-CT1-04-OT-ISC-D,False,TRUE,True,,False,36259.61,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalP,2.5,0.071,,93182.2,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,4.666666666666667,0.0115233333333333,3.0,0,2.5,0.05,0,0.071,0.05,TP,0.5028248732233525,0.4968139409921397,1.3177762864406168,2.143504315027007,0.1589401913833624,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_bd4a80359ce1de5f5729,CO_35a99a53ff1b46f86a14,2025-08-11,1.252762968495368,10.498487307112732,0.25
2132,2025-08-11,2025,4,2,CT,OUT,K-CT2-04-OT-LC,False,TRUE,False,,False,38777.88,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalP,0.31,0.071,,90517.24,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,0.31,0.05,0,0.071,0.05,TP,-0.3155987483753458,0.4968139409921397,1.3177762864406168,2.143504315027007,0.2725606562304887,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_72b83136bc50254a55a6,CO_ddc10a5906f8c0ea77ba,2025-08-11,0.27002713721306015,10.565631047513156,0.25
2133,2025-08-11,2025,4,2,CT,OUT,K-CT2-04-OT-LC-D,False,TRUE,True,,False,38777.88,LC,Etape,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalP,1.12,0.071,,90517.24,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,1.12,0.05,0,0.071,0.05,TP,-0.0128941212087039,0.4968139409921397,1.3177762864406168,2.143504315027007,0.2725606562304887,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_72b83136bc50254a55a6,CO_3c1d9213f8765a2a3628,2025-08-11,0.7514160886839212,10.565631047513156,0.25
2134,2025-08-11,2025,4,2,CT,OUT,K-CT2-04-OT-ISC,False,TRUE,False,,False,39097.92,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalP,0.65,0.071,,90517.24,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,0.65,0.05,0,0.071,0.05,TP,-0.1885375468486073,0.4968139409921397,1.3177762864406168,2.143504315027007,0.2870003682429712,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_72b83136bc50254a55a6,CO_daab3aa68185b677bd3c,2025-08-11,0.5007752879124893,10.573850124108601,0.25
2135,2025-08-11,2025,4,2,CT,OUT,K-CT2-04-OT-ISC-D,False,TRUE,True,,False,39097.92,ISC,Bubbler,Gated Pipe,60 V Trap,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Houston,,TotalP,0.33,0.071,,90517.24,True,0.02,0.05,mg/L,SM4500P E (P_TW),0.02,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2025,True,,2025-04-24,PlantDate proxy,174.29749999999967,False,2024-08-02,0.0,2025.0,2.6666666666666665,0.0123866666666666,3.0,0,0.33,0.05,0,0.071,0.05,TP,-0.3081245600502436,0.4968139409921397,1.3177762864406168,2.143504315027007,0.2870003682429712,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,2025-08-11,223,109,88,Gated Pipe,PE_72b83136bc50254a55a6,CO_fb48aaf65ec04e4bcfcb,2025-08-11,0.2851789422336624,10.573850124108601,0.25
