PhysicalEventID,Year,Irrigation,Rep,Treatment,EventDate,VolumeObservationID,FurrowTireCompaction,RepScope,AnchorDate,AnchorOperation,Timing,DateStatus,ProvenanceNote,CompactionExposureSource,n_genuine_volume_observations,has_genuine_volume_observation
PE_510406c16da87dd620cb,2022,1,2,ST,2022-06-17,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_518a902e850a37a6e1f7,2016,1,1,ST,2016-06-07,VO_c4012bbedb3b0a1fe68d,0,,,,,,,unlisted_default_zero,1,True
PE_51b615c0027e4e29028e,2021,2,2,MT,2021-07-09,VO_0ac0631cc0c2e11f50ed,0,,,,,,,unlisted_default_zero,1,True
PE_51d1d65a49a273a7a6a4,2013,1,1,ST,2013-06-19,,0,,,,,,,unlisted_default_zero,0,False
PE_531c541dd4a3fff82f15,2017,4,1,ST,2017-08-02,VO_ea06949fd9b2ccc49f24,0,,,,,,,unlisted_default_zero,1,True
PE_5398d3995ed7cd1e0676,2018,1,1,MT,2018-06-28,,0,,,,,,,unlisted_default_zero,0,False
PE_53bed9867f02ff579e2d,2012,8,2,MT,2012-08-09,VO_f90b34a6c077bc456415,0,,,,,,,unlisted_default_zero,1,True
PE_5556897f607258fe9362,2022,4,1,MT,2022-07-26,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_556f24afddcf35c92237,2011,2,1,ST,2011-07-18,,0,,,,,,,unlisted_default_zero,0,False
PE_55b3839d44d67304ba2d,2021,1,1,MT,2021-06-23,VO_156e4c18b4fcef925d1f,0,,,,,,,unlisted_default_zero,1,True
PE_55dfff50a7b8f0a977d1,2012,9,2,MT,2012-08-20,VO_387cc3afb56c8ed0ba55,0,,,,,,,unlisted_default_zero,1,True
PE_55ff1c1f21eee62bac5f,2025,2,1,ST,2025-07-14,VO_3ff4c387e73ba4903f68,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_568a40e75356dbe2944f,2020,5,1,CT,2020-08-02,,0,,,,,,,unlisted_default_zero,0,False
PE_568f0b5ec6deda07b9f9,2017,6,1,ST,2017-09-06,VO_47b38d9b62215557707b,0,,,,,,,unlisted_default_zero,1,True
PE_571c968894d925b12ac7,2016,1,2,CT,2016-06-08,VO_3d4f3bd65e3e9b96edee,0,,,,,,,unlisted_default_zero,1,True
PE_577d295e76e129c37688,2023,4,1,CT,2023-09-20,VO_7e67bcf9019be4471118,0,,,,,,,unlisted_default_zero,1,True
PE_57bf938d5e71dc213f59,2012,8,1,ST,2012-08-08,VO_d69e1428608a6736adaf,0,,,,,,,unlisted_default_zero,1,True
PE_57effa7ea94a4868513b,2011,4,2,CT,2011-08-10,VO_4bb3417fbda1fe458aa6,0,,,,,,,unlisted_default_zero,1,True
PE_57fa018badecf5410da3,2012,9,1,ST,2012-08-19,VO_35649e7d6e1a95871792,0,,,,,,,unlisted_default_zero,1,True
PE_5a2398fb5beb05ecabaa,2012,9,2,ST,2012-08-20,VO_6bc651662365155cf665,0,,,,,,,unlisted_default_zero,1,True
PE_5ae2ded12c8023b32c0a,2022,2,1,CT,2022-06-29,,0,,,,,,,unlisted_default_zero,0,False
PE_5bf168b414e63b4f63f3,2023,4,2,CT,2023-09-20,VO_8db6a7c09215800b45c7,0,,,,,,,unlisted_default_zero,1,True
PE_5c35b22fc4eba02df28c,2025,5,2,CT,2025-08-19,VO_4cf06eacac37111ba082,0,,,,,,,unlisted_default_zero,2,True
PE_5cea09f5406d83c18d64,2020,3,2,CT,2020-07-13,VO_eee13351fdb0cfd6bc1d,0,,,,,,,unlisted_default_zero,1,True
PE_5d3101462bb3db890b29,2012,5,2,MT,2012-07-17,,0,,,,,,,unlisted_default_zero,0,False
PE_5d5cb3edcd99b5be75e6,2014,4,1,ST,2014-08-17,VO_2aba77d089fe31da9047,0,,,,,,,unlisted_default_zero,1,True
PE_5dc8c47ce47282af828e,2020,7,2,ST,2020-08-27,,0,,,,,,,unlisted_default_zero,0,False
PE_5f5cdcb0357234b8314a,2017,3,1,MT,2017-07-20,VO_a6a9a0a539feddacd772,0,,,,,,,unlisted_default_zero,1,True
PE_5fe6f2ac660a17d837bd,2020,1,1,CT,2020-06-22,,0,,,,,,,unlisted_default_zero,0,False
PE_5ff231543fda9ac6656d,2013,7,2,ST,2013-08-29,VO_774593ec246158265d5f,0,,,,,,,unlisted_default_zero,1,True
PE_5ff3d0ad9d787e19a7ca,2020,2,1,ST,2020-07-06,VO_75cd63c890ce5c60e6e6,0,,,,,,,unlisted_default_zero,1,True
PE_609af5c454fa9d0e9208,2019,1,1,ST,2019-06-27,,0,,,,,,,unlisted_default_zero,0,False
PE_60f1a6212ff620019a30,2011,1,1,MT,2011-06-30,VO_d3caa976b3b78cc2954a,0,,,,,,,unlisted_default_zero,1,True
PE_61227cf97dd057e6375a,2015,6,1,MT,2015-08-31,VO_d2625401eeb678e57170,0,,,,,,,unlisted_default_zero,1,True
PE_61b68e752c1619aa8c43,2020,1,1,MT,2020-06-22,,0,,,,,,,unlisted_default_zero,0,False
PE_61cbb9676a953528de2c,2015,4,2,ST,2015-08-07,VO_864264c499f673f01d55,0,,,,,,,unlisted_default_zero,1,True
PE_63934b6278a65a8216b9,2011,2,1,MT,2011-07-18,VO_fc3e3fb61cd72763e19c,0,,,,,,,unlisted_default_zero,1,True
PE_63a5c105af28ea9f75a7,2015,1,2,CT,2015-07-07,VO_c268ec36ab339dd3a268,0,,,,,,,unlisted_default_zero,1,True
PE_64205c4aab501e7ade95,2018,2,2,CT,2018-07-09,,0,,,,,,,unlisted_default_zero,0,False
PE_64548a06be4bb873cda0,2015,2,1,ST,2015-07-20,VO_95dd8da4ae39a0c427c9,0,,,,,,,unlisted_default_zero,1,True
PE_649006527ce5d1d1ff1f,2012,4,2,ST,2012-06-27,VO_4985002219dff2627fce,0,,,,,,,unlisted_default_zero,1,True
PE_661a73f57cd0904e935e,2018,3,2,CT,2018-07-23,,0,,,,,,,unlisted_default_zero,0,False
PE_670677b2cdea06c82d58,2014,2,1,ST,2014-07-21,VO_b248deaf983ce5b4a370,0,,,,,,,unlisted_default_zero,1,True
PE_676050582c291c72204b,2025,6,1,MT,2025-09-03,VO_c36e2f2e6454e3f1678c,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_681443548ef078be38f1,2012,7,2,MT,2012-08-01,VO_899c9e946a5db92451e6,0,,,,,,,unlisted_default_zero,1,True
PE_68a15fb356b9d6e019b5,2018,3,1,MT,2018-07-23,,0,,,,,,,unlisted_default_zero,0,False
PE_68d44a8c5ee2992c2c36,2023,4,1,ST,2023-09-20,VO_e43e75bdf2a40d6f1ba3,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_68f1adf13e8ebbd5338b,2025,7,2,ST,2025-09-14,VO_9c60d748e5db0b197556,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_6975f3c079d281a511a0,2012,10,1,ST,2012-08-30,VO_3d01ee3247b2ede88459,0,,,,,,,unlisted_default_zero,1,True
PE_69bf4666a40285ef26b8,2025,1,1,ST,2025-06-30,VO_16d7e6a06ebd77403359,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_69e7705e30f4fa9b6143,2012,6,1,MT,2012-07-24,,0,,,,,,,unlisted_default_zero,0,False
PE_6af7db12fea1a0f5f5e0,2021,4,2,ST,2021-08-13,,1,both,2021-06-18,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed ST-only follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_6c101e1953c53808bd4e,2012,5,2,ST,2012-07-17,VO_46b0deb58f1724e65965,0,,,,,,,unlisted_default_zero,1,True
PE_6c6adaeedad01937f242,2013,7,1,MT,2013-08-28,VO_ad0a6ca20eaad6a95609,0,,,,,,,unlisted_default_zero,1,True
PE_6c85627a623e6c9dfbb4,2025,2,2,MT,2025-07-14,VO_1a06bdb834c994670997,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_6ca81f85570cae0e0d9c,2017,1,1,ST,2017-06-26,VO_44aabb9344001d1d5486,0,,,,,,,unlisted_default_zero,1,True
PE_6d151a783a1487f12ad3,2018,5,1,MT,2018-09-23,,0,,,,,,,unlisted_default_zero,0,False
PE_6d4bd786a91c3c5cb5a0,2019,1,2,ST,2019-06-27,,0,,,,,,,unlisted_default_zero,0,False
PE_6db16cd7a8da79e5651d,2025,4,1,ST,2025-08-11,VO_bb78585c5b2f96dd9d8d,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_6dd6e0481282dc87af9e,2012,3,2,CT,2012-06-12,VO_f2f8f5fe4d8a136f62e5,0,,,,,,,unlisted_default_zero,1,True
PE_6dfbf6a0b565de5536dd,2024,2,2,ST,2024-05-30,VO_8198b162bfddf9608d5f,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,2,True
PE_6ec08e8e72986c7e7417,2020,2,2,MT,2020-07-07,,0,,,,,,,unlisted_default_zero,0,False
PE_6ee044c77bdf30366b5d,2021,1,2,ST,2021-06-24,VO_9f7c04510ddca3da8d35,1,both,2021-06-18,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed ST-only follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_6f90d69c4aa146a04e18,2023,S1,1,ST,2023-08-01,,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_7024c3ae50e63fc3a67a,2025,S1,2,ST,2025-09-23,VO_f9bc808910de69a2b64b,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_7025ca38701f624e1713,2011,5,1,CT,2011-08-18,,0,,,,,,,unlisted_default_zero,0,False
PE_70d3cc17c47edebe68ad,2022,5,1,ST,2022-08-10,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_7105f0f414cf84b7ea78,2012,6,1,CT,2012-07-24,VO_e0c778f1a25ed3f7cf47,0,,,,,,,unlisted_default_zero,1,True
PE_7131d35e8cd02b882d26,2023,1,1,CT,2023-07-17,VO_873e24767d50ca1619bf,0,,,,,,,unlisted_default_zero,1,True
PE_72973ed7fd2fafa39b49,2017,5,1,MT,2017-08-21,VO_d0191a57fcc2bf459532,0,,,,,,,unlisted_default_zero,1,True
PE_72b83136bc50254a55a6,2025,4,2,CT,2025-08-11,VO_99a0c428b5127951ad35,0,,,,,,,unlisted_default_zero,2,True
PE_72bbe667892a258fbed0,2015,5,2,ST,2015-08-17,VO_96229daca8d641264dc1,0,,,,,,,unlisted_default_zero,1,True
PE_739761594fff71774ab8,2025,S1,1,MT,2025-09-23,,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_73a092189bd19f7de823,2025,5,1,CT,2025-08-19,VO_010a793b6fd7fbfe5618,0,,,,,,,unlisted_default_zero,2,True
PE_73b2bd8dba8e659563a4,2020,4,2,ST,2020-07-23,,0,,,,,,,unlisted_default_zero,0,False
PE_744bc567dc348be5d05b,2025,5,1,ST,2025-08-19,VO_ac931815f538ba1054f3,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_74d2b6cff9d0f8aad3cb,2011,6,2,ST,2011-08-29,VO_1cc5d5efdc6df29df452,0,,,,,,,unlisted_default_zero,1,True
PE_74dfc686b20e794d29d3,2015,4,1,MT,2015-08-06,VO_874be2331bf8c5ea2dc6,0,,,,,,,unlisted_default_zero,1,True
PE_7563047765a1e3f047e6,2017,1,2,MT,2017-06-27,VO_e6b9e2de3c1e0e3d849d,0,,,,,,,unlisted_default_zero,1,True
PE_759e17ed54a412339741,2011,6,1,MT,2011-08-28,,0,,,,,,,unlisted_default_zero,0,False
PE_76eec8ae39fe2d6f5031,2025,3,2,ST,2025-07-31,VO_6f3515a36ce59af817f6,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_7751232195de561530b0,2023,5,2,MT,2023-09-26,VO_780983c9fc74e928a6cb,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_7867ae6d3ac14e9063c3,2023,S1,2,MT,2023-08-01,,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_78a0e5a12037218db30c,2023,5,2,ST,2023-09-26,VO_a8d178cbcf80a3c2b781,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_78a548d4e3eef2a21ea3,2021,5,1,ST,2021-08-25,VO_f2ea8a8e2de984ccbf7d,1,both,2021-06-18,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed ST-only follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_796a63125680b03b1a47,2016,2,1,CT,2016-06-19,VO_d7d41b3afe4f268592d0,0,,,,,,,unlisted_default_zero,1,True
PE_79ea2eb78bef48e2d163,2025,3,2,CT,2025-07-31,VO_23d798397dcc7ba90a8c,0,,,,,,,unlisted_default_zero,2,True
PE_7a793bda6ecab836d590,2024,4,1,MT,2024-06-20,VO_8f4d08196d1f1dfb6ee8,1,both,,Unlogged pre-irrigation tractor pass,after_residue_before_first_runoff,user_confirmed_before_first_runoff,user-confirmed MT and ST compaction with no logged anchor date,furrow_tire_compaction_records.csv,1,True
PE_7ab5d22c48132f848099,2011,1,2,CT,2011-07-01,VO_7e900f468a4edca4d288,0,,,,,,,unlisted_default_zero,1,True
PE_7b17489d08fa900cd025,2016,2,2,ST,2016-06-20,VO_531a04dfe94624c8c0f1,0,,,,,,,unlisted_default_zero,1,True
PE_7b7021667404f4bf5ffe,2022,1,1,MT,2022-06-17,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_7bb31d342461203b532f,2021,5,2,CT,2021-08-26,,0,,,,,,,unlisted_default_zero,0,False
PE_7bc7d14f1d4cbbeee019,2012,9,1,MT,2012-08-19,VO_74b068e860e0c2679e27,0,,,,,,,unlisted_default_zero,1,True
PE_7cf61966fec7c7b6adc5,2022,7,2,ST,2022-08-23,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_7d221972180d28e4f760,2025,4,2,MT,2025-08-11,VO_c91a6a2d9e066709a366,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_7d494ede1d52d93f917c,2018,2,1,CT,2018-07-09,,0,,,,,,,unlisted_default_zero,0,False
PE_7dbc678d30fda2bb0d2c,2013,4,1,CT,2013-07-30,VO_0511c11747725e7774f6,0,,,,,,,unlisted_default_zero,1,True
PE_7f00e3bef63095e44dba,2018,4,2,MT,2018-09-18,,0,,,,,,,unlisted_default_zero,0,False
PE_7f40423a8c9c7387079e,2022,1,2,MT,2022-06-17,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_7f513ba68b063af6e914,2013,7,1,ST,2013-08-28,VO_130b090d32e591879629,0,,,,,,,unlisted_default_zero,1,True
PE_7f8105e65bf5e18e6c6b,2025,7,2,MT,2025-09-14,VO_6ba419697533f51ca92a,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_7f8b38f0a4ac5e96f77e,2013,7,2,MT,2013-08-29,VO_fa4d4ba2742cc8d71763,0,,,,,,,unlisted_default_zero,1,True
PE_81617f8b3e2986274802,2012,2,2,MT,2012-06-04,VO_23d4175c5fe2817df6b5,0,,,,,,,unlisted_default_zero,1,True
PE_81e03fd81db11fe99704,2020,7,1,CT,2020-08-25,,0,,,,,,,unlisted_default_zero,0,False
PE_828e337f2a8b9a9634d7,2024,3,1,CT,2024-06-12,VO_52a83b4b00d588e9f23d,0,,,,,,,unlisted_default_zero,1,True
PE_835c9b48606f6cdfa777,2021,3,1,ST,2021-07-29,VO_ea4630384c9b0b0f0a2c,1,both,2021-06-18,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed ST-only follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_8372856d847ab29e3d55,2011,1,1,CT,2011-06-30,VO_2298d33c07ffe58b4508,0,,,,,,,unlisted_default_zero,1,True
PE_8474551aa700ba7170c1,2023,S1,2,CT,2023-08-01,,0,,,,,,,unlisted_default_zero,0,False
PE_85771b5590cb80ee80b1,2025,3,1,CT,2025-07-31,VO_6b01c798c880c134679b,0,,,,,,,unlisted_default_zero,2,True
PE_860b95b364b2c2e3a6b5,2012,5,1,MT,2012-07-16,VO_d676f270c31943479371,0,,,,,,,unlisted_default_zero,1,True
PE_875be1f39b86704274b0,2020,3,1,ST,2020-07-13,VO_50d32160d94f6b898eda,0,,,,,,,unlisted_default_zero,1,True
PE_87d4115bb68391b10daf,2024,4,1,CT,2024-06-20,,0,,,,,,,unlisted_default_zero,0,False
PE_8822e7617a2395f5da78,2011,6,2,MT,2011-08-29,VO_2b5f39de5d5dd8699a3c,0,,,,,,,unlisted_default_zero,1,True
PE_883a7658077d89fcf49d,2011,1,2,MT,2011-07-01,,0,,,,,,,unlisted_default_zero,0,False
PE_8844898dffe247398b01,2012,8,1,MT,2012-08-08,VO_65dca6f3ada9538196d2,0,,,,,,,unlisted_default_zero,1,True
PE_8926ae228cc15db54f23,2012,4,1,CT,2012-06-26,VO_93d9138b16681246c78b,0,,,,,,,unlisted_default_zero,1,True
PE_8a47f8b2785e361a0f5c,2023,1,1,ST,2023-07-17,VO_eeeb18f4d9267ce24f6e,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_8b4c5aba46522be8a6ae,2017,5,1,ST,2017-08-21,VO_c5340f08f9a758e8fbf4,0,,,,,,,unlisted_default_zero,1,True
PE_8b5564238c223d972525,2012,4,1,MT,2012-06-26,VO_a98f7c12c87fcb475bb8,0,,,,,,,unlisted_default_zero,1,True
PE_8b715eebc00f1d87b8e3,2015,3,2,ST,2015-07-31,VO_e9e5999a55c0e9394874,0,,,,,,,unlisted_default_zero,1,True
PE_8c8e4bc602294900374d,2018,4,2,ST,2018-09-18,,0,,,,,,,unlisted_default_zero,0,False
PE_8d90127b55de039c6ab7,2023,4,1,MT,2023-09-20,VO_725233a8edac8209f0d5,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_8dae476d4c3877687500,2020,7,2,MT,2020-08-27,,0,,,,,,,unlisted_default_zero,0,False
PE_8dc09b4135fb27916f26,2013,1,2,MT,2013-06-20,,0,,,,,,,unlisted_default_zero,0,False
PE_8dd5bcb659f488a967c1,2012,4,2,MT,2012-06-27,VO_962032738c21a1ba729e,0,,,,,,,unlisted_default_zero,1,True
PE_8ed15b2f1e5372b81dc7,2020,3,1,MT,2020-07-13,,0,,,,,,,unlisted_default_zero,0,False
PE_8f51b688686d8bdc2f79,2023,1,2,ST,2023-07-17,VO_407e9b0f6d3d0d85e958,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_8fc624aa7b0c0a5ff950,2013,5,1,CT,2013-08-08,VO_3c6324a9df90b6967064,0,,,,,,,unlisted_default_zero,1,True
PE_901ccaf6a3ac1105504f,2022,5,2,ST,2022-08-11,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_909a6e90f2a2fb0ccb86,2014,3,2,MT,2014-08-05,VO_26efe2c00243f101e351,0,,,,,,,unlisted_default_zero,1,True
PE_90c1ad0a7f83e0b230a6,2011,3,2,MT,2011-07-29,,0,,,,,,,unlisted_default_zero,0,False
PE_912d046edf542edb9c36,2022,5,2,MT,2022-08-11,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_915ee54b710bdb591c91,2018,1,2,ST,2018-06-28,,0,,,,,,,unlisted_default_zero,0,False
PE_91e7db994d29b3cdcef3,2013,7,1,CT,2013-08-28,VO_9e4c15f6639f955f4a51,0,,,,,,,unlisted_default_zero,1,True
PE_92db572b305f7a8a1fcf,2014,2,2,ST,2014-07-22,VO_6ccd868115fdbb529ba9,0,,,,,,,unlisted_default_zero,1,True
PE_92e7ac2243498d97f3e0,2025,1,2,CT,2025-06-30,VO_487c95b8b47e4e371ff1,0,,,,,,,unlisted_default_zero,2,True
PE_936c12cc5ae17810e93e,2021,2,1,MT,2021-07-08,VO_92cbc47581f456c21bdf,0,,,,,,,unlisted_default_zero,1,True
PE_93fc10203fe8e4c919ea,2012,4,2,CT,2012-06-27,VO_76ed801b0620a8009006,0,,,,,,,unlisted_default_zero,1,True
PE_954cf35508c90b8d04de,2019,1,2,CT,2019-06-27,,0,,,,,,,unlisted_default_zero,0,False
PE_956f49ab7f5a452d4e47,2020,6,1,CT,2020-08-18,,0,,,,,,,unlisted_default_zero,0,False
PE_95d3b43c79b8bf669652,2011,2,2,ST,2011-07-19,VO_57d1c9d70e37b16c96c9,0,,,,,,,unlisted_default_zero,1,True
PE_961b16815e7ba5016bdb,2025,2,1,CT,2025-07-14,VO_1e36bc066609de111cf3,0,,,,,,,unlisted_default_zero,1,True
PE_961e3caa504d67d7911c,2020,6,2,ST,2020-08-19,,0,,,,,,,unlisted_default_zero,0,False
PE_962807ecf486db3c765b,2016,2,2,CT,2016-06-20,VO_7f8a709d48e1c7a05955,0,,,,,,,unlisted_default_zero,1,True
PE_964f9e60ef2ea5038dae,2012,2,2,CT,2012-06-04,VO_732565ef270f03e20bdc,0,,,,,,,unlisted_default_zero,1,True
PE_97c5dc883be532c37d60,2021,6,2,MT,2021-09-10,,0,,,,,,,unlisted_default_zero,0,False
PE_980f4b8e6c4ad4f916f0,2012,7,1,CT,2012-07-31,VO_37cb001f3f1365df3f26,0,,,,,,,unlisted_default_zero,1,True
PE_982e6a4e7c9174d09a3c,2015,1,2,ST,2015-07-07,VO_b92bca66bb69f042d4a8,0,,,,,,,unlisted_default_zero,1,True
PE_9990eb3a8c35bbfe0d52,2012,5,1,CT,2012-07-16,VO_e3f2fec9726705e3fd65,0,,,,,,,unlisted_default_zero,1,True
PE_99b3a7e1248efb280745,2013,2,1,MT,2013-07-02,VO_cff0430da7cb476cf5ec,0,,,,,,,unlisted_default_zero,1,True
PE_99c4e1053e4376d0bed3,2014,3,2,ST,2014-08-05,VO_c1fdb92431a4a7217d4e,0,,,,,,,unlisted_default_zero,1,True
PE_99cc1e2e72ab1b968958,2018,4,1,MT,2018-09-18,,0,,,,,,,unlisted_default_zero,0,False
PE_99ec6d6affe898b0e8d2,2022,8,2,ST,2022-09-07,,1,both,2022-06-13,Clean Furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,0,False
PE_9a36752b43ad5983930a,2015,4,1,CT,2015-08-06,VO_102721a67dc688247e75,0,,,,,,,unlisted_default_zero,1,True
PE_9a4ef4ab7be905b67891,2012,8,2,CT,2012-08-09,,0,,,,,,,unlisted_default_zero,0,False
PE_9b06b2640ba03d9fa7c4,2011,4,1,CT,2011-08-09,VO_c5cbf8ec270f84add3e1,0,,,,,,,unlisted_default_zero,1,True
PE_9be29822841d41a56b41,2017,2,1,ST,2017-07-09,VO_abb71eb0defeab860bf9,0,,,,,,,unlisted_default_zero,1,True
PE_9d88eac30a91208d302b,2023,2,2,MT,2023-08-16,VO_5ffde2f92156ea56cd1b,1,both,2023-06-28,Pipe Ditch,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,1,True
PE_9e155a06de6d2a36ed95,2011,2,2,CT,2011-07-19,VO_f1f2f42f24158a0551c6,0,,,,,,,unlisted_default_zero,1,True
PE_9e220761a582d1c65742,2018,5,2,ST,2018-09-23,,0,,,,,,,unlisted_default_zero,0,False
PE_9f67556e2848ccb24a85,2015,3,2,MT,2015-07-31,VO_5b49bd842f1806b3463a,0,,,,,,,unlisted_default_zero,1,True
PE_a033c0958b5b88a75684,2025,3,1,MT,2025-07-31,VO_0487765be023d188ad2d,1,both,2025-06-24,Clean and pack furrows,after_residue_before_first_runoff,logged_operational_anchor,user-confirmed MT and ST follow-on tractor pass,furrow_tire_compaction_records.csv,2,True
PE_a04c61d433646e61a6a1,2014,5,2,ST,2014-09-10,,0,,,,,,,unlisted_default_zero,0,False
PE_a1506e8e5a02282cf157,2021,2,2,CT,2021-07-09,VO_da547894a58ea4872f35,0,,,,,,,unlisted_default_zero,1,True
PE_a249f721c9cded6ed477,2017,1,1,CT,2017-06-26,VO_765cbba307fc74c15ae1,0,,,,,,,unlisted_default_zero,1,True
PE_a2e77087ab55e269e32c,2020,1,2,CT,2020-06-23,,0,,,,,,,unlisted_default_zero,0,False
PE_a32b9b1cc443544ce423,2020,4,1,MT,2020-07-22,,0,,,,,,,unlisted_default_zero,0,False
PE_a354768a3ad269a40a28,2024,1,2,CT,2024-05-15,VO_cd22aa4df197553e2a06,0,,,,,,,unlisted_default_zero,2,True
