PhysicalEventID,Year,Treatment,Rep,Analyte,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_distinct_concentration_MeasureMethod,concentration_MeasureMethod_values,n_distinct_concentration_Lab,concentration_Lab_values,n_distinct_concentration_Duplicate,concentration_Duplicate_values,n_volume_prediction_rows,n_volume_observation_ids,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,n_distinct_volume_FlumeMethod,volume_FlumeMethod_values,n_volume_source_rows_before_copy_deduplication,concentration_resolution,volume_resolution
PE_42eb29bd3d8b55596b0d,2012,CT,1,OP,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,1,1,Ruler,1,7 V,14.0,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,Se,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,1,1,Ruler,1,7 V,14.0,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,TDS,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,1,1,Ruler,1,7 V,14.0,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,TKN,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,1,1,Ruler,1,7 V,14.0,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,TN,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,1,1,Ruler,1,7 V,14.0,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,TP,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,1,1,Ruler,1,7 V,14.0,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,TSP,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,1,1,Ruler,1,7 V,14.0,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,TSS,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,1,1,Ruler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,ICP,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,NH4,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,NO2,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,NO3,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,NOx,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,NPOC,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,OP,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,Se,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,TDS,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,TKN,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,TN,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,TP,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,TSP,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_42feb90a12eb2a1656cd,2015,CT,2,TSS,1,1,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,14.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,ICP,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,NH4,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,NO2,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,NO3,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,NOx,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,NPOC,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,OP,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,Se,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,TDS,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,TKN,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,TN,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,TP,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,TSP,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_438127a754ce2a504c09,2022,CT,2,TSS,2,2,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,ICP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,NH4,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,NO2,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,NO3,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,NOx,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,NPOC,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,OP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,Se,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,TDS,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,TKN,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,TN,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,TP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,TSP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_43f0020c0e87bb28cb4f,2021,CT,2,TSS,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,ICP,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,NH4,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,NO2,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,NO3,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,NOx,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,NPOC,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,OP,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,Se,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,TDS,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,TKN,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,TN,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,TP,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,TSP,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44c3319c1ae4491d3b22,2017,MT,2,TSS,2,2,1,ISC,1,Bubbler,1,ALS Fort Collins,1,False,1,1,1,Bubbler,1,10 V,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,ICP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,NH4,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,NO2,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,NO3,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,NOx,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,NPOC,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,OP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,Se,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,TDS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,TKN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,TN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,TP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,TSP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_44d1a7f433fe780ac78b,2025,ST,2,TSS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Etape,1,60 V Trap,28.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,ICP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,NH4,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,NO2,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,NO3,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,NOx,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,NPOC,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,OP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,Se,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,TDS,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,TKN,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,TN,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,TP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,TSP,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_45cd079098a5ce5a4947,2020,ST,2,TSS,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,ICP,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,NH4,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,NO2,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,NO3,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,NOx,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,NPOC,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,OP,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,Se,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,TDS,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,TKN,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,TN,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,TP,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,TSP,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_46cc9f71204f4afd638d,2020,ST,1,TSS,1,1,1,GB,1,Bubbler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",1,False,1,0,0,,0,,0.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,ICP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,NH4,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,NO2,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,NO3,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,NOx,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,NPOC,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,OP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,Se,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,TDS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,TKN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,TN,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,TP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,TSP,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47021952abc7ade62c23,2024,ST,2,TSS,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,median,median
PE_47319afabf95ce33e7fd,2021,ST,1,ICP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_47319afabf95ce33e7fd,2021,ST,1,NH4,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_47319afabf95ce33e7fd,2021,ST,1,NO2,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_47319afabf95ce33e7fd,2021,ST,1,NO3,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_47319afabf95ce33e7fd,2021,ST,1,NOx,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_47319afabf95ce33e7fd,2021,ST,1,NPOC,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_47319afabf95ce33e7fd,2021,ST,1,OP,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
PE_47319afabf95ce33e7fd,2021,ST,1,Se,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28.0,median,median
