PhysicalEventID,Year,Irrigation,Rep,Treatment,Analyte,Concentration_mg_L,ConcentrationObservationIDs,Volume_L,VolumeObservationIDs,Load_kg,ObservedEventLoadComplete
PE_27068e46a99396e37068,2015,5,1,ST,Se,NA,NA,14916.69,VO_2ffe0d2253063380a0ef,NA,FALSE
PE_27068e46a99396e37068,2015,5,1,ST,TDS,NA,NA,14916.69,VO_2ffe0d2253063380a0ef,NA,FALSE
PE_27068e46a99396e37068,2015,5,1,ST,TKN,0.192,CO_cc49091e6a3fa59a5d4f,14916.69,VO_2ffe0d2253063380a0ef,0.00286400448,TRUE
PE_27068e46a99396e37068,2015,5,1,ST,TN,8.6735,CO_06b9fe7fa1464b84453b;CO_64aead39fc11dc9e3973,14916.69,VO_2ffe0d2253063380a0ef,0.12937991071500002,TRUE
PE_27068e46a99396e37068,2015,5,1,ST,TP,0.231,CO_f3e055913a0b1eb0f073,14916.69,VO_2ffe0d2253063380a0ef,0.00344575539,TRUE
PE_27068e46a99396e37068,2015,5,1,ST,TSS,60.3335,CO_360680bcf03cc3e40a64;CO_bfe109c35b6043417423,14916.69,VO_2ffe0d2253063380a0ef,0.8999761161150001,TRUE
PE_27f99a360d626c266301,2018,2,2,MT,NH4,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,NO2,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,NO3,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,OP,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,Se,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,TDS,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,TKN,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,TN,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,TP,NA,NA,NA,NA,NA,FALSE
PE_27f99a360d626c266301,2018,2,2,MT,TSS,NA,NA,NA,NA,NA,FALSE
PE_2836684cbc95d298d128,2016,1,2,MT,NH4,0.0385,CO_aee651be73c9084e0247;CO_b7b593cb8ec29850f582,5164.63,VO_dc37932a6ce835e673cf,1.98838255e-4,TRUE
PE_2836684cbc95d298d128,2016,1,2,MT,NO2,NA,NA,5164.63,VO_dc37932a6ce835e673cf,NA,FALSE
PE_2836684cbc95d298d128,2016,1,2,MT,NO3,5.089,CO_5c9c124097bc0e8b86f9;CO_8c76e6477fec2c1b69a8,5164.63,VO_dc37932a6ce835e673cf,0.026282802070000003,TRUE
PE_2836684cbc95d298d128,2016,1,2,MT,OP,0.0315,CO_303c8bd55875dda24089;CO_718127812c05853f0bec,5164.63,VO_dc37932a6ce835e673cf,1.62685845e-4,TRUE
PE_2836684cbc95d298d128,2016,1,2,MT,Se,NA,NA,5164.63,VO_dc37932a6ce835e673cf,NA,FALSE
PE_2836684cbc95d298d128,2016,1,2,MT,TDS,NA,NA,5164.63,VO_dc37932a6ce835e673cf,NA,FALSE
PE_2836684cbc95d298d128,2016,1,2,MT,TKN,0.098,CO_2594fcb40fdfda369d05;CO_d9c1554894e1814476a3,5164.63,VO_dc37932a6ce835e673cf,5.0613374e-4,TRUE
PE_2836684cbc95d298d128,2016,1,2,MT,TN,4.845,CO_a597ab82b14cc40d3ae6;CO_abdc523261827dded236,5164.63,VO_dc37932a6ce835e673cf,0.02502263235,TRUE
PE_2836684cbc95d298d128,2016,1,2,MT,TP,0.1905,CO_a73531f89e6bcbc2a72a;CO_f6920d2ecbf720691362,5164.63,VO_dc37932a6ce835e673cf,9.83862015e-4,TRUE
PE_2836684cbc95d298d128,2016,1,2,MT,TSS,320.8325,CO_457688e7d8814939f04b;CO_9c3894f6764bc3cff4da,5164.63,VO_dc37932a6ce835e673cf,1.656981154475,TRUE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,NH4,NA,NA,10374.69,VO_0efe268eb7639cb02c52,NA,FALSE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,NO2,NA,NA,10374.69,VO_0efe268eb7639cb02c52,NA,FALSE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,NO3,7.8,CO_2ae8a105b8d7661ed6ff,10374.69,VO_0efe268eb7639cb02c52,0.08092258199999999,TRUE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,OP,0,CO_7acc684a848a9b954959,10374.69,VO_0efe268eb7639cb02c52,0,TRUE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,Se,NA,NA,10374.69,VO_0efe268eb7639cb02c52,NA,FALSE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,TDS,NA,NA,10374.69,VO_0efe268eb7639cb02c52,NA,FALSE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,TKN,0.71,CO_9fed0cec52a189e77e41,10374.69,VO_0efe268eb7639cb02c52,0.0073660298999999995,TRUE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,TN,NA,NA,10374.69,VO_0efe268eb7639cb02c52,NA,FALSE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,TP,0.14,CO_ad608cd856711cb405d7,10374.69,VO_0efe268eb7639cb02c52,0.0014524566000000002,TRUE
PE_283a79a4d7e1d99ea45c,2017,4,1,MT,TSS,175,CO_385d4ec93f98d789b063;CO_d4ea83386c6b49d1cc49,10374.69,VO_0efe268eb7639cb02c52,1.81557075,TRUE
PE_28a3ad7db7957a75e475,2014,3,1,MT,NH4,NA,NA,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,NO2,NA,NA,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,NO3,9.65,CO_b4ff2b19753f126767e4,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,OP,0.7,CO_80c3cd40fa35f9088b87,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,Se,NA,NA,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,TDS,NA,NA,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,TKN,5.58,CO_c5207b559b018772164b,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,TN,5.69,CO_a3c171bc731350e33125,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,TP,0.8,CO_f478525457dcd5ec6223,NA,NA,NA,FALSE
PE_28a3ad7db7957a75e475,2014,3,1,MT,TSS,170,CO_1c8b434d949bf02437c4,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,NH4,NA,NA,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,NO2,NA,NA,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,NO3,8.4,CO_0709e1008834c2ca8648;CO_3595dba096286be744d1;CO_576da443f7be5075a80a;CO_f0571d121bc4aafe224f,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,OP,0,CO_1f09802c4beac758321a;CO_68e476b5d5aeca7b0e3b;CO_6fc8f95bc6465849249d;CO_cc6bb91d4a9aec9fe2e2,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,Se,0.0064,CO_0c2e0e7c635f6c76f4f7;CO_6e7ccc15ae233f2072cd;CO_a459cbd057d91b7ad4f6,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,TDS,NA,NA,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,TKN,1.75,CO_3caffc05c7f0e2906e51;CO_5d7be92de977a8c5aa4c;CO_8f1d857513c617aa479c;CO_b023673aa0a8e8090f7c,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,TN,NA,NA,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,TP,0.22000000000000003,CO_14c54242e8185b507bc9;CO_2f5903a7888abd6b422c;CO_681d12400213531e5fde;CO_9eb2d543a0a36152b007,NA,NA,NA,FALSE
PE_29232e3b1d0dd0846861,2021,6,1,MT,TSS,386.6665,CO_16f95616cdcb41ea5dff;CO_82afce17548a4bdfd5e0;CO_e1e8cad46045c4abf495;CO_ec03ee0bf4c423c334ec,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,NH4,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,NO2,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,NO3,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,OP,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,Se,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,TDS,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,TKN,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,TN,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,TP,NA,NA,NA,NA,NA,FALSE
PE_292d31f26b57f7190bab,2020,2,2,CT,TSS,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,NH4,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,NO2,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,NO3,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,OP,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,Se,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,TDS,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,TKN,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,TN,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,TP,NA,NA,NA,NA,NA,FALSE
PE_2a0d4bf170744820dad9,2013,1,1,CT,TSS,NA,NA,NA,NA,NA,FALSE
PE_2aaba42888d07cb12d22,2011,2,2,MT,NH4,NA,NA,36672.87,VO_3b485121fd8ba1ced92a,NA,FALSE
PE_2aaba42888d07cb12d22,2011,2,2,MT,NO2,NA,NA,36672.87,VO_3b485121fd8ba1ced92a,NA,FALSE
PE_2aaba42888d07cb12d22,2011,2,2,MT,NO3,7.3,CO_4fef4355420472697c29,36672.87,VO_3b485121fd8ba1ced92a,0.267711951,TRUE
PE_2aaba42888d07cb12d22,2011,2,2,MT,OP,0.232,CO_4a44dc15364204a80fe8,36672.87,VO_3b485121fd8ba1ced92a,0.00850810584,TRUE
PE_2aaba42888d07cb12d22,2011,2,2,MT,Se,NA,NA,36672.87,VO_3b485121fd8ba1ced92a,NA,FALSE
PE_2aaba42888d07cb12d22,2011,2,2,MT,TDS,NA,NA,36672.87,VO_3b485121fd8ba1ced92a,NA,FALSE
PE_2aaba42888d07cb12d22,2011,2,2,MT,TKN,NA,NA,36672.87,VO_3b485121fd8ba1ced92a,NA,FALSE
PE_2aaba42888d07cb12d22,2011,2,2,MT,TN,4.64,CO_2672c5e0b4b0aa159c51,36672.87,VO_3b485121fd8ba1ced92a,0.17016211679999999,TRUE
PE_2aaba42888d07cb12d22,2011,2,2,MT,TP,1.917,CO_3958de59a1ae60b4330e,36672.87,VO_3b485121fd8ba1ced92a,0.07030189179000002,TRUE
PE_2aaba42888d07cb12d22,2011,2,2,MT,TSS,1688.64,CO_4bf800ac362b7666ab0f,36672.87,VO_3b485121fd8ba1ced92a,61.92727519680001,TRUE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,NH4,NA,NA,7115,VO_f391d0b5fb4f0f5c8ec6,NA,FALSE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,NO2,NA,NA,7115,VO_f391d0b5fb4f0f5c8ec6,NA,FALSE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,NO3,9.627,CO_93a3a6df20e4b9fe133a,7115,VO_f391d0b5fb4f0f5c8ec6,0.06849610500000002,TRUE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,OP,NA,NA,7115,VO_f391d0b5fb4f0f5c8ec6,NA,FALSE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,Se,NA,NA,7115,VO_f391d0b5fb4f0f5c8ec6,NA,FALSE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,TDS,NA,NA,7115,VO_f391d0b5fb4f0f5c8ec6,NA,FALSE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,TKN,2.643,CO_0d3fa6dd8f23a9a7db9b,7115,VO_f391d0b5fb4f0f5c8ec6,0.018804945,TRUE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,TN,NA,NA,7115,VO_f391d0b5fb4f0f5c8ec6,NA,FALSE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,TP,1.514,CO_550018524a55c47b5406,7115,VO_f391d0b5fb4f0f5c8ec6,0.010772110000000001,TRUE
PE_2b1a26b26247f7aaf591,2013,6,2,ST,TSS,769.8,CO_77ea20057dc948bbe573,7115,VO_f391d0b5fb4f0f5c8ec6,5.477127,TRUE
PE_2b276407ca9e7ade973b,2013,5,2,MT,NH4,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,NO2,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,NO3,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,OP,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,Se,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,TDS,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,TKN,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,TN,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,TP,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2b276407ca9e7ade973b,2013,5,2,MT,TSS,NA,NA,43016,VO_437622f02a3c3afdbc5a,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,NH4,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,NO2,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,NO3,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,OP,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,Se,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,TDS,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,TKN,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,TN,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,TP,NA,NA,NA,NA,NA,FALSE
PE_2bbc899d26154b6d1225,2018,4,1,CT,TSS,NA,NA,NA,NA,NA,FALSE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,NH4,0.005,CO_9a89fd0c94aac0a90999;CO_d1a66c20035198acd713,10658.56,VO_04a736c58a38f4178104,5.32928e-5,TRUE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,NO2,NA,NA,10658.56,VO_04a736c58a38f4178104,NA,FALSE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,NO3,7.92,CO_75ca4e6929494268b763;CO_bbe814c133ff59125385,10658.56,VO_04a736c58a38f4178104,0.08441579519999999,TRUE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,OP,0.07500000000000001,CO_4c970004b0678d439f17;CO_a30f4ef42176d28f0e22,10658.56,VO_04a736c58a38f4178104,7.99392e-4,TRUE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,Se,NA,NA,10658.56,VO_04a736c58a38f4178104,NA,FALSE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,TDS,NA,NA,10658.56,VO_04a736c58a38f4178104,NA,FALSE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,TKN,0.121,CO_572878043beff72a7ae4,10658.56,VO_04a736c58a38f4178104,0.0012896857599999998,TRUE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,TN,8.7625,CO_836477d3ed006825a61c;CO_eeba9af98eb63324e962,10658.56,VO_04a736c58a38f4178104,0.09339563199999998,TRUE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,TP,0.191,CO_eed5fe88eedf687582e3,10658.56,VO_04a736c58a38f4178104,0.0020357849599999998,TRUE
PE_2bc636c51bdfedd7a673,2015,6,1,ST,TSS,120.8335,CO_22c9d21f3b7379023a30;CO_7e145fa3f46d8e3e3214,10658.56,VO_04a736c58a38f4178104,1.28791110976,TRUE
PE_2d8bea54a10e404180da,2018,5,1,ST,NH4,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,NO2,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,NO3,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,OP,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,Se,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,TDS,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,TKN,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,TN,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,TP,NA,NA,NA,NA,NA,FALSE
PE_2d8bea54a10e404180da,2018,5,1,ST,TSS,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,NH4,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,NO2,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,NO3,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,OP,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,Se,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,TDS,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,TKN,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,TN,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,TP,NA,NA,NA,NA,NA,FALSE
PE_2dee4ae4d1c5b4873b12,2022,6,1,CT,TSS,NA,NA,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,NH4,NA,NA,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,NO2,NA,NA,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,NO3,8.45,CO_b687b757bd658e9ae562;CO_fb1548cece225c928b67,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,OP,0,CO_39700d452c77592c9710;CO_b027feeb60b70f0d34ec,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,Se,0.00855,CO_6023019c17d1af79c635;CO_aac7d4dc2eb6e6079dda,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,TDS,NA,NA,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,TKN,4.050000000000001,CO_a1a5242f44256747fe18;CO_f23784f17468ea72b2dd,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,TN,NA,NA,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,TP,0.37,CO_2b8ae4541022864d57e6;CO_3ea77fc339263dd319e3,NA,NA,NA,FALSE
PE_2e40b6e91cc7d5ecd6c3,2021,4,2,CT,TSS,3160,CO_985a6c71882580e248a9;CO_a0c86914fe44d434e46d,NA,NA,NA,FALSE
PE_2e9d58711c9824497c11,2013,4,2,CT,NH4,NA,NA,8443,VO_0c742abd11b232fb629a,NA,FALSE
PE_2e9d58711c9824497c11,2013,4,2,CT,NO2,NA,NA,8443,VO_0c742abd11b232fb629a,NA,FALSE
PE_2e9d58711c9824497c11,2013,4,2,CT,NO3,8.838,CO_315ef9b31f21c15d6dc3,8443,VO_0c742abd11b232fb629a,0.07461923399999999,TRUE
PE_2e9d58711c9824497c11,2013,4,2,CT,OP,NA,NA,8443,VO_0c742abd11b232fb629a,NA,FALSE
PE_2e9d58711c9824497c11,2013,4,2,CT,Se,NA,NA,8443,VO_0c742abd11b232fb629a,NA,FALSE
PE_2e9d58711c9824497c11,2013,4,2,CT,TDS,NA,NA,8443,VO_0c742abd11b232fb629a,NA,FALSE
PE_2e9d58711c9824497c11,2013,4,2,CT,TKN,8.493,CO_62f73707683b924b65bf,8443,VO_0c742abd11b232fb629a,0.071706399,TRUE
PE_2e9d58711c9824497c11,2013,4,2,CT,TN,NA,NA,8443,VO_0c742abd11b232fb629a,NA,FALSE
PE_2e9d58711c9824497c11,2013,4,2,CT,TP,1.703,CO_6dfb97632210ac38a071,8443,VO_0c742abd11b232fb629a,0.014378429,TRUE
PE_2e9d58711c9824497c11,2013,4,2,CT,TSS,4866.75,CO_9568c7995e76c5a8ddd2,8443,VO_0c742abd11b232fb629a,41.08997025,TRUE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,NH4,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,NO2,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,NO3,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,OP,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,Se,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,TDS,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,TKN,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,TN,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,TP,NA,NA,3753,VO_197310d56fb6be50d3f6,NA,FALSE
PE_2efa629b1e4ba707bca1,2012,10,1,CT,TSS,609.6,CO_739a6e720875495ba7eb,3753,VO_197310d56fb6be50d3f6,2.2878288,TRUE
PE_2fff192166fb6a1b5884,2011,6,1,CT,NH4,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,NO2,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,NO3,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,OP,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,Se,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,TDS,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,TKN,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,TN,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,TP,NA,NA,NA,NA,NA,FALSE
PE_2fff192166fb6a1b5884,2011,6,1,CT,TSS,997.38,CO_ea12da3871150a5fb40e,NA,NA,NA,FALSE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,NH4,NA,NA,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,NA,FALSE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,NO2,0.8445,CO_450d7f44d39e166b8426;CO_5828f81e4e1a30fca0d6;CO_824911dc2772f10de226;CO_ac2a41af69b8320d2205,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,0.0390685672425,TRUE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,NO3,0.1985,CO_2fead305174250d45c8f;CO_343e4608e829354004f6;CO_74a86f62d0acd138c703;CO_fdf3ec936ee7d42f188a,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,0.0091830794525,TRUE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,OP,0,CO_0aa598c735f77296910c;CO_3cb65cad26f0a517866e;CO_51cfe39433c33d8144a4;CO_c24cf8d31cf7e596ba05,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,0,TRUE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,Se,NA,NA,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,NA,FALSE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,TDS,617,CO_823ea8bee44e3bd43a00;CO_94b61028667f73073a55;CO_9b01ed1b37bb28904975;CO_cdc4f04b7654657e1736,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,28.543879205,TRUE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,TKN,0,CO_0d4a81d212f55a147b93;CO_3900e2a1012f330abc08;CO_803919e93ccac91d25f0;CO_b3c3b62c4e9797a9abb3,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,0,TRUE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,TN,NA,NA,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,NA,FALSE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,TP,2.165,CO_1e37a1cedc03621762af;CO_325969e80bedf5b28c02;CO_8032b67b62f573e47ebc;CO_baffc1e34bdd807d7617,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,0.100158020225,TRUE
PE_30d8eee773ba85ed7ec9,2025,2,2,CT,TSS,1488.3335,CO_0468eabdcd833e18d0a0;CO_0d7bcfe4cec22e054b10;CO_724d26237aa5ef393eb7;CO_b0db929af528e3178b6f,46262.365,VO_84a9c7fa5b23de230f7d;VO_d16caed252d85f87b1d8,68.8538276187275,TRUE
PE_30f71765b192fa672ac6,2024,1,2,ST,NH4,NA,NA,44818.95,VO_4612222eeae69ca54831;VO_d3c7c02a7d773248275a,NA,FALSE
