EventVolumeID,Date,Year,Irrigation,Rep,Treatment,SampleID,MeasureMethod,_event_n_analyte_rows,_event_n_volume_nonmissing,_event_n_unique_volume,Volume,NoRunoff,CumAll_STIR_toDate,Season_STIR_toDate,residue_prop,Residue_PercentCover,Residue_DryMass_kg_m2,Inflow_Volume,DayOfYear,DaysSincePlant,DaysUntilHarvest,Crop,previous_crop,SeasonYear,FlumeMethod,IrrMethod,IrrigationInfrastructure,event_mean_logC_all,event_max_logC_all,event_n_conc_obs,event_logC_ICP,event_logC_NH4,event_logC_NO2,event_logC_NO3,event_logC_NOx,event_logC_NPOC,event_logC_OP,event_logC_Se,event_logC_TDS,event_logC_TKN,event_logC_TN,event_logC_TP,event_logC_TSP,event_logC_TSS,y_logV
Date=2022-07-14T00:00:00|Year=2022|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=CT2-FF-03-GB|MeasureMethod=Etape,2022-07-14,2022,3.0,2,CT,CT2-FF-03-GB,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,90139.87,195.0,76.0,102.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,1.311684920131136,5.960146723695413,7.0,,,0.0,1.9740810260220096,,,0.0,0.0068763039394321565,,0.9555114450274363,,0.2851789422336624,,5.960146723695413,
Date=2022-07-14T00:00:00|Year=2022|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=CT2-03-LC|MeasureMethod=Etape,2022-07-14,2022,3.0,2,CT,CT2-03-LC,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,90139.87,195.0,76.0,102.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,1.1628620655608712,5.335935835254491,7.0,,,0.0,1.9600947840472698,,,0.0,0.006280237957150484,,0.6471032420585384,,0.19062035960864973,,5.335935835254491,
Date=2022-07-14T00:00:00|Year=2022|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=CT2-03-LC-D|MeasureMethod=Etape,2022-07-14,2022,3.0,2,CT,CT2-03-LC-D,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,90139.87,195.0,76.0,102.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,1.0434765470522576,5.198497031265826,7.0,,,0.0,1.9600947840472698,,,0.0,0.005982071677547464,,0.0,,0.1397619423751587,,5.198497031265826,
Date=2022-07-26T00:00:00|Year=2022|Irrigation=4.0|Rep=1|Treatment=CT|SampleID=CT1-FF-04-GB|MeasureMethod=Etape,2022-07-26,2022,4.0,1,CT,CT1-FF-04-GB,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,103902.33,207.0,88.0,90.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,1.2762916030786313,5.802118375377063,7.0,,,0.0,2.0149030205422647,,,0.0,0.006478966097709123,,0.832909122935104,,0.2776317365982795,,5.802118375377063,
Date=2022-07-26T00:00:00|Year=2022|Irrigation=4.0|Rep=1|Treatment=CT|SampleID=CT1-04-LC|MeasureMethod=Etape,2022-07-26,2022,4.0,1,CT,CT1-04-LC,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,103902.33,207.0,88.0,90.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,0.9197230487567171,4.51085950651685,7.0,,,0.0,1.8082887711792655,,,0.0,0.005584378293900614,,0.0,,0.11332868530700317,,4.51085950651685,
Date=2022-07-26T00:00:00|Year=2022|Irrigation=4.0|Rep=1|Treatment=CT|SampleID=CT1-04-LC-D|MeasureMethod=Etape,2022-07-26,2022,4.0,1,CT,CT1-04-LC-D,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,103902.33,207.0,88.0,90.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,0.9202139496929573,4.352430456733875,7.0,,,0.0,1.9878743481543455,,,0.0,0.005882663158155495,,0.0,,0.09531017980432487,,4.352430456733875,
Date=2022-07-27T00:00:00|Year=2022|Irrigation=4.0|Rep=2|Treatment=CT|SampleID=CT2-FF-04-GB|MeasureMethod=Etape,2022-07-27,2022,4.0,2,CT,CT2-FF-04-GB,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,89491.62,208.0,89.0,89.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,1.477170615186343,7.993282328101591,7.0,,,0.0,2.0014800002101243,,,0.0,0.008959741371471902,,0.0,,0.33647223662121295,,7.993282328101591,
Date=2022-08-10T00:00:00|Year=2022|Irrigation=5.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2022-08-10,2022,5.0,1,CT,,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,106443.9,222.0,103.0,75.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2022-08-10T00:00:00|Year=2022|Irrigation=5.0|Rep=1|Treatment=CT|SampleID=CT1-05-LC|MeasureMethod=Etape,2022-08-10,2022,5.0,1,CT,CT1-05-LC,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,106443.9,222.0,103.0,75.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,0.9846036355881135,4.473545545783795,7.0,,,0.0,2.1162555148025524,,,0.1484200051182733,0.005584378293900614,,0.0,,0.1484200051182733,,4.473545545783795,
Date=2022-08-10T00:00:00|Year=2022|Irrigation=5.0|Rep=1|Treatment=CT|SampleID=CT1-05-LC-D|MeasureMethod=Etape,2022-08-10,2022,5.0,1,CT,CT1-05-LC-D,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,106443.9,222.0,103.0,75.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2022-08-11T00:00:00|Year=2022|Irrigation=5.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2022-08-11,2022,5.0,2,CT,,Etape,42,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,108657.6,223.0,104.0,74.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2022-08-18T00:00:00|Year=2022|Irrigation=6.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2022-08-18,2022,6.0,1,CT,,Etape,42,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,,230.0,111.0,67.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2022-08-19T00:00:00|Year=2022|Irrigation=6.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2022-08-19,2022,6.0,2,CT,,Etape,42,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,,231.0,112.0,66.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2022-08-23T00:00:00|Year=2022|Irrigation=7.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2022-08-23,2022,7.0,1,CT,,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,114688.22,235.0,116.0,62.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2022-08-23T00:00:00|Year=2022|Irrigation=7.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2022-08-23,2022,7.0,2,CT,,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,,235.0,116.0,62.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2022-08-23T00:00:00|Year=2022|Irrigation=7.0|Rep=1|Treatment=CT|SampleID=CT1-06-LC|MeasureMethod=Etape,2022-08-23,2022,7.0,1,CT,CT1-06-LC,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,114688.22,235.0,116.0,62.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,0.8635216279271515,3.713572066704308,7.0,,,0.0,2.186051276738094,,,0.1397619423751587,0.005266109672499838,,0.0,,0.0,,3.713572066704308,
Date=2022-08-23T00:00:00|Year=2022|Irrigation=7.0|Rep=1|Treatment=CT|SampleID=CT1-06-LC-D|MeasureMethod=Etape,2022-08-23,2022,7.0,1,CT,CT1-06-LC-D,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,114688.22,235.0,116.0,62.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,0.9312205120592506,4.214598616469919,7.0,,,0.0,2.174751721484161,,,0.12221763272424921,0.006975613736425242,,0.0,,0.0,,4.214598616469919,
Date=2022-08-24T00:00:00|Year=2022|Irrigation=7.0|Rep=2|Treatment=CT|SampleID=CT2-06-LC|MeasureMethod=Etape,2022-08-24,2022,7.0,2,CT,CT2-06-LC,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,101773.73,236.0,117.0,61.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,1.0421655603807003,4.2626798770413155,7.0,,,0.0,2.0149030205422647,,,0.22314355131420976,0.006975613736425242,,0.6830968447064438,,0.10436001532424277,,4.2626798770413155,
Date=2022-08-24T00:00:00|Year=2022|Irrigation=7.0|Rep=2|Treatment=CT|SampleID=CT2-06-LC-D|MeasureMethod=Etape,2022-08-24,2022,7.0,2,CT,CT2-06-LC-D,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,101773.73,236.0,117.0,61.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,0.9054387936418407,3.9951317771505086,7.0,,,0.0,2.0014800002101243,,,0.22314355131420976,0.004987541511039074,,0.0,,0.11332868530700317,,3.9951317771505086,
Date=2022-09-06T00:00:00|Year=2022|Irrigation=8.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2022-09-06,2022,8.0,1,CT,,Etape,42,0,0,,False,2481.29375,76.61874999999964,0.0566666666666666,5.666666666666667,0.0081666666666666,93265.31,249.0,130.0,48.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2022-09-07T00:00:00|Year=2022|Irrigation=8.0|Rep=2|Treatment=CT|SampleID=CT2-FF-07-GB|MeasureMethod=Etape,2022-09-07,2022,8.0,2,CT,CT2-FF-07-GB,Etape,14,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,101434.03,250.0,131.0,47.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,1.3014004702073305,5.382966372000717,8.0,,,0.0,2.199444334074532,2.199444334074532,,0.08617769624105233,0.006677654753240568,,0.5364933705145685,,0.0,,5.382966372000717,
Date=2022-09-07T00:00:00|Year=2022|Irrigation=8.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2022-09-07,2022,8.0,2,CT,,Etape,28,0,0,,False,2481.29375,76.61874999999964,0.08,8.0,0.0176666666666666,101434.03,250.0,131.0,47.0,grain corn,grain corn,2022,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2023-07-17T00:00:00|Year=2023|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=K-CT1-01-LC|MeasureMethod=Ruler,2023-07-17,2023,1.0,1,CT,K-CT1-01-LC,Ruler,14,14,1,49247.71,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,198.0,76.0,53.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.679934155492194,7.155396301896734,7.0,,,0.0,2.288486168614544,,,0.055434706888100586,,7.155396301896734,2.2082744135228043,,0.49469624183610705,,6.557251255687068,10.804638453363793
Date=2023-07-17T00:00:00|Year=2023|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=K-CT1-01-ISC|MeasureMethod=Ruler,2023-07-17,2023,1.0,1,CT,K-CT1-01-ISC,Ruler,14,14,1,49247.71,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,198.0,76.0,53.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.691256201037768,7.201170883281678,7.0,,,0.0,2.2915241456346207,,,0.06015392281974709,,7.201170883281678,1.9740810260220096,,0.6054082662519386,,6.706455163254382,10.804638453363793
Date=2023-07-17T00:00:00|Year=2023|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=K-CT1-01-GB|MeasureMethod=Ruler,2023-07-17,2023,1.0,1,CT,K-CT1-01-GB,Ruler,14,14,1,49247.71,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,198.0,76.0,53.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.619868881664509,7.170888478512505,7.0,,,0.0,2.2762411176544437,,,0.06203539091945264,,7.170888478512505,1.9459101490553132,,0.45805755822733496,,6.425949477282512,10.804638453363793
Date=2023-07-17T00:00:00|Year=2023|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=K-CT1-01-GBH|MeasureMethod=Ruler,2023-07-17,2023,1.0,1,CT,K-CT1-01-GBH,Ruler,14,14,1,49247.71,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,198.0,76.0,53.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.0357043911443435,7.186144304522325,7.0,,,0.0,2.2679936482244267,,,0.05354076692802982,,7.186144304522325,1.8082887711792655,,0.10074990310014306,,2.833213344056216,10.804638453363793
Date=2023-07-17T00:00:00|Year=2023|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=K-CT2-01-LC|MeasureMethod=Ruler,2023-07-17,2023,1.0,2,CT,K-CT2-01-LC,Ruler,14,14,1,21017.36,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,198.0,76.0,53.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.797712457027783,7.61792328002253,7.0,,,0.0,2.2607208888953467,,,0.0,,7.01301578963963,1.9315214116032138,,0.76080582903376,,7.61792328002253,9.953151620454706
Date=2023-07-17T00:00:00|Year=2023|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=K-CT2-01-ISC|MeasureMethod=Ruler,2023-07-17,2023,1.0,2,CT,K-CT2-01-ISC,Ruler,14,14,1,21017.36,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,198.0,76.0,53.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,,,,,,,,,,,,,,,,,,9.953151620454706
Date=2023-07-17T00:00:00|Year=2023|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=K-CT2-01-GB|MeasureMethod=Ruler,2023-07-17,2023,1.0,2,CT,K-CT2-01-GB,Ruler,14,14,1,21017.36,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,198.0,76.0,53.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.8374183614859794,7.24968900306429,7.0,,,0.0,2.2793164660546914,,,0.0,,7.0825485693553,2.4849066497880004,,0.7654678421395714,,7.24968900306429,9.953151620454706
Date=2023-07-17T00:00:00|Year=2023|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=K-CT2-01-GBH|MeasureMethod=Ruler,2023-07-17,2023,1.0,2,CT,K-CT2-01-GBH,Ruler,14,14,1,21017.36,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,198.0,76.0,53.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.0202235098233587,7.129030686401659,7.0,,,0.0,2.2731562823032334,,,0.0,,1.791759469228055,2.272125885509337,,0.6754922453212246,,7.129030686401659,9.953151620454706
Date=2023-08-01T00:00:00|Year=2023|Irrigation=<MISSING>|Rep=1|Treatment=CT|SampleID=K-CT1-S1-LC|MeasureMethod=Etape,2023-08-01,2023,,1,CT,K-CT1-S1-LC,Etape,14,0,0,,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,213.0,91.0,38.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.703462351914529,7.630946580890459,7.0,,,0.1518623493092461,1.6448050562713916,,,0.08984070399978947,,5.056245805348308,3.5263605246161616,,0.8241754429663494,,7.630946580890459,
Date=2023-08-01T00:00:00|Year=2023|Irrigation=<MISSING>|Rep=2|Treatment=CT|SampleID=K-CT2-S1-LC|MeasureMethod=Etape,2023-08-01,2023,,2,CT,K-CT2-S1-LC,Etape,14,0,0,,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,213.0,91.0,38.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.7047182354953856,8.473101900231423,7.0,,,0.16720791898390647,0.5922212619699848,,,0.09984533496971613,,5.14166355650266,3.4011973816621555,,1.0577902941478545,,8.473101900231423,
Date=2023-08-06T00:00:00|Year=2023|Irrigation=<MISSING>|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2023-08-06,2023,,1,CT,,Etape,14,0,0,,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,218.0,96.0,33.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,,,,,,,,,,,,,,,,,,
Date=2023-08-06T00:00:00|Year=2023|Irrigation=<MISSING>|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Etape,2023-08-06,2023,,2,CT,,Etape,14,0,0,,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,218.0,96.0,33.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,,,,,,,,,,,,,,,,,,
Date=2023-08-16T00:00:00|Year=2023|Irrigation=2.0|Rep=1|Treatment=CT|SampleID=K-CT1-02-LC|MeasureMethod=Ruler,2023-08-16,2023,2.0,1,CT,K-CT1-02-LC,Ruler,14,14,1,73898.8,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,228.0,106.0,23.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.4054423645533367,7.232973714172824,7.0,,,0.0,1.4562867329399256,,,0.0,,6.546785410760524,0.5653138090500605,,1.0367368849500223,,7.232973714172824,11.210465400572685
Date=2023-08-16T00:00:00|Year=2023|Irrigation=2.0|Rep=1|Treatment=CT|SampleID=K-CT1-02-ISC|MeasureMethod=Ruler,2023-08-16,2023,2.0,1,CT,K-CT1-02-ISC,Ruler,14,14,1,73898.8,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,228.0,106.0,23.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,1.5941953718294786,6.75343791859778,6.0,,,0.0,1.4469189829363254,,,0.0,,6.75343791859778,0.5538851132264376,,0.8109302162163288,,,11.210465400572685
Date=2023-08-16T00:00:00|Year=2023|Irrigation=2.0|Rep=1|Treatment=CT|SampleID=K-CT1-02-GB|MeasureMethod=Ruler,2023-08-16,2023,2.0,1,CT,K-CT1-02-GB,Ruler,14,14,1,73898.8,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,228.0,106.0,23.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.394543739706581,7.508969719760644,7.0,,,0.0,1.4793292270870801,,,0.05732506661926941,,6.776506992372183,0.5007752879124893,,0.4388998841944018,,7.508969719760644,11.210465400572685
Date=2023-08-16T00:00:00|Year=2023|Irrigation=2.0|Rep=1|Treatment=CT|SampleID=K-CT1-02-GBH|MeasureMethod=Ruler,2023-08-16,2023,2.0,1,CT,K-CT1-02-GBH,Ruler,14,14,1,73898.8,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,228.0,106.0,23.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.2771349372502407,6.771935555839602,7.0,,,0.0,1.425515074273172,,,0.0,,6.771935555839602,0.5709795465857378,,0.5152159720672836,,6.65629841198589,11.210465400572685
Date=2023-08-16T00:00:00|Year=2023|Irrigation=2.0|Rep=2|Treatment=CT|SampleID=K-CT2-02-LC|MeasureMethod=Ruler,2023-08-16,2023,2.0,2,CT,K-CT2-02-LC,Ruler,14,14,1,73851.0,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,228.0,106.0,23.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.48959893000152,7.872582047499964,7.0,,,0.0,1.413423028508143,,,0.0,,6.859614903654202,0.48858001481867097,,0.7929925155296614,,7.872582047499964,11.209818369515634
Date=2023-08-16T00:00:00|Year=2023|Irrigation=2.0|Rep=2|Treatment=CT|SampleID=K-CT2-02-ISC|MeasureMethod=Ruler,2023-08-16,2023,2.0,2,CT,K-CT2-02-ISC,Ruler,14,14,1,73851.0,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,228.0,106.0,23.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.3807279461058934,7.374211373159706,7.0,,,0.0,1.430311246536665,,,0.0,,6.785587645007929,0.4252677354043441,,0.6497176226326093,,7.374211373159706,11.209818369515634
Date=2023-08-16T00:00:00|Year=2023|Irrigation=2.0|Rep=2|Treatment=CT|SampleID=K-CT2-02-GB|MeasureMethod=Ruler,2023-08-16,2023,2.0,2,CT,K-CT2-02-GB,Ruler,14,14,1,73851.0,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,228.0,106.0,23.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.5375961280828494,7.407115626945121,7.0,,,0.0,1.4327007339340463,,,0.0,,6.838405200847344,1.410986973710262,,0.6739643611431714,,7.407115626945121,11.209818369515634
Date=2023-08-16T00:00:00|Year=2023|Irrigation=2.0|Rep=2|Treatment=CT|SampleID=K-CT2-02-GBH|MeasureMethod=Ruler,2023-08-16,2023,2.0,2,CT,K-CT2-02-GBH,Ruler,14,14,1,73851.0,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,228.0,106.0,23.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.3997036216109424,7.129030686401659,7.0,,,0.0,1.413423028508143,,,0.0,,6.725033642166843,0.9555114450274363,,0.5749265491725143,,7.129030686401659,11.209818369515634
Date=2023-08-23T00:00:00|Year=2023|Irrigation=3.0|Rep=1|Treatment=CT|SampleID=K-CT1-03-LC|MeasureMethod=Ruler,2023-08-23,2023,3.0,1,CT,K-CT1-03-LC,Ruler,14,14,1,36666.33,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,235.0,113.0,16.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.3202077916281287,7.107425474110705,7.0,,,0.0,2.1412419425852827,,,0.06485097231961633,,7.107425474110705,0.0,,0.5019866750987863,,6.425949477282512,10.509641446851896
Date=2023-08-23T00:00:00|Year=2023|Irrigation=3.0|Rep=1|Treatment=CT|SampleID=K-CT1-03-ISC|MeasureMethod=Ruler,2023-08-23,2023,3.0,1,CT,K-CT1-03-ISC,Ruler,14,14,1,36666.33,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,235.0,113.0,16.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.4643314930831433,7.02197642307216,7.0,,,0.0,2.1412419425852827,,,0.06485097231961633,,7.02197642307216,0.5538851132264376,,0.6429059641231986,,6.825460036255307,10.509641446851896
Date=2023-08-23T00:00:00|Year=2023|Irrigation=3.0|Rep=1|Treatment=CT|SampleID=K-CT1-03-GB|MeasureMethod=Ruler,2023-08-23,2023,3.0,1,CT,K-CT1-03-GB,Ruler,14,14,1,36666.33,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,235.0,113.0,16.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.4360476495293635,7.107425474110705,7.0,,,0.0,2.1424163408412245,,,0.06859279146561172,,7.107425474110705,0.5709795465857378,,0.5504308783583501,,6.612488515343914,10.509641446851896
Date=2023-08-23T00:00:00|Year=2023|Irrigation=3.0|Rep=1|Treatment=CT|SampleID=K-CT1-03-GBH|MeasureMethod=Ruler,2023-08-23,2023,3.0,1,CT,K-CT1-03-GBH,Ruler,14,14,1,36666.33,False,2680.77875,67.59999999999991,0.1033333333333333,10.333333333333334,0.0256666666666666,,235.0,113.0,16.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.3635938256638305,7.099201743553092,7.0,,,0.0,2.134166441369082,,,0.05921185963184609,,7.099201743553092,0.5128236264286639,,0.46499108742219125,,6.274762021241939,10.509641446851896
Date=2023-08-23T00:00:00|Year=2023|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=K-CT2-03-LC|MeasureMethod=Ruler,2023-08-23,2023,3.0,2,CT,K-CT2-03-LC,Ruler,14,14,1,27515.49,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,235.0,113.0,16.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.4061778795960422,7.048386408721883,7.0,,,0.0,2.136530508663963,,,0.0,,7.048386408721883,0.4510756193602166,,0.3220834991691133,,6.885169121257118,10.222540740308252
Date=2023-08-23T00:00:00|Year=2023|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=K-CT2-03-ISC|MeasureMethod=Ruler,2023-08-23,2023,3.0,2,CT,K-CT2-03-ISC,Ruler,14,14,1,27515.49,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,235.0,113.0,16.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.4905999584565137,7.048386408721883,7.0,,,0.0,2.128231705849268,,,0.0,,7.048386408721883,0.5877866649021191,,0.681074599325676,,6.9887203303966485,10.222540740308252
Date=2023-08-23T00:00:00|Year=2023|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=K-CT2-03-GB|MeasureMethod=Ruler,2023-08-23,2023,3.0,2,CT,K-CT2-03-GB,Ruler,14,14,1,27515.49,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,235.0,113.0,16.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.412897612202998,6.985641817639208,7.0,,,0.0,2.132982308607866,,,0.0,,6.985641817639208,0.5007752879124893,,0.7975071958841881,,6.473376675377237,10.222540740308252
Date=2023-08-23T00:00:00|Year=2023|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=K-CT2-03-GBH|MeasureMethod=Ruler,2023-08-23,2023,3.0,2,CT,K-CT2-03-GBH,Ruler,14,14,1,27515.49,False,2680.77875,67.59999999999991,0.0233333333333333,2.333333333333333,0.0021666666666666,,235.0,113.0,16.0,silage corn,grain corn,2023,60 V Trap,Gated Pipe,Gated Pipe,2.4336217332994963,7.1785454837637,7.0,,,0.0,2.127040520479115,,,0.0,,7.1785454837637,0.44468582126144574,,0.5544596607860519,,6.730620646806163,10.222540740308252
