_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,EventVolumeID,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
5694,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab","Analytical composite, the average of CT1 I1 S1,S3,S5,S7,S9,S11,S15,S16. The TSS result is an average of CT1 samples 1-15A. Any tested duplicates were averaged before.",Nitrite,,,,126691.33,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,0.15,0,,0.15,NO2,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.36832988944635753,0.0,1.7506684261273162,42869.23661514235,10664.46202229565,172317.57219090345,0.36832988944635753,0.0,1.7506684261273162,0.6982530088043551,,,,,0.36832988944635753,44359.44
5695,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,TRUE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Composite sample, CT1 I1 S15",Nitrite,,,,126691.33,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,0.15,0,,0.15,NO2,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.3309827585008649,0.0,1.6755918128847487,42869.23661514235,10664.46202229565,172317.57219090345,0.3309827585008649,0.0,1.6755918128847487,0.6982530088043551,,,,,0.3309827585008649,44359.44
5696,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT-D,False,TRUE,True,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Dupe of composite sample, CT1 I1 S16",Nitrite,,,,126691.33,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,0.15,0,,0.15,NO2,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT-D|MeasureMethod=Bubbler,,10.700103360260918,0.32577359199619704,0.0,1.6651201496247818,41645.70645262324,10360.066350337293,167399.54543657153,0.32577359199619704,0.0,1.6651201496247818,0.6982530088043551,,,,,0.32577359199619704,44359.44
6804,2014-07-01,2014,1.0,1,CT,OUT,CT1-FF-01-OT,True,FALSE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab",OG sample ID CT1 I1 S1 - S1= the first first samplable water  through flume.,NitrateNitrite,,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NOx,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-FF-01-OT|MeasureMethod=Bubbler,,10.700103360260918,7.844242644682222,3.3996002736225996,16.779030614890218,44603.72917688603,11095.97735801223,179289.4320478614,7.844242644682222,3.3996002736225996,16.779030614890218,0.6982530088043551,,,,,7.844242644682222,44359.44
6805,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab","Analytical composite, the average of CT1 I1 S1,S3,S5,S7,S9,S11,S15,S16. The TSS result is an average of CT1 samples 1-15A. Any tested duplicates were averaged before.",NitrateNitrite,,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NOx,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,4.537763115717724,1.7547801545017712,10.132220578723484,42869.23661514235,10664.46202229565,172317.57219090345,4.537763115717724,1.7547801545017712,10.132220578723484,0.6982530088043551,,,,,4.537763115717724,44359.44
6806,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,TRUE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Composite sample, CT1 I1 S15",NitrateNitrite,,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NOx,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,4.215162006069455,1.5943010736691265,9.483715643336765,42869.23661514235,10664.46202229565,172317.57219090345,4.215162006069455,1.5943010736691265,9.483715643336765,0.6982530088043551,,,,,4.215162006069455,44359.44
6807,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT-D,False,TRUE,True,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Dupe of composite sample, CT1 I1 S16",NitrateNitrite,,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NOx,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT-D|MeasureMethod=Bubbler,,10.700103360260918,4.042208272604555,1.5082646176777539,9.13603751579456,41645.70645262324,10360.066350337293,167399.54543657153,4.042208272604555,1.5082646176777539,9.13603751579456,0.6982530088043551,,,,,4.042208272604555,44359.44
7915,2014-07-01,2014,1.0,1,CT,OUT,CT1-FF-01-OT,True,FALSE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab",OG sample ID CT1 I1 S1 - S1= the first first samplable water  through flume.,TotalN,14.31,0.11,,126691.33,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,14.31,,0,0.11,,TN,2.11936409526676,-1.474159457481012,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-FF-01-OT|MeasureMethod=Bubbler,2.7285062096695922,10.700103360260918,7.856705420234876,3.4057999260896787,16.804083757030135,44603.72917688603,11095.97735801223,179289.4320478614,,,,,,,,,14.31,44359.44
7916,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab","Analytical composite, the average of CT1 I1 S1,S3,S5,S7,S9,S11,S15,S16. The TSS result is an average of CT1 samples 1-15A. Any tested duplicates were averaged before.",TotalN,4.882,0.11,,126691.33,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,4.882,,0,0.11,,TN,-0.4074660372803459,-1.474159457481012,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,1.7718968401318032,10.700103360260918,4.51526096516014,1.7435863788753445,10.086985905757482,42869.23661514235,10664.46202229565,172317.57219090345,,,,,,,,,4.882,44359.44
7917,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,TRUE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Composite sample, CT1 I1 S15",TotalN,4.0,0.11,,126691.33,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,4.0,,0,0.11,,TN,-0.6438538371219398,-1.474159457481012,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,1.6094379124341003,10.700103360260918,4.066344328564303,1.5202711854157527,9.184556727113247,42869.23661514235,10664.46202229565,172317.57219090345,,,,,,,,,4.0,44359.44
7918,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT-D,False,TRUE,True,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Dupe of composite sample, CT1 I1 S16",TotalN,4.52,0.11,,126691.33,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,4.52,,0,0.11,,TN,-0.5044868802992315,-1.474159457481012,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT-D|MeasureMethod=Bubbler,1.7083778602890038,10.700103360260918,3.9790428039720567,1.476842728405399,9.009059904964726,41645.70645262324,10360.066350337293,167399.54543657153,,,,,,,,,4.52,44359.44
9026,2014-07-01,2014,1.0,1,CT,OUT,CT1-FF-01-OT,True,FALSE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab",OG sample ID CT1 I1 S1 - S1= the first first samplable water  through flume.,Ammonium(NH4),,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NH4,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-FF-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.9531487247659562,0.0,2.9262933377259706,44603.72917688603,11095.97735801223,179289.4320478614,0.9531487247659562,0.0,2.9262933377259706,0.6982530088043551,,,,,0.9531487247659562,44359.44
9027,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab","Analytical composite, the average of CT1 I1 S1,S3,S5,S7,S9,S11,S15,S16. The TSS result is an average of CT1 samples 1-15A. Any tested duplicates were averaged before.",Ammonium(NH4),,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NH4,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.34038854201170315,0.0,1.6944996741584064,42869.23661514235,10664.46202229565,172317.57219090345,0.34038854201170315,0.0,1.6944996741584064,0.6982530088043551,,,,,0.34038854201170315,44359.44
9028,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,TRUE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Composite sample, CT1 I1 S15",Ammonium(NH4),,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NH4,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.17952780886282485,0.0,1.3711313526088849,42869.23661514235,10664.46202229565,172317.57219090345,0.17952780886282485,0.0,1.3711313526088849,0.6982530088043551,,,,,0.17952780886282485,44359.44
9029,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT-D,False,TRUE,True,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Dupe of composite sample, CT1 I1 S16",Ammonium(NH4),,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NH4,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT-D|MeasureMethod=Bubbler,,10.700103360260918,0.18504867604648648,0.0,1.3822296083468233,41645.70645262324,10360.066350337293,167399.54543657153,0.18504867604648648,0.0,1.3822296083468233,0.6982530088043551,,,,,0.18504867604648648,44359.44
10137,2014-07-01,2014,1.0,1,CT,OUT,CT1-FF-01-OT,True,FALSE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab",OG sample ID CT1 I1 S1 - S1= the first first samplable water  through flume.,TSP,,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,TSP,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-FF-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.8825339306647246,0.0,2.784340811474914,44603.72917688603,11095.97735801223,179289.4320478614,0.8825339306647246,0.0,2.784340811474914,0.6982530088043551,,,,,0.8825339306647246,44359.44
10138,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab","Analytical composite, the average of CT1 I1 S1,S3,S5,S7,S9,S11,S15,S16. The TSS result is an average of CT1 samples 1-15A. Any tested duplicates were averaged before.",TSP,,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,TSP,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.30985656296983866,0.0,1.6331231366835013,42869.23661514235,10664.46202229565,172317.57219090345,0.30985656296983866,0.0,1.6331231366835013,0.6982530088043551,,,,,0.30985656296983866,44359.44
10139,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,TRUE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Composite sample, CT1 I1 S15",TSP,0.202,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,0.202,,0,,,TSP,0.4900080672474575,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,0.18398683611301586,10.700103360260918,0.12696754721438175,0.0,1.2654727294212704,42869.23661514235,10664.46202229565,172317.57219090345,,,,,,,,,0.202,44359.44
10140,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT-D,False,TRUE,True,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Dupe of composite sample, CT1 I1 S16",TSP,,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,TSP,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT-D|MeasureMethod=Bubbler,,10.700103360260918,0.12765581893106745,0.0,1.2668563192224478,41645.70645262324,10360.066350337293,167399.54543657153,0.12765581893106745,0.0,1.2668563192224478,0.6982530088043551,,,,,0.12765581893106745,44359.44
11248,2014-07-01,2014,1.0,1,CT,OUT,CT1-FF-01-OT,True,FALSE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab",OG sample ID CT1 I1 S1 - S1= the first first samplable water  through flume.,Selenium,,,,126691.33,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,0.0015,0,,0.0015,Se,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-FF-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.5052116049348387,0.0,2.0258332206789063,44603.72917688603,11095.97735801223,179289.4320478614,0.5052116049348387,0.0,2.0258332206789063,0.6982530088043551,,,,,0.5052116049348387,44359.44
11249,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab","Analytical composite, the average of CT1 I1 S1,S3,S5,S7,S9,S11,S15,S16. The TSS result is an average of CT1 samples 1-15A. Any tested duplicates were averaged before.",Selenium,,,,126691.33,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,0.0015,0,,0.0015,Se,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.21473716116296562,0.0,1.4419105224738193,42869.23661514235,10664.46202229565,172317.57219090345,0.21473716116296562,0.0,1.4419105224738193,0.6982530088043551,,,,,0.21473716116296562,44359.44
11250,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT,False,TRUE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Composite sample, CT1 I1 S15",Selenium,,,,126691.33,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,0.0015,0,,0.0015,Se,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,,10.700103360260918,0.17728468873890177,0.0,1.366622147812239,42869.23661514235,10664.46202229565,172317.57219090345,0.17728468873890177,0.0,1.366622147812239,0.6982530088043551,,,,,0.17728468873890177,44359.44
11251,2014-07-01,2014,1.0,1,CT,OUT,CT1-01-OT-D,False,TRUE,True,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab. Unable to verify which lab the TKN and TSP results originate from","Dupe of composite sample, CT1 I1 S16",Selenium,,,,126691.33,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,0.0015,0,,0.0015,Se,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT-D|MeasureMethod=Bubbler,,10.700103360260918,0.16913928669201944,0.0,1.3502479529625324,41645.70645262324,10360.066350337293,167399.54543657153,0.16913928669201944,0.0,1.3502479529625324,0.6982530088043551,,,,,0.16913928669201944,44359.44
12359,2014-07-01,2014,1.0,1,CT,OUT,CT1-FF-01-OT,True,FALSE,False,,False,44359.44,ISC,Bubbler,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrates from CDA lab",OG sample ID CT1 I1 S1 - S1= the first first samplable water  through flume.,NPOC,,,,126691.33,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2014-05-06,2014-12-02,2014,grain corn,silage corn,872.43,76.71624999999995,,,0,0,,,0,,,NPOC,,,0.0927954932357291,-0.3691199178617326,0.5243920060998523,-1.3151477727398646,0.6466902493865841,,1,182,56,154,Siphon,Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-FF-01-OT|MeasureMethod=Bubbler,,10.700103360260918,8.566563515003692,3.758921385263566,18.231067310755996,44603.72917688603,11095.97735801223,179289.4320478614,8.566563515003692,3.758921385263566,18.231067310755996,0.6982530088043551,,,,,8.566563515003692,44359.44
