VolumeObservationID,PhysicalEventID,Volume,MeasureMethod,FlumeMethod,source_row_count,_confirmed_zero,ObservationDate,_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,FF,Composite,IrrMethod,Notes,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,EventDate,y_logV,event_weight
VO_d6b5408d3dd840ba0579,PE_bf4d5c43e21a82c51f4f,30266.86,Ruler,60 V Trap,56.0,False,2023-09-26,816,2023-09-26,2023,5,1,CT,OUT,False,TRUE,Gated Pipe,"Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",0.0,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,10.333333333333334,0.0256666666666666,3,0.05,1,,0.05,-0.3885840286996418,-1.091662219647085,1.889627051003812,-0.1114434611688327,0.6685495838321084,,0.1033333333333333,1,269,13,311,Gated Pipe,2023-09-26,10.317841702456814,1.0
VO_a465563a77b8e521d7b6,PE_17f8630aaa6312f3912a,56738.31,Ruler,60 V Trap,56.0,False,2023-09-26,828,2023-09-26,2023,5,2,CT,OUT,False,TRUE,Gated Pipe,"Method: E300, Method: SM4500P E: ""Sample holding time expired prior to sample receipt. It was analyzed at the request of the client. Results should be considered  estimated.""",0.0,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,2.333333333333333,0.0021666666666666,3,0.05,1,,0.05,-0.3885840286996418,-1.091662219647085,1.889627051003812,1.0829076029257494,0.6685495838321084,,0.0233333333333333,1,269,13,311,Gated Pipe,2023-09-26,10.946222547555731,1.0
VO_7f053a11199c6629b98f,PE_e01f96101de9649fe0a8,49274.84,Etape,60 V Trap,28.0,False,2024-05-15,841,2024-05-15,2024,1,1,CT,OUT,False,TRUE,Gated Pipe,,0.355,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,,,0,0.05,0,0.355,0.05,3.804610446853605,-1.091662219647085,1.889627051003812,0.7461673285419135,-1.3151477727398646,,,1,136,245,79,Gated Pipe,2024-05-15,10.80518917905979,1.0
VO_cd22aa4df197553e2a06,PE_a354768a3ad269a40a28,50602.49,Etape,60 V Trap,28.0,False,2024-05-15,853,2024-05-15,2024,1,2,CT,OUT,False,TRUE,Gated Pipe,,0.355,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,,,0,0.05,0,0.355,0.05,3.804610446853605,-1.091662219647085,1.889627051003812,0.8060688522682364,-1.3151477727398646,,,1,136,245,79,Gated Pipe,2024-05-15,10.83177582522909,0.5
VO_d864dcb6307dfdf717ac,PE_a354768a3ad269a40a28,39869.62,Bubbler,60 V Trap,28.0,False,2024-05-15,853,2024-05-15,2024,1,2,CT,OUT,False,TRUE,Gated Pipe,,0.355,H,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,,,0,0.05,0,0.355,0.05,3.804610446853605,-1.091662219647085,1.889627051003812,0.8060688522682364,-1.3151477727398646,,,1,136,245,79,Gated Pipe,2024-05-15,10.593394990793746,0.5
VO_f34bcabdbcf3236c242e,PE_add35a9103c77e144288,52953.86,Etape,60 V Trap,28.0,False,2024-05-30,865,2024-05-30,2024,2,1,CT,OUT,False,TRUE,Gated Pipe,,0.0,"H, MS, MSD",94082.92,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,,,0,0.05,1,,0.05,-0.3885840286996418,-1.091662219647085,1.889627051003812,0.9121590461027292,-0.8192234335968713,-0.2969665243265301,,1,151,260,64,Gated Pipe,2024-05-30,10.877195131520144,0.5
VO_37ceb235bdfca32cadfc,PE_add35a9103c77e144288,41453.5,Bubbler,60 V Trap,28.0,False,2024-05-30,865,2024-05-30,2024,2,1,CT,OUT,False,TRUE,Gated Pipe,,0.0,"H, MS, MSD",94082.92,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,,,0,0.05,1,,0.05,-0.3885840286996418,-1.091662219647085,1.889627051003812,0.9121590461027292,-0.8192234335968713,-0.2969665243265301,,1,151,260,64,Gated Pipe,2024-05-30,10.632351719206323,0.5
VO_52a83b4b00d588e9f23d,PE_828e337f2a8b9a9634d7,21784.86,Etape,60 V Trap,28.0,False,2024-06-12,889,2024-06-12,2024,3,1,CT,OUT,False,TRUE,Gated Pipe,"Method: SM4500P E: ""Sample was analyzed outside of the holding time at the request of the client. Results should be considered estimated""",0.0,H,89469.23,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,,,0,0.05,1,,0.05,-0.3885840286996418,-1.091662219647085,1.889627051003812,-0.4941382408522368,-0.3232990944538781,-0.4304823817483566,,1,164,273,51,Gated Pipe,2024-06-12,9.989016414476513,1.0
VO_799e53db901f97237fb4,PE_3a4478840ec05680e176,80052.15,Etape,60 V Trap,28.0,False,2024-06-20,925,2024-06-20,2024,4,2,CT,OUT,False,TRUE,Gated Pipe,,0.319,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,,,0,0.05,0,0.319,0.05,3.379385091586234,-1.091662219647085,1.889627051003812,2.134792165808812,0.1726252446891151,,,1,172,281,43,Gated Pipe,2024-06-20,11.29044606805665,0.5
VO_02e2b0ee87028aab4d63,PE_3a4478840ec05680e176,44388.43,Bubbler,60 V Trap,28.0,False,2024-06-20,925,2024-06-20,2024,4,2,CT,OUT,False,TRUE,Gated Pipe,,0.319,,,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2023-09-13,2024-08-02,2023,winter wheat,2023-09-08,silage corn,2725.32,38.04125000000022,2023-09-08,False,0.0,,,0,0.05,0,0.319,0.05,3.379385091586234,-1.091662219647085,1.889627051003812,2.134792165808812,0.1726252446891151,,,1,172,281,43,Gated Pipe,2024-06-20,10.700756657015743,0.5
VO_a94e975f6107889a158e,PE_41cebec90b66f3ef63c2,45385.43,Etape,60 V Trap,28.0,False,2025-06-30,937,2025-06-30,2025,1,1,CT,OUT,False,TRUE,Gated Pipe,,0.0,,95862.56,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.5706831381329972,-1.3151477727398646,-0.2454654133931603,0.0466666666666666,1,181,67,130,Gated Pipe,2025-06-30,10.722968440671911,1.0
VO_6e3570c94863bf0ae1a1,PE_92e7ac2243498d97f3e0,30980.44,Etape,60 V Trap,28.0,False,2025-06-30,949,2025-06-30,2025,1,2,CT,OUT,False,TRUE,Gated Pipe,,0.0,,98436.15,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,-0.0792478303168541,-1.3151477727398646,-0.1709881347935496,0.0266666666666666,1,181,67,130,Gated Pipe,2025-06-30,10.341143594491657,0.5
VO_487c95b8b47e4e371ff1,PE_92e7ac2243498d97f3e0,36043.57,Bubbler,60 V Trap,28.0,False,2025-06-30,949,2025-06-30,2025,1,2,CT,OUT,False,TRUE,Gated Pipe,,0.0,,98436.15,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,-0.0792478303168541,-1.3151477727398646,-0.1709881347935496,0.0266666666666666,1,181,67,130,Gated Pipe,2025-06-30,10.492511507234992,0.5
VO_1e36bc066609de111cf3,PE_961b16815e7ba5016bdb,52464.39,Etape,60 V Trap,28.0,False,2025-07-14,961,2025-07-14,2025,2,1,CT,OUT,False,TRUE,Gated Pipe,,0.0,,101767.55,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.8900749133732271,-0.8192234335968713,-0.074580546200672,0.0466666666666666,1,195,81,116,Gated Pipe,2025-07-14,10.867908993091497,1.0
VO_84a9c7fa5b23de230f7d,PE_30d8eee773ba85ed7ec9,39731.85,Etape,60 V Trap,28.0,False,2025-07-14,973,2025-07-14,2025,2,2,CT,OUT,False,TRUE,Gated Pipe,,0.0,,87051.66,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.3156023137375127,-0.8192234335968713,-0.5004445880143354,0.0266666666666666,1,195,81,116,Gated Pipe,2025-07-14,10.589933580441759,0.5
VO_d16caed252d85f87b1d8,PE_30d8eee773ba85ed7ec9,52792.88,Bubbler,60 V Trap,28.0,False,2025-07-14,973,2025-07-14,2025,2,2,CT,OUT,False,TRUE,Gated Pipe,,0.0,,87051.66,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.3156023137375127,-0.8192234335968713,-0.5004445880143354,0.0266666666666666,1,195,81,116,Gated Pipe,2025-07-14,10.874150553885466,0.5
VO_e38cb5b8727b11f03f17,PE_85771b5590cb80ee80b1,63508.94,Etape,60 V Trap,28.0,False,2025-07-31,985,2025-07-31,2025,3,1,CT,OUT,False,TRUE,Gated Pipe,"Nitrate, Nitrite, H flag.",0.0,H,92486.37,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,1.3883880033228075,-0.3232990944538781,-0.3431691825386808,0.0466666666666666,1,212,98,99,Gated Pipe,2025-07-31,11.05895170806346,0.5
VO_6b01c798c880c134679b,PE_85771b5590cb80ee80b1,48014.28,Bubbler,60 V Trap,28.0,False,2025-07-31,985,2025-07-31,2025,3,1,CT,OUT,False,TRUE,Gated Pipe,"Nitrate, Nitrite, H flag.",0.0,H,92486.37,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,1.3883880033228075,-0.3232990944538781,-0.3431691825386808,0.0466666666666666,1,212,98,99,Gated Pipe,2025-07-31,10.779274572566056,0.5
VO_23d798397dcc7ba90a8c,PE_79ea2eb78bef48e2d163,51762.19,Etape,60 V Trap,28.0,False,2025-07-31,997,2025-07-31,2025,3,2,CT,OUT,False,TRUE,Gated Pipe,"Nitrate, Nitrite, H flag.",0.0,H,90860.75,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.8583927305986827,-0.3232990944538781,-0.3902130992608855,0.0266666666666666,1,212,98,99,Gated Pipe,2025-07-31,10.854434557878477,0.5
VO_b8f9ccad82cf26c8d345,PE_79ea2eb78bef48e2d163,48378.31,Bubbler,60 V Trap,28.0,False,2025-07-31,997,2025-07-31,2025,3,2,CT,OUT,False,TRUE,Gated Pipe,"Nitrate, Nitrite, H flag.",0.0,H,90860.75,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.8583927305986827,-0.3232990944538781,-0.3902130992608855,0.0266666666666666,1,212,98,99,Gated Pipe,2025-07-31,10.78682752197054,0.5
VO_e857abc5f608246a62ac,PE_bd4a80359ce1de5f5729,44112.36,Etape,60 V Trap,28.0,False,2025-08-11,1009,2025-08-11,2025,4,1,CT,OUT,False,TRUE,Gated Pipe,,0.0,,93182.2,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.5132441799661084,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,223,109,88,Gated Pipe,2025-08-11,10.69451796340131,0.5
VO_9da8c9251a20a8eb1be0,PE_bd4a80359ce1de5f5729,36259.61,Bubbler,60 V Trap,28.0,False,2025-08-11,1009,2025-08-11,2025,4,1,CT,OUT,False,TRUE,Gated Pipe,,0.0,,93182.2,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.5132441799661084,0.1726252446891151,-0.3230325155606589,0.0466666666666666,1,223,109,88,Gated Pipe,2025-08-11,10.498487307112732,0.5
VO_99a0c428b5127951ad35,PE_72b83136bc50254a55a6,38777.88,Etape,60 V Trap,28.0,False,2025-08-11,1021,2025-08-11,2025,4,2,CT,OUT,False,TRUE,Gated Pipe,,0.0,,90517.24,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.2725606562304887,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,223,109,88,Gated Pipe,2025-08-11,10.565631047513156,0.5
VO_afb5c04fbece42a19784,PE_72b83136bc50254a55a6,39097.92,Bubbler,60 V Trap,28.0,False,2025-08-11,1021,2025-08-11,2025,4,2,CT,OUT,False,TRUE,Gated Pipe,,0.0,,90517.24,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.2725606562304887,0.1726252446891151,-0.4001539561851632,0.0266666666666666,1,223,109,88,Gated Pipe,2025-08-11,10.573850124108601,0.5
VO_ec61a34f02351e4998ab,PE_73a092189bd19f7de823,36177.76,Etape,60 V Trap,28.0,False,2025-08-19,1033,2025-08-19,2025,5,1,CT,OUT,False,TRUE,Gated Pipe,,0.136,,114678.73,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,0,0.136,0.05,1.2178228689770954,1.3177762864406168,2.143504315027007,0.1552472454134159,0.6685495838321084,0.2990568824145005,0.0466666666666666,1,231,117,80,Gated Pipe,2025-08-19,10.496227485282901,0.5
VO_010a793b6fd7fbfe5618,PE_73a092189bd19f7de823,50841.3,Bubbler,60 V Trap,28.0,False,2025-08-19,1033,2025-08-19,2025,5,1,CT,OUT,False,TRUE,Gated Pipe,,0.136,,114678.73,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,0,0.136,0.05,1.2178228689770954,1.3177762864406168,2.143504315027007,0.1552472454134159,0.6685495838321084,0.2990568824145005,0.0466666666666666,1,231,117,80,Gated Pipe,2025-08-19,10.836483964248623,0.5
VO_4cf06eacac37111ba082,PE_5c35b22fc4eba02df28c,61114.43,Etape,60 V Trap,28.0,False,2025-08-19,1045,2025-08-19,2025,5,2,CT,OUT,False,TRUE,Gated Pipe,,0.136,,111736.07,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,0,0.136,0.05,1.2178228689770954,1.3177762864406168,2.143504315027007,1.280351399113929,0.6685495838321084,0.213899064485487,0.0266666666666666,1,231,117,80,Gated Pipe,2025-08-19,11.020519650102507,0.5
VO_59956df9d571559b3a21,PE_5c35b22fc4eba02df28c,68249.34,Bubbler,60 V Trap,28.0,False,2025-08-19,1045,2025-08-19,2025,5,2,CT,OUT,False,TRUE,Gated Pipe,,0.136,,111736.07,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,0,0.136,0.05,1.2178228689770954,1.3177762864406168,2.143504315027007,1.280351399113929,0.6685495838321084,0.213899064485487,0.0266666666666666,1,231,117,80,Gated Pipe,2025-08-19,11.13093769471978,0.5
VO_1e7246793e496e1f0fa6,PE_01024210b88310ac1815,44394.46,Etape,60 V Trap,28.0,False,2025-09-03,1057,2025-09-03,2025,6,1,CT,OUT,False,TRUE,Gated Pipe,,0.0,,120526.17,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.5259720975974086,1.1644739229751015,0.4682763066330078,0.0466666666666666,1,246,132,65,Gated Pipe,2025-09-03,10.700892490939946,0.5
VO_0a0b0bf045f3d2f6b319,PE_01024210b88310ac1815,39692.42,Bubbler,60 V Trap,28.0,False,2025-09-03,1057,2025-09-03,2025,6,1,CT,OUT,False,TRUE,Gated Pipe,,0.0,,120526.17,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.5259720975974086,1.1644739229751015,0.4682763066330078,0.0466666666666666,1,246,132,65,Gated Pipe,2025-09-03,10.588940709865334,0.5
VO_cd3d21f81e1ff4838824,PE_ef5b618a3b1b8ffbd8e4,38869.78,Etape,60 V Trap,28.0,False,2025-09-03,1069,2025-09-03,2025,6,2,CT,OUT,False,TRUE,Gated Pipe,,0.0,,110972.5,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.2767070427257616,1.1644739229751015,0.1918020654995159,0.0266666666666666,1,246,132,65,Gated Pipe,2025-09-03,10.567998090534564,0.5
VO_fc2048ae8f43e8d9599d,PE_ef5b618a3b1b8ffbd8e4,37671.65,Bubbler,60 V Trap,28.0,False,2025-09-03,1069,2025-09-03,2025,6,2,CT,OUT,False,TRUE,Gated Pipe,,0.0,,110972.5,True,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,1,,0.05,-0.3885840286996418,1.3177762864406168,2.143504315027007,0.2767070427257616,1.1644739229751015,0.1918020654995159,0.0266666666666666,1,246,132,65,Gated Pipe,2025-09-03,10.536689645968636,0.5
VO_857194122947b8f28918,PE_b85e98ea69e68f01ed00,37260.96,Etape,60 V Trap,28.0,False,2025-09-14,1081,2025-09-14,2025,7,1,CT,OUT,,,Gated Pipe,"This event was skipped because it occurred over the weekend. kerbel irrigated differently, ct1, mt2 at same time, mt1, st2 same time, st1, ct2 same time",,,,False,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,0,,0.05,,1.3177762864406168,2.143504315027007,0.2041195615361538,1.6603982621180948,,0.0466666666666666,1,257,143,54,Gated Pipe,2025-09-14,10.525728246100039,0.5
VO_91c514cb70ae7934ddf2,PE_b85e98ea69e68f01ed00,33950.0,Bubbler,60 V Trap,28.0,False,2025-09-14,1081,2025-09-14,2025,7,1,CT,OUT,,,Gated Pipe,"This event was skipped because it occurred over the weekend. kerbel irrigated differently, ct1, mt2 at same time, mt1, st2 same time, st1, ct2 same time",,,,False,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,4.666666666666667,0.0115233333333333,3,0.05,0,,0.05,,1.3177762864406168,2.143504315027007,0.2041195615361538,1.6603982621180948,,0.0466666666666666,1,257,143,54,Gated Pipe,2025-09-14,10.432673587634051,0.5
VO_265248a2b8fa2623df7c,PE_d0b9f8548f96e312e4d0,53468.65,Bubbler,60 V Trap,28.0,False,2025-09-15,1093,2025-09-15,2025,7,2,CT,OUT,,,Gated Pipe,"This event was skipped because it occurred over the weekend. kerbel irrigated differently, ct1, mt2 at same time, mt1, st2 same time, st1, ct2 same time. No outflow, etape broken",,,,False,0.01,0.05,mg/L,SM4500P E (P-Ortho),0.01,0.05,ALS_2023plus,False,2025-04-24,2025-11-07,2025,grain corn,2024-08-02,winter wheat,2933.58,208.25999999999976,2024-08-02,False,0.0,2.6666666666666665,0.0123866666666666,3,0.05,0,,0.05,,1.3177762864406168,2.143504315027007,,1.6603982621180948,,0.0266666666666666,1,258,144,53,Gated Pipe,2025-09-15,10.88686948219478,1.0
VO_d3caa976b3b78cc2954a,PE_60f1a6212ff620019a30,21021.89,Transducer,Weir,14.0,False,2011-06-30,1,2011-06-30,2011,1,1,MT,OUT,False,AC,Siphon,"OG Sample IDS: NT1-T1, NT1-T2, NT1-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three. NT represents No Till",0.01,,55761.14,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,39.0,39.0,,True,0.0,,0.469572,0,0.75,0,0.01,0.75,-0.2704658744587053,-1.0780911578944223,-1.385104399542572,-0.5285622724550484,-1.3151477727398646,-1.4059628623185925,,1,181,57,138,Siphon,2011-06-30,9.953367123086883,1.0
VO_fc3e3fb61cd72763e19c,PE_63934b6278a65a8216b9,30170.24,Transducer,Weir,14.0,False,2011-07-18,7,2011-07-18,2011,2,1,MT,OUT,False,AC,Siphon,"OG Sample IDS: NT1 I2 T1, NT1 I2 T2, NT1 I2 T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three. NT represents No Till  NT1 I2 T2 value used in this sheet is the average between the sample and its dupe",0.0,,105994.38,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,,grain corn,39.0,39.0,,True,0.0,,0.469572,0,0.75,1,,0.75,-0.3885840286996418,-1.0780911578944223,-1.385104399542572,-0.1158028067963982,-0.8192234335968713,0.0477399459924095,,1,199,75,120,Siphon,2011-07-18,10.3146444317394,1.0
