PhysicalEventID,Year,Treatment,Analyte,Concentration_mg_L,Volume_L,Load_kg,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_distinct_concentration_MeasureMethod,concentration_MeasureMethod_values,n_distinct_concentration_Lab,concentration_Lab_values,n_distinct_concentration_Duplicate,concentration_Duplicate_values,n_volume_prediction_rows,n_volume_observation_ids,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,n_distinct_volume_FlumeMethod,volume_FlumeMethod_values,n_volume_source_rows_before_copy_deduplication,central_estimate_type,concentration_resolution,volume_resolution
PE_180cf52e2824c459af6f,2022,CT,TKN,1.8353150843072612,11922.007266655615,0.021880639771713832,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_180cf52e2824c459af6f,2022,CT,TN,2.072883809818884,11922.007266655615,0.02471293584359351,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_180cf52e2824c459af6f,2022,CT,TP,0.2738288891626318,11922.007266655615,0.0032645900064171315,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_180cf52e2824c459af6f,2022,CT,TSP,0.2899162523944215,11922.007266655615,0.0034563836677678566,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_180cf52e2824c459af6f,2022,CT,TSS,328.9830741849633,11922.007266655615,3.9221386010398356,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,ICP,0.27828583622811265,6064.182623542044,0.0016875761324323878,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,NH4,0.4220894557494611,6064.182623542044,0.0025596275431362006,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,NO2,0.624860686295708,6064.182623542044,0.003789269315968989,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,NO3,8.48301517805424,6064.182623542044,0.05144255323799994,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,NOx,4.653856573806358,6064.182623542044,0.02822183616733343,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,NPOC,4.345682527886323,6064.182623542044,0.026353012473038503,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,OP,0.3941302734034557,6064.182623542044,0.0023900779553851113,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,Se,0.4394851356160852,6064.182623542044,0.0026651181227080826,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,TDS,9.296508509797095,6064.182623542044,0.05637572536472228,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,TKN,4.670591544319663,6064.182623542044,0.028323320084725698,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,TN,2.241030787665744,6064.182623542044,0.013590019961385346,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,TP,2.1134690002304453,6064.182623542044,0.012816461986592243,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,TSP,0.4241041209886668,6064.182623542044,0.0025718448410720456,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_18224810febe78929934,2011,CT,TSS,1295.2548812300913,6064.182623542044,7.854662143813534,1,1,1,GBW,1,Ruler,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,1,1,Ruler,1,Weir,14,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,ICP,0.206893670440248,16441.52839238381,0.0034016481567478367,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,NH4,0.21959625547893083,16441.52839238381,0.00361049806931801,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,NO2,0.43946034603974415,16441.52839238381,0.007225399756739268,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,NO3,6.79503409330853,16441.52839238381,0.11172074597234817,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,NOx,3.037826815061102,16441.52839238381,0.04994651583097199,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,NPOC,3.082352855454536,16441.52839238381,0.05067859198830107,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,OP,0.010858491495876005,16441.52839238381,0.0001785301962279035,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,Se,0.0,16441.52839238381,0.0,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,TDS,4.937371756282507,16441.52839238381,0.08117793791467276,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,TKN,1.4148668518808036,16441.52839238381,0.023262573516640933,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,TN,1.7210486678388923,16441.52839238381,0.02829667053694748,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,TP,0.28359807098478895,16441.52839238381,0.004662785736121686,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,TSP,0.21913341602997552,16441.52839238381,0.003602888281376896,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_189aac0c7a23721c748e,2022,ST,TSS,521.3936106658956,16441.52839238381,8.572507853370832,3,3,2,GB | LC,2,7 L Bucket | Etape,1,"ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",2,False | True,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,ICP,0.2208999513114818,15821.997184444052,0.0034950784076940933,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,NH4,0.2189523693804078,15821.997184444052,0.0034642637718641663,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,NO2,0.3860089799917193,15821.997184444052,0.006107432994599103,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,NO3,4.541435033198524,15821.997184444052,0.07185457230860262,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,NOx,3.5779992548807824,15821.997184444052,0.05661109413666665,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,NPOC,3.864782021366036,15821.997184444052,0.06114857026054341,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,OP,0.31314974642114507,15821.997184444052,0.004954654406184726,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,Se,0.212460211709857,15821.997184444052,0.0033615448714797444,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,TDS,7.606872184761437,15821.997184444052,0.12035591028972123,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,TKN,3.9443145300458715,15821.997184444052,0.06240693338894754,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,TN,2.038515891852409,15821.997184444052,0.032253392701333275,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,TP,1.3020867488775316,15821.997184444052,0.020601612874642215,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,TSP,0.21643665946561794,15821.997184444052,0.003424460216675483,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19365c099ea63c5267ba,2011,MT,TSS,792.4328802841734,15821.997184444052,12.537870800717082,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,ICP,0.009544015473370113,8690.277415022225,8.294014211685095e-05,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,NH4,0.017326399186884573,8690.277415022225,0.00015057121553744245,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,NO2,0.13869330546722525,8690.277415022225,0.0012052833001166062,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,NO3,8.248611304905147,8690.277415022225,0.07168272052831419,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,NOx,2.3250323676178084,8690.277415022225,0.02020517627350469,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,NPOC,2.3242929506862864,8690.277415022225,0.020198750535244402,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,OP,0.00956730513925255,8690.277415022225,8.31425357742725e-05,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,Se,0.00827917669959301,8690.277415022225,7.194834228745136e-05,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,TDS,3.870949480190721,8690.277415022225,0.03363962484239345,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,TKN,1.1876315409683476,8690.277415022225,0.010320847557845273,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,TN,1.181569974918891,8690.277415022225,0.010268170867306015,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,TP,0.3374557857091839,8690.277415022225,0.0029325843931171003,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,TSP,0.017847035196853094,8690.277415022225,0.00015509568689631915,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_194f8beb1fc180ed5a86,2021,ST,TSS,134.90585798774993,8690.277415022225,1.1723693308251388,2,2,1,GB,1,Ruler,1,"ALS Fort Collins, TKN subtracted to ALS Holland, MI",2,False | True,1,1,1,Ruler,1,7 V,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,ICP,0.5594242097811674,38134.03641461337,0.021333103187011346,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,NH4,0.66511844092442,38134.03641461337,0.025363650846242706,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,NO2,0.2332066733893972,38134.03641461337,0.00889311177516212,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,NO3,0.5346947017427037,38134.03641461337,0.0203900672269571,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,NOx,3.5461132247811276,38134.03641461337,0.13522761084414558,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,NPOC,2.470222235516884,38134.03641461337,0.09419954468138851,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,OP,0.17360154304731606,38134.03641461337,0.0066201275641994215,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,Se,0.24213397194719452,38134.03641461337,0.009233545703449288,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,TDS,81.9450517950198,38134.03641461337,3.124895589148664,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,TKN,1.5800291096205954,38134.03641461337,0.06025288760242093,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,TN,1.3363670178748013,38134.03641461337,0.05096106852292596,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,TP,0.6714834704320486,38134.03641461337,0.025606375113266702,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,TSP,0.5568666050867332,38134.03641461337,0.02123557139645961,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19a314399778b0f2177a,2025,MT,TSS,204.3992009548142,38134.03641461337,7.794566572328761,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,1,1,1,Bubbler,1,60 V Trap,28,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,ICP,0.0,16055.44256778522,0.0,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,NH4,0.0,16055.44256778522,0.0,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,NO2,0.03420673978131693,16055.44256778522,0.0005492043459901078,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,NO3,2.49540569222305,16055.44256778522,0.040064842774811496,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,NOx,1.5626158150528355,16055.44256778522,0.02508848847409369,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,NPOC,1.874922122111459,16055.44256778522,0.030102704450630513,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,OP,0.020792037566838246,16055.44256778522,0.0003338253650216042,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,Se,0.0,16055.44256778522,0.0,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,TDS,2.7696288389795027,16055.44256778522,0.04446761675831706,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,TKN,0.456880549430801,16055.44256778522,0.007335419421724381,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,TN,0.8530717690519898,16055.44256778522,0.013696444794213159,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,TP,0.07425877647978048,16055.44256778522,0.0011922575209251153,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,TSP,0.0,16055.44256778522,0.0,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_19e5b1b3e99eb903aeb0,2022,ST,TSS,88.60398750921422,16055.44256778522,1.422576232730948,3,3,1,LC,1,Etape,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,ICP,0.6280926353489178,63528.92631111275,0.03990205074763401,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,NH4,0.658539442478259,63528.92631111275,0.04183630371416259,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,NO2,0.8657456426153928,63528.92631111275,0.05499989113388024,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,NO3,0.13601394556866375,63528.92631111275,0.00864081992531534,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,NOx,3.05732332554803,63528.92631111275,0.194228468257987,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,NPOC,2.9008173002415223,63528.92631111275,0.1842858085090447,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,OP,0.30178540190056136,63528.92631111275,0.01917210255911031,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,Se,0.2566469719505357,63528.92631111275,0.016304506569015803,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,TDS,683.9981697526869,63528.92631111275,43.453669323154436,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,TKN,0.3066305986396911,63528.92631111275,0.019479912705713327,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,TN,1.574996465175789,63528.92631111275,0.10005783437641576,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,TP,1.3448660353877713,63528.92631111275,0.08543789526046808,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,TSP,0.6281930642470244,63528.92631111275,0.03990843088770133,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1a63e3b4586af009f14e,2025,ST,TSS,583.2763997164213,63528.92631111275,37.05492341659568,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56,physical_event_point_total,median,median
PE_1b0e04ad2a33dc93326f,2018,ST,ICP,0.0,14590.938559657603,0.0,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_1b0e04ad2a33dc93326f,2018,ST,NH4,0.0,14590.938559657603,0.0,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_1b0e04ad2a33dc93326f,2018,ST,NO2,0.17914313384338623,14590.938559657603,0.002613866459293367,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
PE_1b0e04ad2a33dc93326f,2018,ST,NO3,3.2787960848774986,14590.938559657603,0.04784071222409347,1,1,1,ISC,1,Bubbler,0,,1,False,1,0,0,,0,,0,physical_event_point_total,median,median
