Method,Scenario,Year,Analyte,Treatment,PointTotal_kg,n_replicate_plots,n_physical_events,annual_reporting_unit
ML,full_record_model_only,2021,NO2,ST,0.0142543832950093,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,NO3,CT,0.7193109388031373,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,NO3,MT,0.400363962285539,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,NO3,ST,0.39619187014104806,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,OP,CT,0.0070463360975217175,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,OP,MT,0.0026761112036939446,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,OP,ST,0.004312585403379622,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,Se,CT,0.0025657975073938863,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,Se,MT,0.001545957135740449,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,Se,ST,0.0008067376590312422,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TDS,CT,0.24370772649119105,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TDS,MT,0.06238456189897505,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TDS,ST,0.06245851401597525,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TKN,CT,0.35668386356866233,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TKN,MT,0.08398983906203925,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TKN,ST,0.09535221761490764,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TN,CT,0.3735790676105133,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TN,MT,0.10756399550764975,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TN,ST,0.1086415579759901,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TP,CT,0.060969932184802,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TP,MT,0.019740055317449802,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TP,ST,0.02562247439671015,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TSS,CT,157.66238502357243,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TSS,MT,17.2563364000218,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,TSS,ST,16.658173706075264,2,12,mean_per_treatment_plot
ML,full_record_model_only,2022,NH4,CT,0.005498130656587845,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,NH4,MT,0.009395944244733702,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,NH4,ST,0.00544126691463585,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,NO2,CT,0.023335244144155935,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,NO2,MT,0.022859944325845198,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,NO2,ST,0.01270302031501788,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,NO3,CT,0.6412052922069207,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,NO3,MT,0.6729739315688907,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,NO3,ST,0.5747520674185509,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,OP,CT,0.0110564617126131,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,OP,MT,0.012921530504771978,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,OP,ST,0.009935607441155325,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,Se,CT,0.002195343590453763,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,Se,MT,0.0018435162208102,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,Se,ST,0.0006249874191730097,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TDS,CT,0.08226004953634544,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TDS,MT,0.08275810487834101,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TDS,ST,0.06487249562550029,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TKN,CT,0.08633582441744235,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TKN,MT,0.0803197114770883,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TKN,ST,0.06552307555506473,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TN,CT,0.16398212468280604,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TN,MT,0.17779199065348494,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TN,ST,0.14505945692789285,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TP,CT,0.0229879287792083,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TP,MT,0.022460212908947452,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TP,ST,0.015393801523320299,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TSS,CT,31.6503307941197,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TSS,MT,27.25160023324007,2,16,mean_per_treatment_plot
ML,full_record_model_only,2022,TSS,ST,21.022177239443458,2,16,mean_per_treatment_plot
ML,full_record_model_only,2023,NH4,CT,0.3685771334590119,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,NH4,MT,0.3198307618764839,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,NH4,ST,0.32855001559957464,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,NO2,CT,0.0104887275048385,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,NO2,MT,0.004610923838179925,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,NO2,ST,0.0050819495368617,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,NO3,CT,1.409068032065254,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,NO3,MT,1.306423481256093,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,NO3,ST,1.370512692158779,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,OP,CT,0.02937639693278775,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,OP,MT,0.01587234815081965,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,OP,ST,0.0189174856598179,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,Se,CT,0.14556021878496636,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,Se,MT,0.10865923254614406,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,Se,ST,0.10154087618622315,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TDS,CT,209.02138892377235,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TDS,MT,214.20455502594473,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TDS,ST,208.01339806956378,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TKN,CT,1.5273213734695112,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TKN,MT,1.693538023623337,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TKN,ST,1.4989517734587823,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TN,CT,0.5290652397617036,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TN,MT,0.4223023817949958,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TN,ST,0.40495820886398276,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TP,CT,0.21410889244942827,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TP,MT,0.14077752753649064,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TP,ST,0.13599916439842705,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TSS,CT,286.7782808698719,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TSS,MT,195.28611622093396,2,14,mean_per_treatment_plot
ML,full_record_model_only,2023,TSS,ST,296.71780164457664,2,14,mean_per_treatment_plot
ML,full_record_model_only,2024,NH4,CT,0.15174985208865893,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,NH4,MT,0.15901179091084133,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,NH4,ST,0.17897530346548418,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,NO2,CT,0.002547341938887359,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,NO2,MT,0.0015912041564411499,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,NO2,ST,0.0084567122022557,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,NO3,CT,1.0032245948059455,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,NO3,MT,0.9949578101775474,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,NO3,ST,1.2405278286573562,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,OP,CT,0.0467072140404311,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,OP,MT,0.04846960021510095,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,OP,ST,0.07459147147075995,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,Se,CT,0.08657941356172405,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,Se,MT,0.08968180206876744,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,Se,ST,0.11145276803283721,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TDS,CT,160.49746459062857,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TDS,MT,169.13306744327565,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TDS,ST,192.7328802428409,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TKN,CT,0.19196254639216614,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TKN,MT,0.21314077576918017,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TKN,ST,0.25373155586078927,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TN,CT,0.3208411935375254,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TN,MT,0.3534648561723822,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TN,ST,0.41988074342322934,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TP,CT,0.11903505212829935,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TP,MT,0.11258697355351036,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TP,ST,0.19576962363934958,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TSS,CT,135.49480090749003,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TSS,MT,138.6118452360636,2,8,mean_per_treatment_plot
ML,full_record_model_only,2024,TSS,ST,254.78584388080787,2,8,mean_per_treatment_plot
ML,full_record_model_only,2025,NH4,CT,0.3964027122642339,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,NH4,MT,0.5500125075190869,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,NH4,ST,0.49184433890875284,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,NO2,CT,0.22631373760235451,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,NO2,MT,0.2852267193172937,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,NO2,ST,0.2778749720694609,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,NO3,CT,0.0678630525770764,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,NO3,MT,0.07397400988494585,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,NO3,ST,0.0672563825630806,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,OP,CT,0.06810250155260135,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,OP,MT,0.0880682721861855,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,OP,ST,0.08307805834221854,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,Se,CT,0.2272251794983117,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,Se,MT,0.2859693573921151,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,Se,ST,0.25454127282343975,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TDS,CT,174.52766718728992,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TDS,MT,218.8781725629662,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TDS,ST,230.30559771182322,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TKN,CT,0.2403311385886077,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TKN,MT,0.24518793699475427,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TKN,ST,0.24514733808621736,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TN,CT,0.6341207710398769,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TN,MT,0.5871480014500008,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TN,ST,0.561473301108328,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TP,CT,0.5329853131222384,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TP,MT,0.9170479337345239,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TP,ST,0.7651758714112775,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TSS,CT,339.162891195086,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TSS,MT,632.6879196878161,2,16,mean_per_treatment_plot
ML,full_record_model_only,2025,TSS,ST,511.73683040435265,2,16,mean_per_treatment_plot
