Year,Analyte,Treatment,Rep,ExpectedIrrigationLabels,MissingIrrigationLabels,n_expected_physical_events,n_observed_event_loads,ObservedIncompleteSubtotal_kg,PlotComplete,ObservedReplicateAnnualLoad_kg
2016,TKN,CT,1,1;2,,2,2,0.01453,True,0.014532231135
2016,TN,CT,1,1;2,,2,2,0.422,True,0.42198668167499986
2016,TP,CT,1,1;2,,2,2,0.0008626,True,0.0008626182400000001
2016,TSS,CT,1,1;2,,2,2,123.3,True,123.32177902894998
2016,NH4,CT,2,1;2,,2,2,0.01906,True,0.0190645381899999
2016,NO2,CT,2,1;2,1;2,2,0,-,False,
2016,NO3,CT,2,1;2,,2,2,0.3085,True,0.30849325592
2016,OP,CT,2,1;2,,2,2,0.003394,True,0.0033938300499999
2016,Se,CT,2,1;2,1;2,2,0,-,False,
2016,TDS,CT,2,1;2,1;2,2,0,-,False,
2016,TKN,CT,2,1;2,,2,2,0.002538,True,0.0025378245399999
2016,TN,CT,2,1;2,,2,2,0.3002,True,0.30018142420000005
2016,TP,CT,2,1;2,,2,2,0.001391,True,0.0013913530399999
2016,TSS,CT,2,1;2,,2,2,42.59,True,42.59204417624
2016,NH4,MT,1,1;2,,2,2,0.00124,True,0.00123976917
2016,NO2,MT,1,1;2,1;2,2,0,-,False,
2016,NO3,MT,1,1;2,,2,2,0.06473,True,0.0647322436299998
2016,OP,MT,1,1;2,,2,2,0.0004266,True,0.0004266132499999999
2016,Se,MT,1,1;2,1;2,2,0,-,False,
2016,TDS,MT,1,1;2,1;2,2,0,-,False,
2016,TKN,MT,1,1;2,,2,2,0.00169,True,0.0016898078499999
2016,TN,MT,1,1;2,,2,2,0.06177,True,0.0617705473299999
2016,TP,MT,1,1;2,,2,2,0.0001426,True,0.0001425976
2016,TSS,MT,1,1;2,,2,2,2.622,True,2.6221399863499997
2016,NH4,MT,2,1;2,,2,2,0.0005274,True,0.00052744098
2016,NO2,MT,2,1;2,1;2,2,0,-,False,
2016,NO3,MT,2,1;2,,2,2,0.03857,True,0.03856708892
2016,OP,MT,2,1;2,,2,2,0.0002406,True,0.000240615345
2016,Se,MT,2,1;2,1;2,2,0,-,False,
2016,TDS,MT,2,1;2,1;2,2,0,-,False,
2016,TKN,MT,2,1;2,,2,2,0.0006659,True,0.000665889215
2016,TN,MT,2,1;2,,2,2,0.03687,True,0.03686791635
2016,TP,MT,2,1;2,,2,2,0.001006,True,0.00100594204
2016,TSS,MT,2,1;2,,2,2,2.383,True,2.382699623225
2016,NH4,ST,1,1;2,,2,2,0.003756,True,0.0037556810099999
2016,NO2,ST,1,1;2,1;2,2,0,-,False,
2016,NO3,ST,1,1;2,,2,2,0.2562,True,0.25621166337
2016,OP,ST,1,1;2,,2,2,0.001557,True,0.0015565957200000002
2016,Se,ST,1,1;2,1;2,2,0,-,False,
2016,TDS,ST,1,1;2,1;2,2,0,-,False,
2016,TKN,ST,1,1;2,,2,2,0.004942,True,0.00494188239
2016,TN,ST,1,1;2,,2,2,0.2449,True,0.24486654167999988
2016,TP,ST,1,1;2,,2,2,0.0005068,True,0.00050676912
2016,TSS,ST,1,1;2,,2,2,11.79,True,11.78515572459
2016,NH4,ST,2,1;2,,2,2,0.001887,True,0.00188668077
2016,NO2,ST,2,1;2,1;2,2,0,-,False,
2016,NO3,ST,2,1;2,,2,2,0.1388,True,0.138821849265
2016,OP,ST,2,1;2,,2,2,0.0009388,True,0.0009388438050000001
2016,Se,ST,2,1;2,1;2,2,0,-,False,
2016,TDS,ST,2,1;2,1;2,2,0,-,False,
2016,TKN,ST,2,1;2,,2,2,0.003453,True,0.003453342975
2016,TN,ST,2,1;2,,2,2,0.1315,True,0.1314952529099999
2016,TP,ST,2,1;2,,2,2,0.0002439,True,0.00024388063499999999
2016,TSS,ST,2,1;2,,2,2,17.32,True,17.318985911295
2017,NH4,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO2,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO3,CT,1,1;2;3;4;5;6,,6,6,1.749,True,1.7486503179999997
2017,OP,CT,1,1;2;3;4;5;6,,6,6,0.007847,True,0.00784737237
2017,Se,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TDS,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TKN,CT,1,1;2;3;4;5;6,,6,6,0.3989,True,0.3989416494999999
2017,TN,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TP,CT,1,1;2;3;4;5;6,,6,6,0.04481,True,0.0448062622499998
2017,TSS,CT,1,1;2;3;4;5;6,,6,6,257.5,True,257.47411533461
2017,NH4,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO2,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO3,CT,2,1;2;3;4;5;6,,6,6,3.528,True,3.5279100220000004
2017,OP,CT,2,1;2;3;4;5;6,,6,6,0.002838,True,0.0028376144999999
2017,Se,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TDS,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TKN,CT,2,1;2;3;4;5;6,,6,6,2.427,True,2.4271507865
2017,TN,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TP,CT,2,1;2;3;4;5;6,,6,6,0.1267,True,0.1267250019499998
2017,TSS,CT,2,1;2;3;4;5;6,,6,6,1905,True,1905.43378694591
2017,NH4,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO2,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO3,MT,1,1;2;3;4;5;6,,6,6,0.8752,True,0.8752293404999999
2017,OP,MT,1,1;2;3;4;5;6,,6,6,0.0016,True,0.001599702045
2017,Se,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TDS,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TKN,MT,1,1;2;3;4;5;6,,6,6,0.1887,True,0.1886512507999999
2017,TN,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TP,MT,1,1;2;3;4;5;6,,6,6,0.02409,True,0.024089767349999902
2017,TSS,MT,1,1;2;3;4;5;6,,6,6,63.04,True,63.04112444142501
2017,NH4,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO2,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO3,MT,2,1;2;3;4;5;6,,6,6,0.8931,True,0.8931070334999999
2017,OP,MT,2,1;2;3;4;5;6,,6,6,0.001302,True,0.0013020155400000001
2017,Se,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TDS,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TKN,MT,2,1;2;3;4;5;6,,6,6,0.1384,True,0.13840970800000002
2017,TN,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TP,MT,2,1;2;3;4;5;6,,6,6,0.01776,True,0.0177590610399999
2017,TSS,MT,2,1;2;3;4;5;6,,6,6,42.18,True,42.18337311969
2017,NH4,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO2,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO3,ST,1,1;2;3;4;5;6,,6,6,1.083,True,1.0834046295
2017,OP,ST,1,1;2;3;4;5;6,,6,6,0.001076,True,0.00107631411
2017,Se,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TDS,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TKN,ST,1,1;2;3;4;5;6,,6,6,0.07069,True,0.0706861649
2017,TN,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TP,ST,1,1;2;3;4;5;6,,6,6,0.02398,True,0.02397566685
2017,TSS,ST,1,1;2;3;4;5;6,,6,6,113.7,True,113.74245988783501
2017,NH4,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO2,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,NO3,ST,2,1;2;3;4;5;6,5,6,5,0.2432,False,
2017,OP,ST,2,1;2;3;4;5;6,5,6,5,0.001065,False,
2017,Se,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TDS,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TKN,ST,2,1;2;3;4;5;6,5,6,5,0.01072,False,
2017,TN,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2017,TP,ST,2,1;2;3;4;5;6,5,6,5,0.003498,False,
2017,TSS,ST,2,1;2;3;4;5;6,5,6,5,7.595,False,
2018,NH4,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO2,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO3,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,OP,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,Se,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TDS,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TKN,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TN,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TP,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TSS,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NH4,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO2,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO3,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,OP,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,Se,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TDS,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TKN,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TN,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TP,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TSS,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NH4,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO2,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO3,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,OP,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,Se,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TDS,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TKN,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TN,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TP,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TSS,MT,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NH4,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO2,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO3,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,OP,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,Se,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TDS,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TKN,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TN,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TP,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TSS,MT,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NH4,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO2,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO3,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,OP,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,Se,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TDS,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TKN,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TN,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TP,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TSS,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NH4,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO2,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,NO3,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,OP,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,Se,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TDS,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TKN,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TN,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TP,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2018,TSS,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,-,False,
2019,NH4,CT,1,1,1,1,0,-,False,
2019,NO2,CT,1,1,1,1,0,-,False,
2019,NO3,CT,1,1,1,1,0,-,False,
2019,OP,CT,1,1,1,1,0,-,False,
2019,Se,CT,1,1,1,1,0,-,False,
2019,TDS,CT,1,1,1,1,0,-,False,
2019,TKN,CT,1,1,1,1,0,-,False,
2019,TN,CT,1,1,1,1,0,-,False,
2019,TP,CT,1,1,1,1,0,-,False,
2019,TSS,CT,1,1,1,1,0,-,False,
2019,NH4,CT,2,1,1,1,0,-,False,
2019,NO2,CT,2,1,1,1,0,-,False,
2019,NO3,CT,2,1,1,1,0,-,False,
2019,OP,CT,2,1,1,1,0,-,False,
2019,Se,CT,2,1,1,1,0,-,False,
2019,TDS,CT,2,1,1,1,0,-,False,
2019,TKN,CT,2,1,1,1,0,-,False,
2019,TN,CT,2,1,1,1,0,-,False,
2019,TP,CT,2,1,1,1,0,-,False,
2019,TSS,CT,2,1,1,1,0,-,False,
2019,NH4,MT,1,1,1,1,0,-,False,
2019,NO2,MT,1,1,1,1,0,-,False,
2019,NO3,MT,1,1,1,1,0,-,False,
2019,OP,MT,1,1,1,1,0,-,False,
2019,Se,MT,1,1,1,1,0,-,False,
2019,TDS,MT,1,1,1,1,0,-,False,
2019,TKN,MT,1,1,1,1,0,-,False,
2019,TN,MT,1,1,1,1,0,-,False,
2019,TP,MT,1,1,1,1,0,-,False,
2019,TSS,MT,1,1,1,1,0,-,False,
2019,NH4,MT,2,1,1,1,0,-,False,
2019,NO2,MT,2,1,1,1,0,-,False,
2019,NO3,MT,2,1,1,1,0,-,False,
2019,OP,MT,2,1,1,1,0,-,False,
2019,Se,MT,2,1,1,1,0,-,False,
2019,TDS,MT,2,1,1,1,0,-,False,
2019,TKN,MT,2,1,1,1,0,-,False,
2019,TN,MT,2,1,1,1,0,-,False,
2019,TP,MT,2,1,1,1,0,-,False,
2019,TSS,MT,2,1,1,1,0,-,False,
2019,NH4,ST,1,1,1,1,0,-,False,
2019,NO2,ST,1,1,1,1,0,-,False,
2019,NO3,ST,1,1,1,1,0,-,False,
2019,OP,ST,1,1,1,1,0,-,False,
2019,Se,ST,1,1,1,1,0,-,False,
2019,TDS,ST,1,1,1,1,0,-,False,
2019,TKN,ST,1,1,1,1,0,-,False,
2019,TN,ST,1,1,1,1,0,-,False,
2019,TP,ST,1,1,1,1,0,-,False,
2019,TSS,ST,1,1,1,1,0,-,False,
2019,NH4,ST,2,1,1,1,0,-,False,
2019,NO2,ST,2,1,1,1,0,-,False,
2019,NO3,ST,2,1,1,1,0,-,False,
2019,OP,ST,2,1,1,1,0,-,False,
2019,Se,ST,2,1,1,1,0,-,False,
2019,TDS,ST,2,1,1,1,0,-,False,
2019,TKN,ST,2,1,1,1,0,-,False,
2019,TN,ST,2,1,1,1,0,-,False,
2019,TP,ST,2,1,1,1,0,-,False,
2019,TSS,ST,2,1,1,1,0,-,False,
2020,NH4,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO2,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO3,CT,1,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.1598,False,
2020,OP,CT,1,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0,False,
2020,Se,CT,1,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.0001411,False,
2020,TDS,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TKN,CT,1,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.03736,False,
2020,TN,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TP,CT,1,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.008509,False,
2020,TSS,CT,1,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,15.77,False,
2020,NH4,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO2,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO3,CT,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.1598,False,
2020,OP,CT,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0,False,
2020,Se,CT,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.0001515,False,
2020,TDS,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TKN,CT,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.02491,False,
2020,TN,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TP,CT,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.007887,False,
2020,TSS,CT,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,11.55,False,
2020,NH4,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO2,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO3,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,OP,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,Se,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TDS,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TKN,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TN,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TP,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TSS,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NH4,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO2,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO3,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,OP,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,Se,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TDS,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TKN,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TN,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TP,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TSS,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NH4,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO2,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO3,ST,1,1;2;3;4;5;6;7,1,7,6,1.03,False,
2020,OP,ST,1,1;2;3;4;5;6;7,1,7,6,0,False,
2020,Se,ST,1,1;2;3;4;5;6;7,1,7,6,0.0007337,False,
2020,TDS,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TKN,ST,1,1;2;3;4;5;6;7,1,7,6,0.1897,False,
2020,TN,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TP,ST,1,1;2;3;4;5;6;7,1,7,6,0.0264,False,
2020,TSS,ST,1,1;2;3;4;5;6;7,1;4,7,5,15.63,False,
2020,NH4,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO2,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,NO3,ST,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.264,False,
2020,OP,ST,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0,False,
2020,Se,ST,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.0002132,False,
2020,TDS,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TKN,ST,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.04399,False,
2020,TN,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,-,False,
2020,TP,ST,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,0.01184,False,
2020,TSS,ST,2,1;2;3;4;5;6;7,1;2;4;5;6;7,7,1,1.805,False,
2021,NH4,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO2,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO3,CT,1,1;2;3;4;5;6,4;5;6,6,3,0.396,False,
2021,OP,CT,1,1;2;3;4;5;6,4;5;6,6,3,0.008488,False,
2021,Se,CT,1,1;2;3;4;5;6,4;5;6,6,3,0.0003154,False,
2021,TDS,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TKN,CT,1,1;2;3;4;5;6,4;5;6,6,3,0.2778,False,
2021,TN,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TP,CT,1,1;2;3;4;5;6,4;5;6,6,3,0.04884,False,
2021,TSS,CT,1,1;2;3;4;5;6,4;5;6,6,3,109.8,False,
2021,NH4,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO2,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO3,CT,2,1;2;3;4;5;6,3;4;5;6,6,2,0.1808,False,
2021,OP,CT,2,1;2;3;4;5;6,3;4;5;6,6,2,0.002224,False,
2021,Se,CT,2,1;2;3;4;5;6,3;4;5;6,6,2,0.0002137,False,
2021,TDS,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TKN,CT,2,1;2;3;4;5;6,3;4;5;6,6,2,0.1161,False,
2021,TN,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TP,CT,2,1;2;3;4;5;6,3;4;5;6,6,2,0.03641,False,
2021,TSS,CT,2,1;2;3;4;5;6,3;4;5;6,6,2,49.37,False,
2021,NH4,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO2,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO3,MT,1,1;2;3;4;5;6,4;5;6,6,3,0.1047,False,
2021,OP,MT,1,1;2;3;4;5;6,4;5;6,6,3,0.002659,False,
2021,Se,MT,1,1;2;3;4;5;6,4;5;6,6,3,8.799e-05,False,
2021,TDS,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TKN,MT,1,1;2;3;4;5;6,4;5;6,6,3,0.04748,False,
2021,TN,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TP,MT,1,1;2;3;4;5;6,4;5;6,6,3,0.01392,False,
2021,TSS,MT,1,1;2;3;4;5;6,4;5;6,6,3,9.407,False,
2021,NH4,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO2,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO3,MT,2,1;2;3;4;5;6,3;4;6,6,3,0.4069,False,
2021,OP,MT,2,1;2;3;4;5;6,3;4;6,6,3,0.007392,False,
2021,Se,MT,2,1;2;3;4;5;6,3;4;6,6,3,0.0003107,False,
2021,TDS,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TKN,MT,2,1;2;3;4;5;6,3;4;6,6,3,0.1331,False,
2021,TN,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TP,MT,2,1;2;3;4;5;6,3;4;6,6,3,0.08406,False,
2021,TSS,MT,2,1;2;3;4;5;6,3;4;6,6,3,40.78,False,
2021,NH4,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO2,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO3,ST,1,1;2;3;4;5;6,6,6,5,0.611,False,
2021,OP,ST,1,1;2;3;4;5;6,6,6,5,0.01001,False,
2021,Se,ST,1,1;2;3;4;5;6,6,6,5,0.0005614,False,
2021,TDS,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TKN,ST,1,1;2;3;4;5;6,6,6,5,0.2308,False,
2021,TN,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TP,ST,1,1;2;3;4;5;6,6,6,5,0.08483,False,
2021,TSS,ST,1,1;2;3;4;5;6,6,6,5,75.07,False,
2021,NH4,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO2,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,NO3,ST,2,1;2;3;4;5;6,3;4;5;6,6,2,0.128,False,
2021,OP,ST,2,1;2;3;4;5;6,3;4;5;6,6,2,0.007872,False,
2021,Se,ST,2,1;2;3;4;5;6,3;4;5;6,6,2,0.000132,False,
2021,TDS,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TKN,ST,2,1;2;3;4;5;6,3;4;5;6,6,2,0.07417,False,
2021,TN,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,-,False,
2021,TP,ST,2,1;2;3;4;5;6,3;4;5;6,6,2,0.02994,False,
2021,TSS,ST,2,1;2;3;4;5;6,3;4;5;6,6,2,27.68,False,
2022,NH4,CT,1,1;2;3;4;5;6;7;8,1;2;3;4;5;6;7;8,8,0,-,False,
2022,NO2,CT,1,1;2;3;4;5;6;7;8,1;2;3;4;5;6;7;8,8,0,-,False,
