draw,draw_id,Year,analyte,treatment,volume_L,conc_fw_mg_L,load_g
294,1668,2014,NO2,CT,869948.9484521346,-0.08153232231205197,-70.92895806023013
295,1059,2014,NO2,CT,853956.3866047993,0.1930709798667764,164.87419632528034
296,381,2014,NO2,CT,857271.7996392428,0.21426806379011523,183.68596865056816
297,1891,2014,NO2,CT,873959.3992991215,0.5189282140088533,453.5221901945433
298,2125,2014,NO2,CT,862374.2026529039,0.5587534049354717,481.85452206082255
299,3978,2014,NO2,CT,892570.8185914096,0.2629960170419112,234.742570217379
300,1351,2014,NO2,CT,876931.9156399779,0.0731149877095129,64.11686623409659
301,2713,2014,NO2,CT,860798.5806931189,1.3588457846311932,1169.6925227913587
302,2079,2014,NO2,CT,895665.3762558046,1.2179076806443694,1090.8377410291735
303,2597,2014,NO2,CT,847817.3931243602,0.10051754423351318,85.22052231531971
304,2012,2014,NO2,CT,871788.2814829344,0.40382430469338865,352.0492966096902
305,2791,2014,NO2,CT,850247.4577014021,-0.017634618616692452,-14.993789646376573
306,1052,2014,NO2,CT,843852.6925709919,0.14276345805025836,120.47132847645638
307,2110,2014,NO2,CT,857996.35384614,0.37216257831951804,319.31413523612497
308,1172,2014,NO2,CT,857734.9580902826,-1.4150023982337818,-1213.6970227467023
309,797,2014,NO2,CT,839743.2403919145,0.5713584543699597,479.79439989794577
310,3199,2014,NO2,CT,853615.9916012606,0.7414549807896554,632.9178286544553
311,3942,2014,NO2,CT,864793.533296041,-0.2623978494451971,-226.91996335099464
312,1596,2014,NO2,CT,850986.5473387161,-0.17342862892081246,-147.5854301350096
313,961,2014,NO2,CT,867595.5953922009,0.9290476254628265,806.0376277611314
314,3356,2014,NO2,CT,876677.3298608166,0.26070507995283987,228.55423337420635
315,334,2014,NO2,CT,861238.5908659451,0.7798960476596394,671.6765731083078
316,3699,2014,NO2,CT,855200.7601869266,-0.6387635202073881,-546.2710480610356
317,1292,2014,NO2,CT,868345.6028373501,0.16114990853437133,139.9338144734625
318,2141,2014,NO2,CT,867817.565607419,-0.18073947516917746,-156.84889135047814
319,3408,2014,NO2,CT,861543.3806110959,0.42267740260238124,364.15491834597276
320,3372,2014,NO2,CT,882289.5717151884,0.40918907236088364,361.0232514038193
321,2762,2014,NO2,CT,868303.6018474377,-0.10824782053162076,-93.99197245974132
322,610,2014,NO2,CT,851209.0519505495,1.131068877067582,962.7760665394691
323,3354,2014,NO2,CT,862690.8047469358,0.3045100035891891,262.6979800498499
324,1265,2014,NO2,CT,845502.0336387235,0.3586918586101174,303.2746959045077
325,2081,2014,NO2,CT,857818.7609113129,0.13005477069787885,111.56342225065937
326,3068,2014,NO2,CT,866013.2672576027,0.8748254654923284,757.6104596511644
327,2485,2014,NO2,CT,837256.2107902952,0.26831782522899045,224.65076563871722
328,3741,2014,NO2,CT,864440.7508582737,0.12684594372300656,109.65080283524212
329,3840,2014,NO2,CT,865864.4581114638,0.3080597690315975,266.73800497848686
330,2265,2014,NO2,CT,859627.5749656783,0.11278336999714338,96.9516948471012
331,2840,2014,NO2,CT,875752.5632889478,-0.38275074310079504,-335.1949443712708
332,2853,2014,NO2,CT,846397.8384675798,-0.6280992765183677,-531.6218699881971
333,2156,2014,NO2,CT,855427.907412005,0.4272439468132068,365.4763953768675
334,3766,2014,NO2,CT,868147.7863794332,0.05533544539694196,48.03934442967516
335,1294,2014,NO2,CT,882989.3179363727,0.47419054471721434,418.7051856517301
336,3824,2014,NO2,CT,855825.9419724891,-1.2685304397887005,-1085.6412585529406
337,2257,2014,NO2,CT,863702.1031305533,1.2587937599567636,1087.2228178822736
338,3055,2014,NO2,CT,848332.1853475102,-0.0492347382695213,-41.767413111195694
339,1362,2014,NO2,CT,847112.059341267,-0.2838232992344569,-240.43013950353347
340,1633,2014,NO2,CT,866730.16064344,0.33996415917372763,294.657190293657
341,1760,2014,NO2,CT,866680.0372328722,-0.14034419255594774,-121.63351002980617
342,1608,2014,NO2,CT,849953.5970274161,0.14510217293383376,123.33011382160619
343,3816,2014,NO2,CT,871285.3084931835,1.5368401149995938,1339.0262137021207
344,568,2014,NO2,CT,852292.7803940855,0.17524603395035818,149.36092952858706
345,1002,2014,NO2,CT,878351.3731392124,0.6136343141044069,538.9865423989446
346,743,2014,NO2,CT,881208.1052672429,0.3001998866297319,264.53857329842714
347,1735,2014,NO2,CT,834105.8919894586,0.5698733622747518,475.3347291612137
348,3506,2014,NO2,CT,867387.3829612394,-0.7364222462925953,-638.7633649661716
349,2816,2014,NO2,CT,868485.9479376038,-0.6343268065116779,-550.9039178555277
350,2249,2014,NO2,CT,864203.6839140302,-0.2960705527784333,-255.86526240958534
351,2964,2014,NO2,CT,887359.6558888737,0.6468874020516304,574.0217824833823
352,1378,2014,NO2,CT,846866.0598042596,0.5987447850322488,507.05663692860895
353,3429,2014,NO2,CT,859845.7600478148,0.12194021167997618,104.84977399236054
354,3421,2014,NO2,CT,873810.0487407993,0.9228546151331107,806.3996362301351
355,3586,2014,NO2,CT,875645.7518032112,0.323397549002216,283.1816899273613
356,116,2014,NO2,CT,866015.9051254706,0.7525581082358781,651.7272912634058
357,2043,2014,NO2,CT,864940.5758821991,-0.9521669627476892,-823.5678410949907
358,2691,2014,NO2,CT,867002.9886296061,0.06658130438368023,57.726189887508255
359,2927,2014,NO2,CT,839797.8863476594,0.45980052413536004,386.1395083104213
360,3494,2014,NO2,CT,878249.8070432132,-0.006476789784206008,-5.68823937823838
361,3070,2014,NO2,CT,856680.7591922721,0.0910593188758599,78.00876642610285
362,1257,2014,NO2,CT,877936.1794201641,-0.3605022212807431,-316.49794282369817
363,3343,2014,NO2,CT,864736.3296791826,-0.42925957473582377,-371.196349136703
364,1692,2014,NO2,CT,859031.8614965709,-0.5484184224073323,-471.1088982795834
365,1463,2014,NO2,CT,850514.5457268803,0.9926173975203779,844.2355349326424
366,1221,2014,NO2,CT,869703.0965741862,0.09885515008585703,85.9746301419758
367,3292,2014,NO2,CT,862695.6795354555,-0.8317491686384703,-717.5464142416154
368,462,2014,NO2,CT,866435.5926263737,-0.5162049575876805,-447.25834834415406
369,1957,2014,NO2,CT,875181.0063919913,1.4779968025604067,1293.514729108962
370,3993,2014,NO2,CT,842279.9883596202,0.10413980595131685,87.71487454444826
371,2283,2014,NO2,CT,883793.1361292285,0.5218530374341463,461.2101325524879
372,2561,2014,NO2,CT,856662.7075946328,-0.7174773921391349,-614.6361253878473
373,1498,2014,NO2,CT,835962.6618659738,0.8490214833065806,709.7502591663665
374,2221,2014,NO2,CT,882442.1744989924,-0.8944002550859649,-789.2565059705123
375,1107,2014,NO2,CT,856392.0527284195,0.1520592152206555,130.2223034590897
376,3628,2014,NO2,CT,874587.9099778316,1.4774237273621034,1292.1369298652796
377,407,2014,NO2,CT,861490.5635827964,0.3272565346709127,281.92841648979754
378,2372,2014,NO2,CT,885715.8856677641,0.8903445132665753,788.5922791173391
379,2033,2014,NO2,CT,887679.4437056407,2.0328798071509793,1804.5456163322112
380,731,2014,NO2,CT,880874.6931202442,-0.8864918034496845,-780.8881953173527
381,185,2014,NO2,CT,851869.2010692385,0.6327077744995131,538.9842663731962
382,2943,2014,NO2,CT,858542.0132816362,1.6993750736889117,1458.984897085507
383,2813,2014,NO2,CT,861860.4878024415,0.0717691068792621,61.8549574641064
384,1204,2014,NO2,CT,858137.4103690212,-0.3630917642339523,-311.582626286043
385,2512,2014,NO2,CT,851222.1550729579,0.7551819385746449,642.8275972256832
386,493,2014,NO2,CT,863888.471698552,0.23917906124581736,206.62403368194356
387,675,2014,NO2,CT,840688.5266268998,0.42524463511237104,357.49828574861283
388,966,2014,NO2,CT,863000.3342720926,0.23220998194855158,200.39729204291658
389,2492,2014,NO2,CT,839626.5203192934,1.0393207318326432,872.6412495643438
390,1191,2014,NO2,CT,881636.7313955294,-0.08751864603249139,-77.15965302424802
391,2097,2014,NO2,CT,856967.0003681302,-0.5829397682823042,-499.56014462017913
392,2017,2014,NO2,CT,860553.4134539404,-0.30903589920422625,-265.94189794000476
393,1495,2014,NO2,CT,846065.5741619781,0.6453945422789447,546.0461039742423
394,1697,2014,NO2,CT,887103.6267654715,1.1464084656006985,1016.983107589019
395,291,2014,NO2,CT,852766.2153805842,-0.43117602527212856,-367.6923472341562
396,653,2014,NO2,CT,878610.011319174,-1.450511121619151,-1274.43359298439
397,3825,2014,NO2,CT,847216.7699635511,0.31248822082944133,264.74526110277617
398,2482,2014,NO2,CT,867090.2297167919,-0.17575246657644616,-152.3932466170635
399,2789,2014,NO2,CT,865419.751343069,0.43845266668013433,379.44559777402736
400,3388,2014,NO2,CT,873500.8561074785,-0.13514272933993732,-118.04728977513649
1,1017,2014,NO2,MT,284120.96895264694,0.690617694920594,196.2189686566827
2,3908,2014,NO2,MT,276670.50178385666,0.5863016355706748,162.21236771003447
3,679,2014,NO2,MT,278492.0181639341,0.8713603643016322,242.6669064024224
4,2177,2014,NO2,MT,289380.0561202398,-0.8910334557563236,-257.8473114317761
5,930,2014,NO2,MT,282331.2696269773,0.43481112901576197,122.76077810295949
6,1533,2014,NO2,MT,270399.73124048376,0.23150852734778915,62.59984357472237
7,471,2014,NO2,MT,284449.40558545815,1.0177703601049444,289.50417395434914
8,2347,2014,NO2,MT,279771.87890346185,-0.21085841735676822,-58.992255606513375
9,270,2014,NO2,MT,279212.8671930897,0.11313362964014807,31.58836510778686
10,1211,2014,NO2,MT,268806.0178831013,-0.495527244318691,-133.20070529789396
11,3379,2014,NO2,MT,270553.3591758657,-0.5568785564006903,-150.66536408721356
12,597,2014,NO2,MT,276219.115709683,-1.905410552464962,-526.3108178657703
13,1301,2014,NO2,MT,270303.93357430166,0.7573292916469198,204.70908654320195
14,3946,2014,NO2,MT,283073.2169051,0.31101648476211896,88.04043685212903
15,1974,2014,NO2,MT,277950.41235002206,0.18540379594205572,51.53306153335374
16,3566,2014,NO2,MT,277111.3217709666,-0.3775969159399579,-104.6363804727623
17,330,2014,NO2,MT,269462.5991884147,2.0933896672882697,564.0902208616677
18,1799,2014,NO2,MT,278840.8979768806,0.338304548630271,94.33314412972804
19,3913,2014,NO2,MT,290076.9129768237,1.6979688231410723,492.54155454765254
20,1615,2014,NO2,MT,283120.417557031,0.3031114591451373,85.81704287949222
21,1749,2014,NO2,MT,271462.2707366477,0.3650198604586202,99.08912018407133
22,37,2014,NO2,MT,279838.95304572873,-0.46574749472064497,-130.33429130629636
23,1129,2014,NO2,MT,284770.1198718449,0.16294409634988402,46.401609849965915
24,729,2014,NO2,MT,278376.7434305341,0.17974131267828422,50.03580128331013
25,878,2014,NO2,MT,272572.7576813104,-0.4244148538783874,-115.68392712254246
26,485,2014,NO2,MT,282453.3413763383,-0.027489876980521976,-7.764607607172919
27,3749,2014,NO2,MT,281583.98041112017,0.5772422912105982,162.54218202071522
28,1826,2014,NO2,MT,277040.6506827381,0.12541228356693243,34.74430064299102
29,2922,2014,NO2,MT,271405.4803966196,0.026776769483566477,7.267361985156903
30,2430,2014,NO2,MT,277010.0255374293,0.6370842147894266,176.47871460831215
31,3673,2014,NO2,MT,277931.03364834044,0.24229465060204247,67.34120268928916
32,975,2014,NO2,MT,284033.8803619128,0.04475041319352814,12.710633507156736
33,2849,2014,NO2,MT,280831.2932998713,0.34079729487213595,95.70654507203955
34,2900,2014,NO2,MT,268830.11040778935,0.7567225643347566,203.4298105181781
35,2979,2014,NO2,MT,277464.1474021688,0.3151842032115387,87.45231621872149
36,2374,2014,NO2,MT,289235.24703552556,0.00874719499399362,2.529997104955657
37,2378,2014,NO2,MT,285785.05390158144,0.41862318032486323,119.63624815359249
38,554,2014,NO2,MT,281055.42528363917,0.013004403831804727,3.6549582495080646
39,1446,2014,NO2,MT,272256.45057017746,-0.8755284275465789,-238.36826205712035
40,2159,2014,NO2,MT,279951.1458518743,0.7253382980639033,203.05928767323806
41,3476,2014,NO2,MT,278937.4398711926,-0.08123342068705446,-22.659042398426546
42,1948,2014,NO2,MT,278368.37967468554,1.4952592256946817,416.2328878502535
43,2580,2014,NO2,MT,277403.2961991662,0.47641852327046097,132.16006872556505
44,1530,2014,NO2,MT,274709.1816095749,0.4203732669716526,115.48039614032602
45,2604,2014,NO2,MT,270130.00044159073,0.49806713259110846,134.54287474677795
46,2937,2014,NO2,MT,273493.6758902732,0.32384423465778234,88.5693501524291
47,343,2014,NO2,MT,272131.7831849681,0.9440924811857623,256.91757039660246
48,2630,2014,NO2,MT,269567.8416200037,-0.11774503330758171,-31.740274490200246
49,3193,2014,NO2,MT,280946.1162585651,0.029592615763402025,8.313930468659791
50,40,2014,NO2,MT,277923.0548298152,1.2150301062969067,337.6848788522314
51,3756,2014,NO2,MT,270802.1875871896,0.6007512822611042,162.68476143211623
52,537,2014,NO2,MT,277533.5346714916,-0.14656095759262003,-40.67558060551842
53,2423,2014,NO2,MT,271162.07031397405,-0.8412863134689647,-228.12493848705543
54,248,2014,NO2,MT,274399.3937197596,1.3444663574630207,368.92075336446646
55,1222,2014,NO2,MT,280015.1689306051,0.859356069041344,240.63273484415268
56,2426,2014,NO2,MT,277271.55951067817,0.1702501494159558,47.20552443548804
57,2087,2014,NO2,MT,270939.34449033835,-0.273973128221671,-74.23009976834696
58,2483,2014,NO2,MT,272062.8877699152,-0.1579205750548908,-42.964327687719226
59,2858,2014,NO2,MT,268289.2125791932,-0.9865567395855781,-264.6825308281109
60,1414,2014,NO2,MT,270966.44870110427,-0.055601307845928954,-15.066088930148215
61,1304,2014,NO2,MT,276955.99280283507,0.8648541633658176,239.5265434446453
62,1696,2014,NO2,MT,286973.8830736702,0.8739471675406597,250.80001227037855
63,526,2014,NO2,MT,277585.7480159863,-0.017966977416720865,-4.987376865806794
64,2690,2014,NO2,MT,275739.513640286,0.7274914976090504,200.59815172816283
65,1069,2014,NO2,MT,280946.1508929462,-1.241989393191006,-348.93213946687905
66,1426,2014,NO2,MT,274396.2034085001,-0.4104538203659662,-112.62696998293563
67,22,2014,NO2,MT,283166.43309429043,-0.09662452428713816,-27.36082189182155
68,1742,2014,NO2,MT,279828.92979628016,0.35524442155654784,99.40766630026738
69,1766,2014,NO2,MT,272122.89023490023,-0.8401743255206141,-228.6306657618274
70,2241,2014,NO2,MT,280303.17618728883,0.6764118330104716,189.60038520350122
71,1395,2014,NO2,MT,276362.5846830177,1.3223961378387157,365.46081462794757
72,2547,2014,NO2,MT,278897.61146857374,0.13957834600150945,38.928067312555136
73,1128,2014,NO2,MT,283642.8459600418,-0.31300036159591954,-88.7803133495888
74,3398,2014,NO2,MT,280262.0835031138,0.16125476065952282,45.193595197233826
75,983,2014,NO2,MT,279853.9059938215,-0.19207745753951483,-53.75362674579563
76,1791,2014,NO2,MT,279976.96816808195,0.1445008747024679,40.45691679683285
77,1516,2014,NO2,MT,275347.50077465374,-1.0370678315754958,-285.5540355581023
78,3910,2014,NO2,MT,280837.79943676287,0.47513795395446,133.43669741745651
79,1640,2014,NO2,MT,269585.1956525873,0.5322939851256039,143.49857812478132
80,1639,2014,NO2,MT,290788.8471483907,0.40406620549985023,117.49794606892618
81,843,2014,NO2,MT,280857.73263933667,0.4836486674101639,135.83646812285525
82,465,2014,NO2,MT,274871.1523304392,-0.2117717224240722,-58.20993737370664
83,996,2014,NO2,MT,275498.6229275315,0.5297967338002129,145.95827059346263
84,1549,2014,NO2,MT,277301.1297557839,0.6273323112453782,173.95995864065043
85,3880,2014,NO2,MT,286609.5219326912,0.15084962078794256,43.234937697759975
86,3801,2014,NO2,MT,282876.97462018306,0.32606246928213534,92.23556484771682
87,1200,2014,NO2,MT,285266.11351003416,0.25763889997410777,73.49564768461416
88,3417,2014,NO2,MT,279247.8145197355,-0.0446340178603905,-12.46395194074889
89,3863,2014,NO2,MT,280049.3370056644,0.07568642915178722,21.195934304284204
90,1134,2014,NO2,MT,284611.73458258447,1.2037541573889428,342.60255874546436
91,84,2014,NO2,MT,282602.06287687254,0.55797036627471,157.6835765333972
92,1895,2014,NO2,MT,285234.369317863,0.4957229674260341,141.3972279701444
93,3101,2014,NO2,MT,281031.5320812612,1.476545040045653,414.95571479101704
94,1165,2014,NO2,MT,273132.3884266553,0.4566118885234828,124.71549569642454
95,2300,2014,NO2,MT,285130.6428783549,0.2738386248464436,78.07978314739111
96,2781,2014,NO2,MT,286878.1566949068,-0.29376852038930096,-84.2757716242728
97,3959,2014,NO2,MT,269192.51995572605,-0.011967267222149277,-3.221498820513925
98,2668,2014,NO2,MT,282814.5630072707,-0.5942012702971634,-168.0487725974574
99,1328,2014,NO2,MT,283464.0279537675,-0.16181230274628547,-45.86796710893656
100,3617,2014,NO2,MT,281174.67752101936,-0.7823554747835961,-219.97854832908163
101,557,2014,NO2,MT,277011.1713137902,0.14288423478435192,39.58052923988793
102,1685,2014,NO2,MT,280373.7060926467,0.43236810662308633,121.22464845017532
103,287,2014,NO2,MT,277700.9500127695,2.0292123033416147,563.5141844155667
104,2662,2014,NO2,MT,284272.49079218984,-0.3262536679637588,-92.74494282214579
105,3217,2014,NO2,MT,280528.31029671483,-1.1497674860376743,-322.54233009225044
106,2377,2014,NO2,MT,283670.5852298214,0.528350232786497,149.87741974085796
107,2535,2014,NO2,MT,276675.31796277594,0.9175242998155745,253.85632739004743
108,2903,2014,NO2,MT,276871.0605912398,1.3314317507969387,368.63492094799966
109,2899,2014,NO2,MT,285174.6733474962,1.5533081902112325,442.9641557514787
110,3702,2014,NO2,MT,264149.2552561569,0.5162011382779929,136.35414623851227
111,1522,2014,NO2,MT,284218.8009543626,-0.2019568267714278,-57.39992714952312
112,858,2014,NO2,MT,274641.80993488483,-0.5601483670629148,-153.84016136222914
113,1840,2014,NO2,MT,280320.23286704987,0.25706564938675036,72.06070269821325
114,2667,2014,NO2,MT,277813.0284700728,1.4508576340481691,403.0671531938465
115,576,2014,NO2,MT,270225.91290507274,2.725835186457898,736.5913016893547
116,990,2014,NO2,MT,274674.78888129955,-0.11222057691963491,-30.824163273538357
117,3562,2014,NO2,MT,280887.48305358336,0.70191341549516,197.15869259997956
118,3808,2014,NO2,MT,288875.0559529555,0.5133491708272849,148.29377044613526
119,3071,2014,NO2,MT,276220.8185191703,-0.23557599608383265,-65.0709944617451
120,3175,2014,NO2,MT,277146.9118452723,0.528714904495277,146.5317030274341
121,316,2014,NO2,MT,282258.31900888897,0.1891423197476554,53.386993225415004
122,1075,2014,NO2,MT,278929.2671885842,-0.6896731507817072,-192.37002654718353
123,733,2014,NO2,MT,273359.8299063085,1.0191590836886606,278.5971537646015
124,1314,2014,NO2,MT,284262.9884812049,-0.49186310490173696,-139.81847612301215
125,2698,2014,NO2,MT,270337.50560401834,0.5613203744757653,151.74594988049188
126,3997,2014,NO2,MT,279945.2799813868,-1.686246408356127,-472.0567229048639
127,811,2014,NO2,MT,278642.5894844233,0.024794041707759017,6.908675985234765
128,955,2014,NO2,MT,287224.60530071275,0.23709222021074122,68.09871936989981
129,2330,2014,NO2,MT,274858.55576631165,-0.8883099531888407,-244.15959080632464
130,1167,2014,NO2,MT,276769.71128651366,-0.9811545327678769,-271.5538567616195
131,3514,2014,NO2,MT,278178.8894695854,0.9644072736965105,268.2777443932858
132,2333,2014,NO2,MT,271107.2294878246,-0.9524346703650585,-258.21192475082046
133,1706,2014,NO2,MT,287287.30754754733,-0.8244463467117553,-236.8529711642319
134,3120,2014,NO2,MT,271936.27319110034,-0.5045722560526209,-137.21149886657534
135,501,2014,NO2,MT,280442.2989407549,0.13033600467713904,36.55172878640985
136,3788,2014,NO2,MT,278519.75082870247,0.27966093031113703,77.89109262678102
137,2559,2014,NO2,MT,283570.08292795776,-0.2415498697548753,-68.49631659762738
138,3367,2014,NO2,MT,279037.41873865493,0.4867497582942575,135.82139612609382
139,536,2014,NO2,MT,273240.6719916851,1.0569464431412405,288.800756383134
140,2741,2014,NO2,MT,278638.5063701764,0.5182937541487455,144.41659751699783
141,988,2014,NO2,MT,276803.7957015018,1.3555372571866384,375.21785800406434
142,3286,2014,NO2,MT,276918.4777266556,-1.7231488526168777,-477.171757163099
143,2785,2014,NO2,MT,282196.74606760085,0.5209978233251555,147.02389045066167
144,3411,2014,NO2,MT,271435.9966393105,-0.01766110287124624,-4.7938590596061115
145,3418,2014,NO2,MT,281726.8140461659,0.15182211642975868,42.77236116350198
146,3747,2014,NO2,MT,282430.95970865886,0.41764109689462786,117.95477580972674
147,1067,2014,NO2,MT,282456.3634619125,0.7933293950421988,224.08093595105845
148,1025,2014,NO2,MT,284945.9307517448,-0.9024213235716116,-257.1412839753343
149,29,2014,NO2,MT,282403.0756067276,0.06450144976705954,18.215407795310462
150,3662,2014,NO2,MT,278208.27669968613,-0.2573587904259802,-71.59934557792764
151,1942,2014,NO2,MT,278673.3400127758,0.9838099332812199,274.1616000452237
152,838,2014,NO2,MT,276317.4117128718,0.12401505103448149,34.26751791528763
153,1820,2014,NO2,MT,282090.2315015609,-0.3633532311667264,-102.49839709666203
154,1652,2014,NO2,MT,275462.3581414812,0.17837511707586065,49.13563038347936
155,2281,2014,NO2,MT,269394.7177976567,0.23734387301424084,63.93918569167428
156,1317,2014,NO2,MT,285561.7986873177,0.5875954436758375,167.79481179654465
157,573,2014,NO2,MT,270814.9615063084,-0.8733489909456408,-236.515973364517
158,1966,2014,NO2,MT,279517.2046494794,0.21054516889627645,58.85099706233971
159,369,2014,NO2,MT,279005.2764918703,-0.8625874679723801,-240.6664550000562
160,2499,2014,NO2,MT,288525.106906954,-0.3741989852769664,-107.96580223151044
161,86,2014,NO2,MT,288681.3535432614,0.7314184965458453,211.1468815894319
162,1507,2014,NO2,MT,281709.78877254657,0.16256728786754399,45.79679632649159
163,2375,2014,NO2,MT,270040.28152961814,-0.0036975781771720175,-0.9984950519413038
164,1646,2014,NO2,MT,282346.2349361299,0.03944053672330071,11.13588704768412
165,355,2014,NO2,MT,284853.5348075303,0.6581605757094513,187.47936646179636
166,1843,2014,NO2,MT,279949.4985051085,0.9113666328527581,255.136631821419
167,2860,2014,NO2,MT,274314.3542935112,-0.5712719460777376,-156.70809501431214
168,1073,2014,NO2,MT,284337.3899740458,0.14299133777229667,40.65778377107202
169,361,2014,NO2,MT,274915.9562537947,0.913189106076683,251.0502563376193
170,1340,2014,NO2,MT,280690.94048534444,0.6817519856888,191.36160604074036
171,1266,2014,NO2,MT,280788.8756501701,-0.6514725053760476,-182.9262323015398
172,3512,2014,NO2,MT,277226.5874420598,0.10427162838697135,28.90686770474668
173,2806,2014,NO2,MT,291087.83687564597,0.36442232399294977,106.07890600030358
174,1841,2014,NO2,MT,286401.54085721885,0.18849323675696514,53.98475344835938
175,2866,2014,NO2,MT,277182.53727599315,0.14829115309807842,41.10371807130812
176,247,2014,NO2,MT,287735.9004885307,-1.0855276747815215,-312.34528300848194
177,751,2014,NO2,MT,279659.1651994899,0.2622324267789601,73.33570156124033
178,219,2014,NO2,MT,275106.79486375436,-0.1910568687707428,-52.56104280422397
179,135,2014,NO2,MT,278758.6739887625,0.06422209814897804,17.90246692078528
180,111,2014,NO2,MT,277453.58905154327,1.9062863275984931,528.9059833520879
181,532,2014,NO2,MT,277657.0242299971,0.5816135615519143,161.4890907523148
182,2425,2014,NO2,MT,283653.89005739114,-1.0661882328144008,-302.4284397712202
183,408,2014,NO2,MT,283563.53572797053,0.9480247092164895,268.8252385029089
184,3123,2014,NO2,MT,275404.6992250675,-0.2838681490447057,-78.17862220723381
185,1589,2014,NO2,MT,276909.81056887045,0.7360910797693136,203.83084146035597
186,912,2014,NO2,MT,279447.7160285137,-0.0742769664289524,-20.756528622097335
187,2515,2014,NO2,MT,282643.5986774189,0.44135898243060095,124.74729110278875
188,3428,2014,NO2,MT,272279.0009386924,0.34864596984042323,94.92897634945193
189,2178,2014,NO2,MT,286771.0603909456,0.25211022768047414,72.2979173273323
190,3888,2014,NO2,MT,279159.0566644309,0.6290937014179,175.61720424135612
191,3137,2014,NO2,MT,281373.3288153058,0.2851495782653481,80.23348604680156
192,1836,2014,NO2,MT,279604.6928831247,-0.056954550660812106,-15.924759645812735
193,359,2014,NO2,MT,286888.23955174955,-0.6302587773592179,-180.81383109862406
194,2153,2014,NO2,MT,277717.9996583762,0.04856513502084446,13.487412151127877
195,1148,2014,NO2,MT,278847.76482168125,-0.055182200407420945,-15.387433241551399
196,2042,2014,NO2,MT,283135.3141224581,-0.5169318364160125,-146.3616578835468
197,1101,2014,NO2,MT,281077.2452172276,0.9216332045419439,259.05012223337525
198,1242,2014,NO2,MT,272326.3666961603,-1.1571100274951134,-315.11156965543836
199,3682,2014,NO2,MT,286070.4259779674,-1.110312823022347,-317.62766225080225
200,1218,2014,NO2,MT,272686.6685537267,-0.7202666442154781,-196.40711168149107
201,19,2014,NO2,MT,279032.81659002573,-0.08309711142376053,-23.186821051067106
202,273,2014,NO2,MT,268732.11592896894,1.7750820863952506,477.02156502460457
203,418,2014,NO2,MT,285784.93849490443,1.7935201639487464,512.5610497434634
204,1995,2014,NO2,MT,284295.8296550258,-0.39769227698957166,-113.0622558341466
205,1567,2014,NO2,MT,280229.64862408565,0.654080452261708,183.29273530918144
206,2467,2014,NO2,MT,277694.0633974494,-0.06906012163888701,-19.17758579662466
207,867,2014,NO2,MT,281165.702488026,-0.4916931300742581,-138.24724432586513
208,686,2014,NO2,MT,273898.81238659995,0.01811079344608866,4.960524816262701
209,403,2014,NO2,MT,278663.33900859323,0.43912983782724985,122.36938686724349
210,1611,2014,NO2,MT,268556.0385282022,0.6814694297621336,183.01273043499157
211,1040,2014,NO2,MT,274021.59854290436,0.07623781534427282,20.890808030056398
212,1064,2014,NO2,MT,291300.4004985774,0.22110194718424203,64.40708576578501
213,1801,2014,NO2,MT,283310.16588001366,-1.0306839301752533,-292.0032352278154
214,818,2014,NO2,MT,277711.407630752,0.6791527468296852,188.6084653183636
215,2652,2014,NO2,MT,275687.6501251743,0.12289463317270233,33.8805326323776
216,634,2014,NO2,MT,282207.5563764888,0.09350642731025027,26.388220356721508
217,664,2014,NO2,MT,277251.0283038376,0.6520939175041262,180.7937091786968
218,3210,2014,NO2,MT,284804.1729825451,-0.1962776558188917,-55.90069544045208
219,719,2014,NO2,MT,270371.5665620906,0.7727956709255914,208.94197618055398
220,500,2014,NO2,MT,268219.06440172734,0.709936600580907,190.41853079235366
221,3045,2014,NO2,MT,281635.00303968665,-0.1974232485944811,-55.601297218011496
222,2809,2014,NO2,MT,275320.5845777839,1.3145804366492249,361.93105429278296
223,2720,2014,NO2,MT,280666.04037093587,0.8266419073457437,232.01031093940793
224,2277,2014,NO2,MT,270446.8485359483,0.018585931611963123,5.026506631560085
225,423,2014,NO2,MT,277683.84221370856,0.10645788556603335,29.56163469792345
226,421,2014,NO2,MT,272318.5576555533,1.3225904956426913,360.16593614236103
227,989,2014,NO2,MT,278934.007549224,1.6295277984995817,454.53071924835274
228,140,2014,NO2,MT,282569.53829636716,1.429596008194663,403.96028398589544
229,126,2014,NO2,MT,276751.92985223356,0.5862748039456517,162.25268341569895
230,3598,2014,NO2,MT,281264.77062937466,1.7626619856089616,495.7747190794227
231,3580,2014,NO2,MT,268011.7297240225,0.06434338723852343,17.24478251009926
232,998,2014,NO2,MT,284493.49391023995,-0.4325727864364006,-123.06414338377967
233,3700,2014,NO2,MT,278711.51455001684,0.7963946284608547,221.96435307782278
234,3790,2014,NO2,MT,274132.0491914983,0.23847693562645925,65.3741710481903
235,2319,2014,NO2,MT,282143.87690254155,1.6496510808831923,465.43895149685204
236,1154,2014,NO2,MT,283855.34214311576,0.750055744543238,212.90732999373023
237,2625,2014,NO2,MT,279012.2685235167,-0.03619204572278282,-10.098024779620475
238,1536,2014,NO2,MT,279460.1283010514,0.17009001327365372,47.5333769321828
239,3523,2014,NO2,MT,280848.62207447144,-0.34985456533969894,-98.25617260211759
