_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,PlantCalendarYear,ResidueAssignmentEligible,ResidueMeasurementDate,ResidueModelDate,ResidueModelDateSource,Residue_STIR_toMeasurement,Residue_STIR_LeftCensored,Residue_STIR_StartDate,Residue_STIR_BoundaryDayCarryover,ResidueYear,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,PhysicalEventID,ConcentrationObservationID,EventDate,ObservationDate,orig_row,mod_row,A,B,S,Fu,irr_num,cin_std,vin_std,dup,Y,Cr,PrevCr,drymass_kg_m2,drymass_log,irr_z,drymass_log_z,RES_input,physical_event_index,FurrowTireCompaction,event_analyte_index,residue_unit_id,coalesced_lod_mg_L,model_treatment
4004,2022-08-23,2022,7,1,CT,OUT,CT1-06-LC-D,NA,NA,0,NA,NA,NA,LC,Etape,Siphon,7 V,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th.",TKN,0,0,H,114688.22,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,1.6603982621180948,0.29933151410560543,0.05666666666666667,1,PE_32d4186ac5b7c925427a,CO_d49030599e25e8522a2e,2022-08-23,2022-08-23,3152,2254,7,1,6,3,7,-0.38123819194325936,0.29933151410560543,0,12,3,3,0.00816666666666666,-4.807694450099566,1.4481880918376056,-1.190812808475889,0.05666666666666667,113,0,1127,67,NA,missing concentration; latent state predicted without observation likelihood
4010,2022-08-23,2022,7,2,CT,OUT,CT2-06-LC-D,NA,NA,0,H,NA,NA,LC,Etape,Siphon,7 V,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th. Nitrate, Nitrite, H flag.",TKN,0,0,H,101773.73,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,8,0.01766666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,1.6603982621180948,-0.07440170280224995,0.08,1,PE_b8cc705881475991ea0f,CO_cfc30c6ec0237d3c8221,2022-08-23,2022-08-24,3200,2288,7,2,6,3,7,-0.38123819194325936,-0.07440170280224995,0,12,3,3,0.01766666666666666,-4.036075654098125,1.4481880918376056,-0.7404705520946357,0.08,379,0,3787,68,NA,missing concentration; latent state predicted without observation likelihood
9131,2015-08-16,2015,5,1,MT,OUT,MT1-05-OT,FALSE,AC,0,NA,FALSE,6245.25,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I 5 bottles 2, 4, 6, 8, 10",Ammonium(NH4),0,0,NA,102988.51,TRUE,NA,NA,NA,NA,NA,NA,CSU_assumed_from_ALS_pre2023,TRUE,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,331.77625,68.67250000000001,2014-12-02,FALSE,30.7125,2015,TRUE,NA,2015-04-30,PlantDate proxy,51.85374999999999,FALSE,2014-12-02,30.7125,2015,43,0.2460526315,2,1,NA,NA,1,NA,NA,NH4,-1.0506508741646172,-1.4050916271877167,-0.6580782975492044,-1.028198448707217,-1.1952615166499287,0.6685495838321084,-0.03924710999716636,0.43,1,PE_a98d09332522adfe618b,CO_49f0d18147fe9e63f333,2015-08-16,2015-08-16,6153,4403,1,1,5,1,5,-1.4050916271877167,-0.03924710999716636,0,5,3,3,0.2460526315,-1.4022098167466457,0.5497724582353768,0.7967406853000397,0.43,355,0,3541,27,NA,missing concentration; latent state predicted without observation likelihood
9132,2015-08-16,2015,5,1,MT,OUT,MT1-05-OT,FALSE,TRUE,0,NA,FALSE,6245.25,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",NA,Ammonium(NH4),0,0,NA,102988.51,TRUE,NA,NA,NA,NA,NA,NA,CSU_assumed_from_ALS_pre2023,TRUE,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,331.77625,68.67250000000001,2014-12-02,FALSE,30.7125,2015,TRUE,NA,2015-04-30,PlantDate proxy,51.85374999999999,FALSE,2014-12-02,30.7125,2015,43,0.2460526315,2,1,NA,NA,1,NA,NA,NH4,-1.0506508741646172,-1.4050916271877167,-0.6580782975492044,-1.028198448707217,-1.1952615166499287,0.6685495838321084,-0.03924710999716636,0.43,1,PE_a98d09332522adfe618b,CO_103006a34e0c53597687,2015-08-16,2015-08-16,6154,4404,1,1,5,1,5,-1.4050916271877167,-0.03924710999716636,0,5,3,3,0.2460526315,-1.4022098167466457,0.5497724582353768,0.7967406853000397,0.43,355,0,3541,27,NA,missing concentration; latent state predicted without observation likelihood
9137,2015-08-17,2015,5,2,MT,OUT,MT2-05-OT,FALSE,AC,0,NA,FALSE,10912.16,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT2 I 5 bottles 2, 4, 6, 8, 10",Ammonium(NH4),0,0,NA,91914.89,TRUE,NA,NA,NA,NA,NA,NA,CSU_assumed_from_ALS_pre2023,TRUE,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,331.77625,68.67250000000001,2014-12-02,FALSE,30.7125,2015,TRUE,NA,2015-04-30,PlantDate proxy,51.85374999999999,FALSE,2014-12-02,30.7125,2015,36,0.1942982455,2,1,NA,NA,1,NA,NA,NH4,-1.0506508741646172,-1.4050916271877167,-0.6580782975492044,-1.028198448707217,-0.9846977234110376,0.6685495838321084,-0.35970727725233187,0.36,1,PE_f28eca55841e3590b19f,CO_924edbd033ab2769384d,2015-08-17,2015-08-17,6181,4423,1,2,5,1,5,-1.4050916271877167,-0.35970727725233187,0,5,3,3,0.1942982455,-1.6383609524902583,0.5497724582353768,0.6589150700235872,0.36,505,0,5041,28,NA,missing concentration; latent state predicted without observation likelihood
9138,2015-08-17,2015,5,2,MT,OUT,MT2-05-OT,FALSE,TRUE,0,NA,FALSE,10912.16,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",NA,Ammonium(NH4),0,0,NA,91914.89,TRUE,NA,NA,NA,NA,NA,NA,CSU_assumed_from_ALS_pre2023,TRUE,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,331.77625,68.67250000000001,2014-12-02,FALSE,30.7125,2015,TRUE,NA,2015-04-30,PlantDate proxy,51.85374999999999,FALSE,2014-12-02,30.7125,2015,36,0.1942982455,2,1,NA,NA,1,NA,NA,NH4,-1.0506508741646172,-1.4050916271877167,-0.6580782975492044,-1.028198448707217,-0.9846977234110376,0.6685495838321084,-0.35970727725233187,0.36,1,PE_f28eca55841e3590b19f,CO_7a7e0649e980a4a58cf2,2015-08-17,2015-08-17,6182,4424,1,2,5,1,5,-1.4050916271877167,-0.35970727725233187,0,5,3,3,0.1942982455,-1.6383609524902583,0.5497724582353768,0.6589150700235872,0.36,505,0,5041,28,NA,missing concentration; latent state predicted without observation likelihood
9143,2015-08-31,2015,6,1,MT,OUT,MT1-06-OT,FALSE,AC,0,NA,FALSE,3092.35,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I 6 bottles 1, 2, 3, 4. Original NH4 values, 0,0.01,0,0",Ammonium(NH4),0,0.01,NA,110769.23,TRUE,NA,NA,NA,NA,NA,NA,CSU_assumed_from_ALS_pre2023,TRUE,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,331.77625,68.67250000000001,2014-12-02,FALSE,30.7125,2015,TRUE,NA,2015-04-30,PlantDate proxy,51.85374999999999,FALSE,2014-12-02,30.7125,2015,43,0.2460526315,2,1,NA,NA,0,0.01,NA,NH4,-1.0506508741646172,-1.2375338522249566,-0.6580782975492044,-1.028198448707217,-1.3375155099137586,1.1644739229751015,0.185919622522607,0.43,1,PE_61227cf97dd057e6375a,CO_6ec9e23e9fd14c243810,2015-08-31,2015-08-31,6209,4443,1,1,5,1,6,-1.2375338522249566,0.185919622522607,0,5,3,3,0.2460526315,-1.4022098167466457,0.9989802750364911,0.7967406853000397,0.43,207,0,2061,27,NA,missing concentration; latent state predicted without observation likelihood
9149,2015-09-01,2015,6,2,MT,OUT,MT2-06-OT,FALSE,AC,0,NA,FALSE,5268.72,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT2 I 6 bottles 1, 2, 3, 4. Original NH4 values, 0,0,0.01,0.01",Ammonium(NH4),0,0,NA,110566.73,TRUE,NA,NA,NA,NA,NA,NA,CSU_assumed_from_ALS_pre2023,TRUE,2015-04-30,2015-11-16,2015,grain corn,2014-12-02,grain corn,331.77625,68.67250000000001,2014-12-02,FALSE,30.7125,2015,TRUE,NA,2015-04-30,PlantDate proxy,51.85374999999999,FALSE,2014-12-02,30.7125,2015,36,0.1942982455,2,1,NA,NA,1,NA,NA,NH4,-1.0506508741646172,-1.4050916271877167,-0.6580782975492044,-1.028198448707217,-1.2393210466197748,1.1644739229751015,0.18005946262284783,0.36,1,PE_078b8edebaf25b47ca9c,CO_11485ec6072016b540ca,2015-09-01,2015-09-01,6237,4463,1,2,5,1,6,-1.4050916271877167,0.18005946262284783,0,5,3,3,0.1942982455,-1.6383609524902583,0.9989802750364911,0.6589150700235872,0.36,21,0,201,28,NA,missing concentration; latent state predicted without observation likelihood
3626,2017-06-26,2017,1,1,MT,OUT,MT1-01-OT,FALSE,TRUE,0,NA,FALSE,16900.03,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Fort Collins,NA,TKN,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,FALSE,0,2017,TRUE,NA,2017-04-19,PlantDate proxy,50.21249999999998,FALSE,2016-07-25,0,2017,56.5,NA,2,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,-0.6755596652306047,-0.8139994118873973,-0.714534248944772,-1.3151477727398646,NA,0.565,1,PE_c9e73ef1dabab1e96c37,CO_b52b378cbef9d95e5b93,2017-06-26,2017-06-26,6368,4556,7,1,5,1,1,-0.38123819194325936,NA,0,7,4,1,NA,NA,-1.2470588089690804,NA,0.565,420,0,4197,39,NA,missing concentration; latent state predicted without observation likelihood
3646,2017-07-10,2017,2,2,MT,OUT,MT2-02-OT,FALSE,TRUE,0,H,FALSE,43342.04,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time",TKN,0,0,H,NA,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,FALSE,0,2017,TRUE,NA,2017-04-19,PlantDate proxy,50.21249999999998,FALSE,2016-07-25,0,2017,58.5,NA,2,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,-0.6755596652306047,-0.8139994118873973,0.4784885276805956,-0.8192234335968713,NA,0.585,1,PE_3712d644db8e7505fd90,CO_283f3aceea5cb2cbd51a,2017-07-10,2017-07-10,6452,4616,7,2,5,1,2,-0.38123819194325936,NA,0,7,4,1,NA,NA,-0.7978509921679662,NA,0.585,122,0,1217,40,NA,missing concentration; latent state predicted without observation likelihood
3654,2017-07-20,2017,3,1,MT,OUT,MT1-03-OT,FALSE,TRUE,0,H,FALSE,26706.96,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/21, lab reports 7/27, we suspect this to be out of hold time",TKN,0,0,H,NA,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,FALSE,0,2017,TRUE,NA,2017-04-19,PlantDate proxy,50.21249999999998,FALSE,2016-07-25,0,2017,56.5,NA,2,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,-0.6755596652306047,-0.8139994118873973,-0.2720606677468746,-0.3232990944538781,NA,0.565,1,PE_5f5cdcb0357234b8314a,CO_bda2e18e9c4f23dfbcba,2017-07-20,2017-07-20,6480,4636,7,1,5,1,3,-0.38123819194325936,NA,0,7,4,1,NA,NA,-0.34864317536685185,NA,0.565,201,0,2007,39,NA,missing concentration; latent state predicted without observation likelihood
3660,2017-07-21,2017,3,2,MT,OUT,MT2-03-OT,FALSE,TRUE,0,H,FALSE,30317.85,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/21, lab reports 7/27, we suspect this to be out of hold time",TKN,0,0,H,NA,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,FALSE,0,2017,TRUE,NA,2017-04-19,PlantDate proxy,50.21249999999998,FALSE,2016-07-25,0,2017,58.5,NA,2,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,-0.6755596652306047,-0.8139994118873973,-0.10914287088162974,-0.3232990944538781,NA,0.585,1,PE_df9fe3439780c58ef619,CO_0663ba1a18227e9b2b32,2017-07-21,2017-07-21,6508,4656,7,2,5,1,3,-0.38123819194325936,NA,0,7,4,1,NA,NA,-0.34864317536685185,NA,0.585,455,0,4547,40,NA,missing concentration; latent state predicted without observation likelihood
3674,2017-08-03,2017,4,2,MT,OUT,MT2-04-OT,FALSE,TRUE,0,NA,FALSE,13258.86,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Fort Collins,NA,TKN,0,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,FALSE,0,2017,TRUE,NA,2017-04-19,PlantDate proxy,50.21249999999998,FALSE,2016-07-25,0,2017,58.5,NA,2,1,NA,NA,0,NA,NA,TKN,-0.5167431970808276,NA,-0.6755596652306047,-0.8139994118873973,-0.8788182327858259,0.17262524468911514,NA,0.585,1,PE_44c3319c1ae4491d3b22,CO_6ab2c7d137d32c3a3a13,2017-08-03,2017-08-03,6564,4696,7,2,5,1,4,NA,NA,0,7,4,1,NA,NA,0.10056464143426248,NA,0.585,152,0,1517,40,NA,missing concentration; latent state predicted without observation likelihood
3682,2017-08-21,2017,5,1,MT,OUT,MT1-05-OT,FALSE,TRUE,0,NA,FALSE,1604.84,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)",ALS Fort Collins,NA,TKN,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2017-04-19,2017-10-13,2017,silage corn,2016-07-25,barley,507.4875,67.4375,2016-07-25,FALSE,0,2017,TRUE,NA,2017-04-19,PlantDate proxy,50.21249999999998,FALSE,2016-07-25,0,2017,56.5,NA,2,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,-0.6755596652306047,-0.8139994118873973,-1.4046296706926855,0.6685495838321084,NA,0.565,1,PE_72973ed7fd2fafa39b49,CO_8c4071232533475e3d9e,2017-08-21,2017-08-21,6592,4716,7,1,5,1,5,-0.38123819194325936,NA,0,7,4,1,NA,NA,0.5497724582353768,NA,0.565,243,0,2427,39,NA,missing concentration; latent state predicted without observation likelihood
3794,2020-08-26,2020,7,1,MT,OUT,MT1-07-OT,FALSE,TRUE,0,NA,FALSE,NA,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",NA,TKN,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,FALSE,0,2020,TRUE,NA,2020-04-28,PlantDate proxy,36.481250000000045,FALSE,2019-08-02,0,2020,56,0.077888889,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,-0.875675321583473,-0.5905097667009359,NA,1.6603982621180948,NA,0.56,1,PE_addb6558497635dd3d9a,CO_b0c71dc912263c36812f,2020-08-26,2020-08-26,7109,5085,7,1,5,1,7,-0.38123819194325936,NA,0,10,3,5,0.077888889,-2.5524719678572327,1.4481880918376056,0.12540964042988773,0.56,363,0,3627,57,NA,missing concentration; latent state predicted without observation likelihood
3795,2020-08-26,2020,7,1,MT,OUT,MT1-07-OT-D,FALSE,TRUE,1,NA,FALSE,NA,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",NA,TKN,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2020-04-28,2020-10-09,2020,grain corn,2019-08-02,winter wheat,690.82,53.30000000000007,2019-08-02,FALSE,0,2020,TRUE,NA,2020-04-28,PlantDate proxy,36.481250000000045,FALSE,2019-08-02,0,2020,56,0.077888889,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,-0.875675321583473,-0.5905097667009359,NA,1.6603982621180948,NA,0.56,1,PE_addb6558497635dd3d9a,CO_91969e505d012cfef2ed,2020-08-26,2020-08-26,7110,5086,7,1,5,1,7,-0.38123819194325936,NA,1,10,3,5,0.077888889,-2.5524719678572327,1.4481880918376056,0.12540964042988773,0.56,363,0,3627,57,NA,missing concentration; latent state predicted without observation likelihood
3828,2021-07-29,2021,3,1,MT,OUT,MT1-03-OT-GB-D,FALSE,TRUE,1,NA,FALSE,1388.06,GB,Ruler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",LC samplers were not installed until 8/11/21,TKN,0,0,NA,61418.81,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,FALSE,0,2021,TRUE,NA,2021-04-27,PlantDate proxy,83.5575,FALSE,2020-10-09,0,2021,77.66666666666667,0.06555555533333333,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,0.05865777738819867,-0.4371453957530912,-1.4144104505016657,-0.3232990944538781,-1.2422352037503437,0.7766666666666667,1,PE_3b0275b6f31aa3c48b11,CO_ba6d3b2e12a6de2426d1,2021-07-29,2021-07-29,7264,5196,7,1,1,1,3,-0.38123819194325936,-1.2422352037503437,1,11,3,3,0.06555555533333333,-2.724857322808422,-0.34864317536685185,0.024799844351699896,0.7766666666666667,129,0,1287,63,NA,missing concentration; latent state predicted without observation likelihood
3854,2021-08-25,2021,5,1,MT,OUT,MT1-05-OT-LC,FALSE,TRUE,0,NA,FALSE,NA,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",NA,TKN,0,0,NA,93309.74,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,FALSE,0,2021,TRUE,NA,2021-04-27,PlantDate proxy,83.5575,FALSE,2020-10-09,0,2021,77.66666666666667,0.06555555533333333,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,0.05865777738819867,-0.4371453957530912,NA,0.6685495838321084,-0.3193416276909536,0.7766666666666667,1,PE_ebd22f3a15b20eea0e80,CO_35eb479ee85628b90d5a,2021-08-25,2021-08-25,7395,5289,7,1,6,1,5,-0.38123819194325936,-0.3193416276909536,0,11,3,3,0.06555555533333333,-2.724857322808422,0.5497724582353768,0.024799844351699896,0.7766666666666667,485,0,4847,63,NA,missing concentration; latent state predicted without observation likelihood
3855,2021-08-25,2021,5,1,MT,OUT,MT1-05-OT-LC-D,FALSE,TRUE,1,NA,FALSE,NA,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",NA,TKN,0,0,NA,93309.74,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,FALSE,0,2021,TRUE,NA,2021-04-27,PlantDate proxy,83.5575,FALSE,2020-10-09,0,2021,77.66666666666667,0.06555555533333333,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,0.05865777738819867,-0.4371453957530912,NA,0.6685495838321084,-0.3193416276909536,0.7766666666666667,1,PE_ebd22f3a15b20eea0e80,CO_a7d2a606c6ce4168f1f8,2021-08-25,2021-08-25,7396,5290,7,1,6,1,5,-0.38123819194325936,-0.3193416276909536,1,11,3,3,0.06555555533333333,-2.724857322808422,0.5497724582353768,0.024799844351699896,0.7766666666666667,485,0,4847,63,NA,missing concentration; latent state predicted without observation likelihood
3861,2021-08-25,2021,5,1,MT,OUT,MT1-05-OT-GB-D,FALSE,TRUE,1,NA,FALSE,NA,GB,Ruler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, TKN subtracted to ALS Holland, MI",NA,TKN,0,0,NA,93309.74,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2021-04-27,2021-10-22,2021,grain corn,2020-10-09,grain corn,816.6275,119.3075,2020-10-09,FALSE,0,2021,TRUE,NA,2021-04-27,PlantDate proxy,83.5575,FALSE,2020-10-09,0,2021,77.66666666666667,0.06555555533333333,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,0.05865777738819867,-0.4371453957530912,NA,0.6685495838321084,-0.3193416276909536,0.7766666666666667,1,PE_ebd22f3a15b20eea0e80,CO_85f72074abb94327414d,2021-08-25,2021-08-25,7398,5292,7,1,1,1,5,-0.38123819194325936,-0.3193416276909536,1,11,3,3,0.06555555533333333,-2.724857322808422,0.5497724582353768,0.024799844351699896,0.7766666666666667,485,0,4847,63,NA,missing concentration; latent state predicted without observation likelihood
3901,2022-06-17,2022,1,1,MT,OUT,MT1-01-LC-D,FALSE,TRUE,1,NA,FALSE,NA,LC,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,89460.71,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,92.18624999999996,FALSE,2021-10-22,0,2022,26.666666666666668,0.07816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,0.13479373400061154,-0.27722411356994087,NA,-1.3151477727398646,-0.43072894255006466,0.26666666666666666,1,PE_7b7021667404f4bf5ffe,CO_e5ee439ab912548d4578,2022-06-17,2022-06-17,7599,5435,7,1,6,1,1,-0.38123819194325936,-0.43072894255006466,1,12,3,3,0.07816666666666666,-2.5489119797639126,-1.2470588089690804,0.12748736725425242,0.26666666666666666,264,1,2637,69,NA,missing concentration; latent state predicted without observation likelihood
3926,2022-07-13,2022,3,1,MT,OUT,MT1-FF-03-GB,TRUE,FALSE,0,NA,FALSE,NA,GB,Etape,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,108928.47,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,947.81375,124.68624999999996,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,92.18624999999996,FALSE,2021-10-22,0,2022,26.666666666666668,0.07816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,0.13479373400061154,-0.27722411356994087,NA,-0.3232990944538781,0.1326497561666532,0.26666666666666666,1,PE_afa287a09ff3e5bab631,CO_c62b377fa3d3a0f44306,2022-07-13,2022-07-13,7741,5536,7,1,1,1,3,-0.38123819194325936,0.1326497561666532,0,12,3,3,0.07816666666666666,-2.5489119797639126,-0.34864317536685185,0.12748736725425242,0.26666666666666666,368,1,3677,69,NA,missing concentration; latent state predicted without observation likelihood
